,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,0.9645810318178103,0.7662186057159791,0.5565292883599471,0.9645844379247811,0.9646353285208964,0.7375525467136181,0.5607183828932472,0.9645844379247811,0.00553424106816732,0.5394192500259605,0.5887461622432778,-0.2428193496138938
