,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,205120.53435094777,4756.793733340756,2989.9406373010033,226730.96060532975,226994.91437090878,5140.101632820148,3041.718212163218,226730.96060532975,2.4626441349366233,532.7926459227737,443.56234644993935,0.7337174048864714
