,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,0.24269773814747023,0.7151299094756182,0.8168226491486633,0.25565959856201015,0.2557622823623846,0.6048131560644591,0.8081471448232901,0.2556595985620101,1.8445328107967682,0.7706612684197967,0.39561369979258537,1.865219586370355
