,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
279,"LORETO, LORETO, TROMPETEROS",3,0,-1
280,"LORETO, LORETO, URARINAS",3,0,-1
281,"LORETO, MARISCAL RAMON CASTILLA, PEBAS",3,0,-1
282,"LORETO, MARISCAL RAMON CASTILLA, RAMON CASTILLA",2,4,25
283,"LORETO, MARISCAL RAMON CASTILLA, SAN PABLO",3,0,0
284,"LORETO, MARISCAL RAMON CASTILLA, YAVARI",3,0,26
285,"LORETO, MAYNAS, ALTO NANAY",3,0,18
286,"LORETO, MAYNAS, BELEN",3,0,27
287,"LORETO, MAYNAS, FERNANDO LORES",3,0,28
288,"LORETO, MAYNAS, INDIANA",3,0,-1
289,"LORETO, MAYNAS, IQUITOS",3,0,-1
290,"LORETO, MAYNAS, LAS AMAZONAS",3,0,10
291,"LORETO, MAYNAS, MAZAN",3,0,-1
292,"LORETO, MAYNAS, NAPO",3,0,-1
293,"LORETO, MAYNAS, PUNCHANA",3,0,29
294,"LORETO, MAYNAS, SAN JUAN BAUTISTA",3,0,-1
295,"LORETO, MAYNAS, TORRES CAUSANA",3,0,-1
296,"LORETO, PUTUMAYO, PUTUMAYO",3,0,-1
297,"LORETO, PUTUMAYO, TENIENTE MANUEL CLAVERO",2,1,5
298,"LORETO, PUTUMAYO, YAGUAS",3,0,11
299,"LORETO, REQUENA, ALTO TAPICHE",3,0,-1
300,"LORETO, REQUENA, CAPELO",3,0,0
301,"LORETO, REQUENA, EMILIO SAN MARTIN",3,0,-1
302,"LORETO, REQUENA, JENARO HERRERA",3,0,7
303,"LORETO, REQUENA, MAQUIA",3,0,-1
304,"LORETO, REQUENA, PUINAHUA",3,0,-1
305,"LORETO, REQUENA, REQUENA",0,1,25
306,"LORETO, REQUENA, SAQUENA",3,0,-1
307,"LORETO, REQUENA, SOPLIN",3,0,-1
308,"LORETO, REQUENA, TAPICHE",3,0,-1
309,"LORETO, REQUENA, YAQUERANA",3,0,-1
310,"LORETO, UCAYALI, CONTAMANA",3,0,-1
311,"LORETO, UCAYALI, INAHUAYA",0,1,-1
312,"LORETO, UCAYALI, PADRE MARQUEZ",3,0,-1
313,"LORETO, UCAYALI, PAMPA HERMOSA",3,0,-1
314,"LORETO, UCAYALI, SARAYACU",3,0,7
315,"LORETO, UCAYALI, VARGAS GUERRA",3,0,-1
316,"MADRE DE DIOS, MANU, HUEPETUHE",2,4,-1
317,"MADRE DE DIOS, MANU, MADRE DE DIOS",3,0,-1
318,"MADRE DE DIOS, MANU, MANU",3,0,-1
319,"MADRE DE DIOS, TAHUAMANU, IBERIA",3,0,14
320,"MADRE DE DIOS, TAHUAMANU, IÑAPARI",4,3,13
321,"MADRE DE DIOS, TAHUAMANU, TAHUAMANU",0,1,30
322,"MADRE DE DIOS, TAMBOPATA, INAMBARI",2,4,5
323,"MADRE DE DIOS, TAMBOPATA, LABERINTO",0,1,-1
324,"MADRE DE DIOS, TAMBOPATA, LAS PIEDRAS",1,2,-1
325,"MADRE DE DIOS, TAMBOPATA, TAMBOPATA",3,0,-1
326,"MOQUEGUA, MARISCAL NIETO, MOQUEGUA",3,0,-1
327,"PASCO, OXAPAMPA, CONSTITUCION",3,0,-1
328,"PASCO, OXAPAMPA, OXAPAMPA",3,0,0
329,"PASCO, OXAPAMPA, PALCAZU",3,0,-1
330,"PASCO, OXAPAMPA, POZUZO",3,0,-1
331,"PASCO, OXAPAMPA, PUERTO BERMUDEZ",3,0,0
332,"PASCO, OXAPAMPA, VILLA RICA",3,0,0
333,"PIURA, AYABACA, AYABACA",3,0,-1
334,"PIURA, AYABACA, FRIAS",3,0,-1
335,"PIURA, AYABACA, JILILI",3,0,-1
336,"PIURA, AYABACA, PACAIPAMPA",3,0,-1
337,"PIURA, AYABACA, PAIMAS",3,0,26
338,"PIURA, AYABACA, SAPILLICA",3,0,-1
339,"PIURA, AYABACA, SUYO",3,0,31
340,"PIURA, HUANCABAMBA, CANCHAQUE",3,0,24
341,"PIURA, HUANCABAMBA, EL CARMEN DE LA FRONTERA",3,0,20
342,"PIURA, HUANCABAMBA, HUANCABAMBA",3,0,19
343,"PIURA, HUANCABAMBA, HUARMACA",3,0,10
344,"PIURA, HUANCABAMBA, LALAQUIZ",3,0,-1
345,"PIURA, HUANCABAMBA, SAN MIGUEL DE EL FAIQUE",3,0,-1
346,"PIURA, HUANCABAMBA, SONDOR",3,0,-1
347,"PIURA, HUANCABAMBA, SONDORILLO",3,0,-1
348,"PIURA, MORROPON, BUENOS AIRES",3,0,28
349,"PIURA, MORROPON, CHALACO",3,0,-1
350,"PIURA, MORROPON, CHULUCANAS",3,0,23
351,"PIURA, MORROPON, LA MATANZA",3,0,-1
352,"PIURA, MORROPON, MORROPON",3,0,21
353,"PIURA, MORROPON, SALITRAL",3,0,0
354,"PIURA, MORROPON, SAN JUAN DE BIGOTE",0,1,-1
355,"PIURA, MORROPON, SANTA CATALINA DE MOSSA",3,0,-1
356,"PIURA, MORROPON, SANTO DOMINGO",3,0,26
357,"PIURA, MORROPON, YAMANGO",3,0,-1
358,"PIURA, PAITA, AMOTAPE",3,0,-1
359,"PIURA, PAITA, ARENAL",3,0,-1
360,"PIURA, PAITA, COLAN",3,0,0
361,"PIURA, PAITA, LA HUACA",3,0,-1
362,"PIURA, PAITA, PAITA",3,0,-1
363,"PIURA, PAITA, TAMARINDO",3,0,-1
364,"PIURA, PAITA, VICHAYAL",3,0,-1
365,"PIURA, PIURA, CASTILLA",0,0,31
366,"PIURA, PIURA, CATACAOS",3,0,-1
367,"PIURA, PIURA, CURA MORI",3,0,-1
368,"PIURA, PIURA, EL TALLAN",3,0,-1
369,"PIURA, PIURA, LA ARENA",3,0,0
370,"PIURA, PIURA, LA UNION",3,0,-1
371,"PIURA, PIURA, LAS LOMAS",3,0,-1
372,"PIURA, PIURA, PIURA",0,1,27
373,"PIURA, PIURA, TAMBO GRANDE",3,0,17
374,"PIURA, PIURA, VEINTISEIS DE OCTUBRE",3,0,21
375,"PIURA, SECHURA, BELLAVISTA DE LA UNION",0,1,-1
376,"PIURA, SECHURA, BERNAL",3,0,22
377,"PIURA, SECHURA, CRISTO NOS VALGA",0,0,31
378,"PIURA, SECHURA, RINCONADA LLICUAR",3,0,-1
379,"PIURA, SECHURA, SECHURA",3,0,10
380,"PIURA, SECHURA, VICE",3,0,17
381,"PIURA, SULLANA, BELLAVISTA",3,0,0
382,"PIURA, SULLANA, IGNACIO ESCUDERO",3,0,-1
383,"PIURA, SULLANA, LANCONES",4,3,-1
384,"PIURA, SULLANA, MARCAVELICA",3,0,0
385,"PIURA, SULLANA, MIGUEL CHECA",3,0,-1
386,"PIURA, SULLANA, QUERECOTILLO",3,0,0
387,"PIURA, SULLANA, SALITRAL",3,0,14
388,"PIURA, SULLANA, SULLANA",3,0,27
389,"PIURA, TALARA, EL ALTO",3,0,-1
390,"PIURA, TALARA, LA BREA",3,0,-1
391,"PIURA, TALARA, LOBITOS",3,0,-1
392,"PIURA, TALARA, LOS ORGANOS",0,0,28
393,"PIURA, TALARA, MANCORA",3,0,28
394,"PIURA, TALARA, PARIÑAS",3,0,28
395,"PUNO, CARABAYA, AYAPATA",3,0,-1
396,"PUNO, CARABAYA, OLLACHEA",3,0,12
397,"PUNO, CARABAYA, SAN GABAN",0,0,-1
398,"SAN MARTIN, BELLAVISTA, ALTO BIAVO",3,0,14
399,"SAN MARTIN, BELLAVISTA, BAJO BIAVO",3,0,-1
400,"SAN MARTIN, BELLAVISTA, BELLAVISTA",0,1,30
401,"SAN MARTIN, BELLAVISTA, HUALLAGA",0,0,30
402,"SAN MARTIN, BELLAVISTA, SAN PABLO",3,0,-1
403,"SAN MARTIN, BELLAVISTA, SAN RAFAEL",0,0,-1
404,"SAN MARTIN, EL DORADO, AGUA BLANCA",3,0,-1
405,"SAN MARTIN, EL DORADO, SAN JOSE DE SISA",3,0,14
406,"SAN MARTIN, EL DORADO, SAN MARTIN",3,0,-1
407,"SAN MARTIN, EL DORADO, SANTA ROSA",3,0,-1
408,"SAN MARTIN, EL DORADO, SHATOJA",3,0,-1
409,"SAN MARTIN, HUALLAGA, ALTO SAPOSOA",3,0,28
410,"SAN MARTIN, HUALLAGA, EL ESLABON",3,0,-1
411,"SAN MARTIN, HUALLAGA, PISCOYACU",3,0,-1
412,"SAN MARTIN, HUALLAGA, SACANCHE",3,0,15
413,"SAN MARTIN, HUALLAGA, SAPOSOA",3,0,16
414,"SAN MARTIN, HUALLAGA, TINGO DE SAPOSOA",4,3,-1
415,"SAN MARTIN, LAMAS, ALONSO DE ALVARADO",3,0,-1
416,"SAN MARTIN, LAMAS, BARRANQUITA",0,0,22
417,"SAN MARTIN, LAMAS, CAYNARACHI",3,0,-1
418,"SAN MARTIN, LAMAS, CUÑUMBUQUI",3,0,-1
419,"SAN MARTIN, LAMAS, LAMAS",3,0,-1
420,"SAN MARTIN, LAMAS, PINTO RECODO",3,0,-1
421,"SAN MARTIN, LAMAS, RUMISAPA",3,0,14
422,"SAN MARTIN, LAMAS, SAN ROQUE DE CUMBAZA",3,0,-1
423,"SAN MARTIN, LAMAS, SHANAO",3,0,14
424,"SAN MARTIN, LAMAS, TABALOSOS",3,0,16
