,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
425,"SAN MARTIN, LAMAS, ZAPATERO",3,0,-1
426,"SAN MARTIN, MARISCAL CACERES, CAMPANILLA",3,0,29
427,"SAN MARTIN, MARISCAL CACERES, HUICUNGO",3,0,-1
428,"SAN MARTIN, MARISCAL CACERES, JUANJUI",0,0,8
429,"SAN MARTIN, MARISCAL CACERES, PACHIZA",3,0,-1
430,"SAN MARTIN, MARISCAL CACERES, PAJARILLO",3,0,14
431,"SAN MARTIN, MOYOBAMBA, CALZADA",3,0,-1
432,"SAN MARTIN, MOYOBAMBA, HABANA",3,0,-1
433,"SAN MARTIN, MOYOBAMBA, JEPELACIO",3,0,-1
434,"SAN MARTIN, MOYOBAMBA, MOYOBAMBA",3,0,-1
435,"SAN MARTIN, MOYOBAMBA, SORITOR",3,0,10
436,"SAN MARTIN, MOYOBAMBA, YANTALO",3,0,-1
437,"SAN MARTIN, PICOTA, BUENOS AIRES",3,0,-1
438,"SAN MARTIN, PICOTA, CASPISAPA",3,0,14
439,"SAN MARTIN, PICOTA, PICOTA",3,0,14
440,"SAN MARTIN, PICOTA, PILLUANA",3,0,0
441,"SAN MARTIN, PICOTA, PUCACACA",3,0,-1
442,"SAN MARTIN, PICOTA, SAN CRISTOBAL",3,0,-1
443,"SAN MARTIN, PICOTA, SAN HILARION",3,0,15
444,"SAN MARTIN, PICOTA, SHAMBOYACU",3,0,-1
445,"SAN MARTIN, PICOTA, TINGO DE PONASA",3,0,0
446,"SAN MARTIN, PICOTA, TRES UNIDOS",3,0,10
447,"SAN MARTIN, RIOJA, AWAJUN",3,0,-1
448,"SAN MARTIN, RIOJA, ELIAS SOPLIN VARGAS",3,0,-1
449,"SAN MARTIN, RIOJA, NUEVA CAJAMARCA",2,1,25
450,"SAN MARTIN, RIOJA, PARDO MIGUEL",3,0,-1
451,"SAN MARTIN, RIOJA, POSIC",3,0,-1
452,"SAN MARTIN, RIOJA, RIOJA",3,0,-1
453,"SAN MARTIN, RIOJA, SAN FERNANDO",3,0,4
454,"SAN MARTIN, RIOJA, YORONGOS",3,0,-1
455,"SAN MARTIN, RIOJA, YURACYACU",3,0,-1
456,"SAN MARTIN, SAN MARTIN, ALBERTO LEVEAU",3,0,-1
457,"SAN MARTIN, SAN MARTIN, CACATACHI",3,0,-1
458,"SAN MARTIN, SAN MARTIN, CHAZUTA",3,0,-1
459,"SAN MARTIN, SAN MARTIN, CHIPURANA",3,0,-1
460,"SAN MARTIN, SAN MARTIN, EL PORVENIR",3,0,-1
461,"SAN MARTIN, SAN MARTIN, HUIMBAYOC",3,0,4
462,"SAN MARTIN, SAN MARTIN, JUAN GUERRA",3,0,5
463,"SAN MARTIN, SAN MARTIN, LA BANDA DE SHILCAYO",3,0,29
464,"SAN MARTIN, SAN MARTIN, MORALES",3,0,15
465,"SAN MARTIN, SAN MARTIN, PAPAPLAYA",3,0,0
466,"SAN MARTIN, SAN MARTIN, SAN ANTONIO",3,0,0
467,"SAN MARTIN, SAN MARTIN, SAUCE",3,0,-1
468,"SAN MARTIN, SAN MARTIN, SHAPAJA",3,0,14
469,"SAN MARTIN, SAN MARTIN, TARAPOTO",3,0,-1
470,"SAN MARTIN, TOCACHE, NUEVO PROGRESO",3,0,-1
471,"SAN MARTIN, TOCACHE, POLVORA",3,0,-1
472,"SAN MARTIN, TOCACHE, SHUNTE",3,0,11
473,"SAN MARTIN, TOCACHE, TOCACHE",3,0,0
474,"SAN MARTIN, TOCACHE, UCHIZA",3,0,19
475,"TUMBES, CONTRALMIRANTE VILLAR, CANOAS DE PUNTA SAL",2,4,5
476,"TUMBES, CONTRALMIRANTE VILLAR, CASITAS",3,0,-1
477,"TUMBES, CONTRALMIRANTE VILLAR, ZORRITOS",3,0,23
478,"TUMBES, TUMBES, CORRALES",3,0,-1
479,"TUMBES, TUMBES, LA CRUZ",3,0,22
480,"TUMBES, TUMBES, PAMPAS DE HOSPITAL",0,1,13
481,"TUMBES, TUMBES, SAN JACINTO",3,0,0
482,"TUMBES, TUMBES, SAN JUAN DE LA VIRGEN",3,0,14
483,"TUMBES, TUMBES, TUMBES",3,0,-1
484,"TUMBES, ZARUMILLA, AGUAS VERDES",3,0,0
485,"TUMBES, ZARUMILLA, MATAPALO",2,1,-1
486,"TUMBES, ZARUMILLA, PAPAYAL",0,0,-1
487,"TUMBES, ZARUMILLA, ZARUMILLA",3,0,21
488,"UCAYALI, ATALAYA, RAYMONDI",3,0,18
489,"UCAYALI, ATALAYA, SEPAHUA",3,0,-1
490,"UCAYALI, ATALAYA, TAHUANIA",3,0,14
491,"UCAYALI, ATALAYA, YURUA",3,0,-1
492,"UCAYALI, CORONEL PORTILLO, CALLERIA",3,0,-1
493,"UCAYALI, CORONEL PORTILLO, CAMPOVERDE",3,0,-1
494,"UCAYALI, CORONEL PORTILLO, IPARIA",3,0,-1
495,"UCAYALI, CORONEL PORTILLO, MANANTAY",3,0,29
496,"UCAYALI, CORONEL PORTILLO, MASISEA",3,0,-1
497,"UCAYALI, CORONEL PORTILLO, NUEVA REQUENA",3,0,7
498,"UCAYALI, CORONEL PORTILLO, YARINACOCHA",3,0,-1
499,"UCAYALI, PADRE ABAD, ALEXANDER VON HUMBOLDT",3,0,-1
500,"UCAYALI, PADRE ABAD, CURIMANA",3,0,-1
501,"UCAYALI, PADRE ABAD, IRAZOLA",3,0,0
502,"UCAYALI, PADRE ABAD, NESHUYA",0,1,31
503,"UCAYALI, PADRE ABAD, PADRE ABAD",3,0,15
504,"UCAYALI, PURUS, PURUS",3,0,-1
