Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
ITA,28.95357486194796,2978.8085409505325,0.8579289987235552,0.8933553680205284,0.0037526989875563866,-0.23955462896180338,0.04835029032255511,2.0,-0.008801647331028515,0.20386520362940494,1.239213322191621e-05,3.4096491404323574e-09,0.06714876033055127,0.0018370216059913462,99.0,4.0,1e-10,1e-10
LIMPIO,24.229852214012492,2169.9531964229254,0.8822530536183111,0.9120928585990787,0.0051115520481964626,0.3109916503607696,0.008877021321860523,3.0,-0.00389921924490399,0.18736644342491043,0.0005037572034635849,2.8672423068563595e-09,0.1329919461422367,0.004973175418591267,54.0,2.0,1e-10,1e-10
MARIANO ROQUE ALONSO,43.3660309316233,5846.75085507771,0.8971743842744443,0.9288301895834832,0.007832119773219405,0.5416366874955314,0.05158041981770067,1.0,-0.02080608224952312,0.17267393670965045,0.0003168271407374477,2.87450762722243e-09,0.2644538789378561,0.028281839104951433,63.0,10.0,1e-10,1e-10
SAN LORENZO,38.677101844051435,5239.960848531225,0.93991038342324,0.9504751685044625,0.006919768213391588,0.7140843584274714,0.0218708103402796,1.0,-0.006899910805511762,0.16449279530100563,7.368839314801111e-05,1.3138205493432102e-09,0.10602037652719794,0.004360034056780489,31.0,4.0,1e-10,1e-10
VILLETA,28.85509797807592,2152.730535858671,0.8324046407290995,0.8962669056545675,0.003413412723862175,-0.4359696158465065,0.017677502445352045,1e-07,-0.003931729716677854,0.2110146512653741,9.039443209127627e-05,2.804866621061292e-09,0.075520833333336,0.0020887586805557043,115.0,2.0,1e-10,1e-10
GUARAMBARE,56.00594531348749,12060.094739884958,0.9286771643966053,0.9551155782888487,0.0033585751261217193,-0.4841673073124767,0.015162098281696568,1e-07,-0.00580392950564754,0.20760141627435974,0.0003988337649561673,9.067992637519421e-10,0.028982663480419564,0.0009010511222570287,124.0,4.0,1e-10,1e-10
J A SALDIVAR,41.862476860693874,6984.509959302567,0.8959069720648285,0.9288083649849901,0.004524932718250486,-0.2802072210750345,0.0100794045255852,1e-07,-0.007230714125463529,0.20558160119371052,9.457770163429221e-05,2.1720536392069673e-09,0.04717597108931866,0.0008713228377150298,100.0,4.0,1e-10,1e-10
SAN JOSE DE LOS ARROYOS,16.398142484194903,244.52857060424117,0.40126952706377994,0.7581595281091641,0.0030267642689699088,-0.830380628409891,0.020724640633649094,1e-07,-0.009416711835301435,0.9315582040049435,0.0013122400517210705,1.5834712890120838e-08,0.09115967806904678,0.002754820936629747,166.0,6.0,1e-10,1e-10
CAAGUAZU,9.961976126898795,444.09272589242266,0.9310255192974297,0.9648936200749667,0.0035245837302308497,-0.23138302514071085,0.019757849235083946,3.0,-0.006082745066498306,0.0918461549265071,6.685758846612751e-05,5.920022198163257e-10,0.03947368421052982,0.0005653230821415444,99.0,2.0,1e-10,1e-10
JUAN LEON MALLORQUIN,11.691628749628938,150.12158121293538,0.4742418296340492,0.7684030365438925,0.0017976402477311538,-0.5057724621124206,0.017464927024694155,1e-07,-0.008532752653683008,1.1526795099383855,0.00010692168684887998,7.603699985619283e-09,0.08333333333317258,0.002314814814805884,174.0,2.0,1e-10,1e-10
LORETO,32.73990259832993,2288.972919934151,0.7122840988503162,0.8465887203056556,0.003966538235486183,-0.9389814019341487,0.034984542975911026,1.0,-0.014393186674788084,0.2819438090787422,0.00035071664039076266,5.238332040692877e-09,0.06430307794485707,0.0021870470522617445,130.0,6.0,1e-10,1e-10
NUEVA ITALIA,38.13536142830371,2520.4580773843245,0.7324612235851172,0.866371648171641,0.00423316203548142,-0.732817090051457,0.03221874715745643,1e-07,-0.008106467449813245,0.4537352116941142,0.0003520088000634747,2.239871554432645e-09,0.0703125000000025,0.003906250000000274,123.0,2.0,1e-10,1e-10
VILLA HAYES,41.999061155703465,5830.035209591807,0.9358270666538903,0.9581447967814998,0.006059957413525156,-0.39260594630892665,0.023607739289272622,1e-07,-0.007396886522346782,0.10406743346641044,7.74034886859071e-05,2.549060309743903e-09,0.1527777377913462,0.008922155784616371,93.0,4.0,1e-10,1e-10
ACAHAY,11.050041907965708,69.08658019758604,0.28507088914761636,0.7856982984839338,0.003610913137078872,-0.98964311610735,0.007644542179755409,1e-07,-0.009257696197963777,0.7331525151736444,0.001356181228496427,1.9703361373167615e-08,0.16611954165353915,0.009198567373060644,162.0,6.0,1e-10,1e-10
CARAPEGUA,14.966318593287815,331.4238340319133,0.6996824276834862,0.8569295418175786,0.00355136937134933,-0.6906016184273394,0.03186212712805714,1.0,-0.01203341899998018,0.6560434303565681,7.002318503898586e-05,3.7277396603943575e-09,0.06944444444442681,0.0028292181069964374,132.0,4.0,1e-10,1e-10
CHORE,16.614233855721725,190.57641570779606,0.37351858500579954,0.7969385661246924,0.004010721072901265,-1.0366716084352516,0.004792443069221219,1e-07,-0.007722483728078958,0.8391010931830252,0.00034814868955812035,1.0081401453969895e-08,0.11111111111096725,0.004115226337437905,155.0,8.0,1e-10,1e-10
ENCARNACION,2.618324915899284,5.896814683631122,0.5946897489251071,0.8096604363265546,0.006444174863678057,-1.057265262834988,0.08206930307147176,9.0,-0.022014463884498722,0.7151953177817079,0.0010532655491578811,6.341538873481066e-09,0.16176470588246844,0.008601502606661553,100.0,6.0,1e-10,1e-10
