Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
FRAM,12.421233814926387,12.23745941928648,-0.11443974958384374,0.9214773337340482,0.0017388716374202265,-0.5259552212226448,0.00869289679642471,1e-07,-0.00484138650010754,0.7419373447293773,0.00026289773221348564,3.0872115814270083e-09,1e-07,1e-07,184.0,2.0,1e-10,1e-10
JOSE DOMINGO OCAMPOS,18.790486842301178,199.60359597630105,0.06900939234909469,0.9448932270327852,0.0007900306321160387,-0.24035359607371476,0.00717108299463054,1e-07,-0.0028743958197955137,1.3862943611198906,0.0007746057111085807,1.7908550502150066e-10,1e-07,1e-07,185.0,1.0,1e-10,1e-10
JUAN E. OLEARY,5.76425663507982,5.764241853497645,0.22390180596511536,0.8876693898023625,0.0028066265758977206,-0.8162594315237317,0.03641006670205904,1e-07,-0.01174955698555046,0.24512245803298496,0.0002813502548941,6.949799775114399e-09,1e-07,1e-07,177.0,4.0,1e-10,1e-10
PARAGUARI,32.608496139820204,1730.4137389524096,0.8553913237402754,0.9235063719953494,0.004550652109300989,-0.7708812644183751,0.04535045499809065,1e-07,-0.009201152124966177,0.5507928841730565,8.40059181555472e-05,1.72446911303552e-09,0.13207547169811917,0.006496974012104547,117.0,4.0,1e-10,1e-10
REPATRIACION,15.836515113581491,298.42780066287855,0.6634461667647762,0.8769492814996538,0.003207155662996718,-0.8061007707235041,0.016470827373789576,1e-07,-0.008436049552092246,0.2876820724517809,0.0003365633012338376,8.571639656851768e-09,0.05434782608689283,0.0012602394454908606,154.0,5.0,1e-10,1e-10
SAN ANTONIO,50.56244915845799,6361.907890002069,0.839218551901239,0.8902272157690326,0.004869505097092216,-0.2274115264779496,0.01971516234894799,1e-07,-0.007894057142983864,0.18800030098595974,6.885749321060229e-05,4.976448168274772e-09,0.16597427434707518,0.007928606502550511,80.0,6.0,1e-10,1e-10
SAN JUAN NEPOMUCENO,3.349292241777087,0.8477325531384257,-0.09213559391418716,0.9563242133728268,0.003766758462873173,-1.0905607753218376,0.007758781893794753,1.0,-0.0028822311397810737,0.2876820724517809,0.0001416618441367006,2.3647478811349255e-09,1e-07,1e-07,174.0,3.0,1e-10,1e-10
SANTA ROSA,7.5741276396282835,10.373201192397293,-0.015751673033079623,0.8414896824359273,0.003045847779233769,-0.8871781309691719,0.013135976456578824,1e-07,-0.008697228571669583,0.8472978603872037,0.002314880388596357,1.7477735547675143e-08,1e-07,1e-07,176.0,8.0,1e-10,1e-10
LOMA GRANDE,59.15722753395617,2043.5646371329346,0.08361612756053671,0.7049693523492321,0.0027933705560361727,-0.7632005396205448,0.02946525062062788,1e-07,-0.017908914020252194,1.0296194171811581,0.0008881782128962486,1.6361689691506695e-08,0.12499999999996321,0.005208333333330278,164.0,4.0,1e-10,1e-10
SAN BERNARDINO,20.10123309817447,213.80244898873454,0.438923780505525,0.8464735060180296,0.006460284080129113,-1.4925158232959141,0.03906346760288726,1e-07,-0.015004110311113653,0.6190392084062235,0.0004415074419226734,6.340562262333366e-09,0.21875000000003098,0.015625000000004413,134.0,14.0,1e-10,1e-10
SAN ESTANISLAO,19.676787409642422,520.5322635702453,0.6162891940388363,0.8212761847763043,0.0035886628344270408,-0.7295026164266802,0.004213154139912634,1e-07,-0.00254727157791271,0.5270861446377709,0.000508543389638448,4.41243564878222e-09,0.06733228775743164,0.002066115702476137,135.0,2.0,1e-10,1e-10
AREGUA,63.290309778729,17716.431126139985,0.9035190293694079,0.9303370144541807,0.003463210208736267,-0.2256612600884945,0.03670882586130231,1e-07,-0.01007121165613663,0.15965359802448856,7.740717582620716e-05,1.7139360532786606e-09,0.03447375660374718,0.0007431798282045619,102.0,4.0,1e-10,1e-10
ARROYOS Y ESTEROS,11.363788615491838,101.8776716169562,0.43513622428632676,0.7497348601485776,0.005032388373456975,-1.173065941873218,0.007915665554678708,2.0,-0.006123454673617074,0.8002918180112729,0.0007082005266233164,1.3735211770063232e-08,0.1136363636361761,0.0029544890772700925,142.0,10.0,1e-10,1e-10
EUSEBIO AYALA,13.559016719883532,160.81460652493212,0.11060287493491401,0.6564953423412069,0.0044542655493715055,-1.0728990831812109,0.04259187305869383,1.0,-0.019434746957230065,0.8671004876833833,0.0013903487461710115,2.695550763999362e-08,0.08928571428572851,0.005102040816316822,140.0,8.0,1e-10,1e-10
ITACURUBI DE LA CORDILLERA,22.963365907454158,315.82678333864106,0.5683521772280765,0.8664936612619146,0.005217693118198147,-1.2901097562334942,0.010107169673619798,1e-07,-0.009205124188497088,1.1370785694959058,0.0002309618568089182,4.880011190993683e-09,0.10003580379515761,0.0033357206803181472,141.0,6.0,1e-10,1e-10
LA PALOMA,40.0385067890968,979.7708549885439,0.7682935636899177,0.9309781553907217,0.0042937865258300114,-1.1344324961181274,0.037326280363955355,1e-07,-0.013404421062368466,1.6094379124341003,0.00010771303915928812,1.5252553575307238e-09,0.12499999999992661,0.003333333333328304,164.0,4.0,1e-10,1e-10
MINGA PORA,12.349847543971125,53.0168189789149,0.06037796379978374,0.8143447714022978,0.0014699277225964733,-0.4422773729756377,0.029740910199729687,1e-07,-0.010534401715018623,0.40546510810816444,0.0007273731654097206,6.273550815044271e-09,1e-07,1e-07,184.0,2.0,1e-10,1e-10
PILAR,5.819469360972569,13.72152517244383,0.5266532812999271,0.8774746322182858,0.006588597511672217,-1.4746233856633497,0.03965162199065697,5.0,-0.01287965893268133,0.8538295622504187,0.00019406161664947555,4.516022818386715e-09,0.24999999999960168,0.027777777777718796,137.0,10.0,1e-10,1e-10
SALTO DEL GUAIRA,25.81165584048853,996.0184704803331,0.7902509241747071,0.9052647052078309,0.003670311085042491,-0.8696176806467308,0.03742097296383362,1e-07,-0.010738153651292244,1.0704414117014134,0.00023810766281068862,1.7034384299676941e-09,0.05058016911651032,0.0017606274881518294,148.0,4.0,1e-10,1e-10
SAN PEDRO,5.4460462660922815,27.083131508051135,0.5504792201377954,0.8025140467851681,0.0029070548023068738,-0.7913585324241268,0.03696545040271981,2.0,-0.01258351161504607,0.8266785731844679,0.00034382327820314974,5.166309984435983e-09,0.10948114729079307,0.003983015991450561,157.0,2.0,1e-10,1e-10
