,Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
105,ABAI,3.8232022648720037,1.527545479804709,-0.2712744027359152,0.9549561150814853,0.0027026189278520174,-0.3927981571988345,0.06227321179445311,1e-07,-0.011129273999032411,1.0986122886681098,0.0005307329886619684,2.269333350298624e-09,1e-07,1e-07,93.0,1.0,1e-10,1e-10
106,CAPIIBARY,14.027077036462067,67.8899265962704,0.43451254585369176,0.8927411946029626,0.006366781692996536,-0.9037445838881306,0.02395938822517596,1e-07,-0.014348372868654712,1e-08,0.001725617283953051,2.7159420602647938e-08,0.09999999999984946,0.013333333333293184,88.0,2.0,1e-10,1e-10
107,CARAGUATAY,16.575733786224433,153.0353474491029,0.5897866886299428,0.8868307418481222,0.005231494805710595,-0.7340883448630471,0.04026145858806285,1e-07,-0.01831240941561785,1.2039728043259361,0.0005781081132935824,1.8413217111437326e-08,0.16666666666648608,0.009259259259239191,86.0,2.0,1e-10,1e-10
108,CORPUS CHRISTI,16.81583425332907,64.61194915907083,0.0877718829939643,0.8597285515698863,0.006812559569455853,-0.9506115744997725,0.012124582351497049,1e-07,-0.008738913031173433,1.791759469228055,0.000533452802961848,7.521122435292355e-08,0.33333333333312387,0.03703703703699049,87.0,4.0,1e-10,1e-10
109,RAUL ARSENIO OVIEDO,9.152710821536123,31.779658738059496,0.0697260729533355,0.9443096014338208,0.0035682151199732956,-0.5070328502381976,0.06256008808702207,1e-07,-0.011140865153961635,1.0116009116784799,0.0008612930914766712,2.310955771484819e-09,0.24748484659096612,0.020416249764051344,88.0,1.0,1e-10,1e-10
110,TOMAS ROMERO PEREIRA,5.042232426569019,5.09187215896541,0.30912017087022453,0.9350685503316334,0.0042856813317411644,-0.6120639721494725,0.05859574044907201,1e-07,-0.01736111111111266,0.8472978603872037,0.00010458200278030002,7.551122641532352e-09,1e-07,1e-07,89.0,3.0,1e-10,1e-10
111,TRINIDAD,25.98629813371132,301.3680603097763,-0.5833333333333334,0.8786168451871175,0.0016429751920045638,-0.24030107298140735,0.035515957659361,1e-07,-0.008421082427539153,1e-08,0.0014038085937511883,4.651824225521528e-08,1e-07,1e-07,94.0,2.0,1e-10,1e-10
112,YEGROS,14.983518130056938,1e-07,1e-08,0.8975016925915054,0.0014150811633180315,-0.20796241926760933,0.04113543976348166,1e-07,-0.014322916666666668,1e-08,0.00443672839506173,3.699072125854728e-08,1e-07,1e-07,96.0,1.0,1e-10,1e-10
113,CARAYAO,20.78226433716922,199.62778722453575,0.11677140493304662,0.8152539186519245,0.005309066141569238,-0.7467934478385636,0.029845728547255646,1e-07,-0.01752751418524363,1e-08,0.001101976559486758,4.876336202048111e-08,0.09374999999987498,0.0052083333333194405,87.0,6.0,1e-10,1e-10
114,CORONEL BOGADO,5.047238603145119,0.0004232361241256157,0.6527777777777783,0.9522592115516432,0.006142864530296605,-0.8869346481160734,0.04241153310297807,1e-07,-0.015670473788875046,1.3862943611198906,0.004292993761530749,3.586420159593807e-08,1e-07,1e-07,92.0,1.0,1e-10,1e-10
115,DR. MOISES BERTONI,18.628912071535023,1e-07,1e-08,0.984195650610884,0.00015819427453997166,-0.023383334223869925,0.03147163120567398,1e-07,-0.00390625,1e-08,1e-07,2.3017851392877177e-10,1e-07,1e-07,98.0,0.0,1e-10,1e-10
116,ESCOBAR,13.320019833788974,16.579212942311436,-0.2229458500246264,0.9058057899250569,0.0037118374584881294,-0.5360835567382666,0.03871104225089117,1e-07,-0.012981553337439635,1.791759469228055,0.00027729552469088194,2.0383712822794484e-08,1e-07,1e-07,92.0,1.0,1e-10,1e-10
117,GENERAL FRANCISCO CABALLERO ALVAREZ,9.126585744273067,1e-07,1e-08,0.919647447802898,0.0006310361486968643,-0.0930358191460357,0.025249821556034724,1e-07,-0.010416666666666668,1e-08,0.00443672839506173,1.882660391381004e-08,1e-07,1e-07,97.0,1.0,1e-10,1e-10
118,GUAYAIBI,13.826815631261056,105.99362659481814,0.5571582628691689,0.8520706196712002,0.006092107147771629,-0.8139409892758995,0.10013255054245429,1e-07,-0.0300557969501081,1.3217558399823195,0.001231103583022518,1.959302708154011e-08,0.16666666666646518,0.009259259259236863,82.0,2.0,1e-10,1e-10
119,JUAN EULOGIO ESTIGARRIBIA,8.518828329201217,49.36201075092325,0.42064867729487065,0.8210523548391676,0.004842576605414563,-0.6496110930765711,0.028033980172344153,1e-07,-0.011596904289561285,1e-08,0.001211019929316763,4.31319193558002e-08,0.10054224284873337,0.0033333333333139155,84.0,2.0,1e-10,1e-10
