,Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
135,LA PASTORA,19.509610843671403,0.023958168487863717,0.4678504781028146,0.8678138481011354,0.03764539959924326,1.2502624140080796,0.02367342202849676,1e-07,-0.012118943486273561,1e-08,8.742641302293032e-06,7.914211938238576e-09,0.1324342991349325,0.004483935585324918,29.0,8.0,1e-10,1e-10
136,SAN JUAN DEL PARANA,12.835668267051902,14.701339084763962,-0.040880569643201393,0.8246718352844246,0.031037599029738402,0.9866257149056274,0.030822204586308244,1e-07,-0.007308537691465552,0.5108256237659907,0.0006553690305131252,8.594279319467286e-09,0.13721520908476442,0.007179641813453687,30.0,15.0,1e-10,1e-10
137,SIMON BOLIVAR,22.46925536065014,60.68933838397148,0.046364128612338296,0.8446431602762181,0.010528940360101643,-0.17113442535642062,0.03221424820489649,1e-07,-0.008033150388754007,0.6061358035703156,0.0004048244886053777,3.002483730853787e-09,0.035725265146112156,0.00044618539054216825,101.0,6.0,1e-10,1e-10
138,CAPITAN MEZA,11.79809901759863,78.95843149699853,-0.27043175724757224,0.9438860084954235,0.0234386872942268,0.8601063234101965,0.004610534862577675,1e-07,-0.0018541045829395006,1.0986122886681098,0.0005680624753304407,1.2705917238224175e-10,0.08638978096195044,0.0019080210238461965,57.0,1.0,1e-10,1e-10
139,SAN JOAQUIN,15.094068936121916,83.8278680733975,0.5743196547957233,0.8099921193605274,0.011326515969398415,0.1153538985280437,0.021091474911840602,1e-07,-0.0063859371910022535,1e-08,5.9459561095931905e-05,4.653617553480413e-09,0.05257610857761544,0.000865888357958296,143.0,2.0,1e-10,1e-10
140,BORJA,9.92830783740246,0.0007423518674148407,0.5771390322831719,0.9480036392056824,0.05640399218709355,1.9756239328145413,0.031246884350875415,1e-07,-0.008970869502125925,1e-08,0.0003052420395332071,1.0041152076495202e-09,0.2432761870926039,0.024787930346663253,29.0,10.0,1e-10,1e-10
141,ITACURUBI DEL ROSARIO,25.083047199895617,347.5084761234484,-0.2824515068137391,0.9041688850932992,0.011141424210043601,0.31618450376257795,0.014279889470725005,1e-07,-0.004353760529996559,1.0986122886681098,0.0008631741166073577,3.9305246630215524e-10,0.04007089992343214,0.00041050325214860315,164.0,1.0,1e-10,1e-10
142,JESUS,22.42670281597493,62.14550388164454,-0.5795191674166807,0.8468023005864114,0.022323667463440274,0.7215379454538227,0.029718307075130568,1e-07,-0.007439765470035819,1e-08,7.31169386668706e-05,2.8210118381139516e-09,0.07832911765662831,0.005971487477318224,100.0,2.0,1e-10,1e-10
143,ISLA PUCU,19.729272845083997,81.9311068138319,0.153229463716577,0.8066679315604708,0.010842408479251614,-0.1870741880937803,0.01821789320999878,1e-07,-0.007120111946522073,0.8109302162163288,0.00014230570995513682,5.395890900512149e-09,0.04324536804541523,0.003380564136181616,100.0,4.0,1e-10,1e-10
144,SANTA ROSA DEL MBUTUY,24.462791066526442,677.2501408585683,0.6028265514974636,0.7613184309387724,0.005152552658314049,-0.32567468517199083,0.03357306403889704,1e-07,-0.008969131591123442,1.5040773967762742,0.00025010463089373544,7.39801005922511e-09,0.024993406702705938,0.0003758009205731952,169.0,2.0,1e-10,1e-10
145,VILLA DEL ROSARIO,17.093794809381304,0.023267663347904886,0.7112901752595627,0.8604450039687371,0.03272490589667652,0.4867823605746177,0.010757593927836484,1e-07,-0.004795740910479486,0.5108256237659907,0.00221284713856666,7.831207742146866e-09,0.08908330677244614,0.0026096309289853985,30.0,14.0,1e-10,1e-10
146,3 DE FEBRERO,10.16997098679146,0.001368144109415797,-0.03815934924051831,0.9560154947419817,0.05567592312287375,2.2790144632336236,0.03769025669264692,1e-07,-0.008329321175300617,1e-08,0.0002023559875927483,1.2092279166676146e-09,0.20030982673833964,0.013131258808415118,29.0,8.0,1e-10,1e-10
147,YUTY,6.127895902452266,4.3309115889344225,-0.3053161360760272,0.8613377530897928,0.0379487855133518,1.6935409093512992,0.04766491956910068,1e-07,-0.020486593177414303,0.8649974374866046,0.00020291590121491069,1.0326798148869429e-08,0.20311622959342857,0.014559367901626144,25.0,19.0,1e-10,1e-10
148,YHU,3.3234987091227386,1.0816340311319428,-0.21230183751675893,0.9399246422391857,0.05496211294039155,2.218486919153266,0.05930863582965629,1.0,-0.013149208287348314,0.8362480242006186,0.0002111141222069659,1.8059191924392777e-09,0.22332893688685584,0.012751122179546204,29.0,13.0,1e-10,1e-10
149,TAVAI,5.997111948590886,0.011850347196082842,0.4224025124490671,0.9540915698661769,0.05588897218808921,2.214022413060089,0.038132065523661995,1e-07,-0.012068013980014872,1e-08,2.9272651878999375e-05,1.0934192918144811e-09,0.20030982673833964,0.010258005335212091,29.0,9.0,1e-10,1e-10
150,FILADELFIA,10.882073011129751,69.8337581944031,-0.11623413037938629,0.5588253716649718,0.011042201584183085,0.13966186798188315,8.93365848685379e-05,1e-07,-0.0007649150820987696,1.2685113254635072,0.0007814629355678806,1.442951078740261e-08,0.08514640017471464,0.0036952279107690064,136.0,4.0,1e-10,1e-10
151,MBOCAYATY DEL YHAGUY,35.38650537529444,696.1443750078436,-0.23045102842276544,0.6571794516988957,0.005811037376483907,-0.23629619469892704,0.014734469836138353,1e-07,-0.01082412653137741,0.7419373447293773,9.658804507295817e-05,1.5836124130544572e-08,0.019812822758115564,0.00012908599909718208,180.0,6.0,1e-10,1e-10
152,SAN CARLOS,136.67448641311276,0.03096027248857457,-0.24999999999996195,0.9714247241280618,0.0052036699470125345,0.1171725555936822,0.006206219370434196,1e-07,-0.002026357459270356,1e-08,0.0008401224935187767,2.452852820327975e-10,0.017737845532273915,8.043779317908258e-05,191.0,1.0,1e-10,1e-10
153,JOSE FASSARDI,17.242862723889765,29.80999566049678,-0.13688851332440513,0.6645108387419889,0.010965723855890546,0.12861689249903488,0.026739142242080627,1e-07,-0.010321064948983898,0.322773392263051,0.00022860949550037763,1.3817044658869169e-08,0.04516257958970332,0.0015597385501623891,136.0,4.0,1e-10,1e-10
154,JUAN DE MENA,35.404710662589665,518.8934140065824,-0.033683096989883844,0.7313244011034863,0.010514837545931492,-0.0870576503931062,0.0026326110183126916,1e-07,-0.004027808217931246,1e-08,0.0007389033186859642,7.476534714318444e-09,0.030107440582134465,0.000283944001976928,145.0,4.0,1e-10,1e-10
155,NUEVA GERMANIA,46.330418749549835,507.6561535717672,0.19479341464657038,0.8148465083927655,0.00823532330748685,-0.05874471934084757,0.02210629142221876,1e-07,-0.008361094155028035,0.6931471805599453,0.0002482470999808437,4.4130760678476e-09,0.023533790265886423,0.00017348773641614278,99.0,2.0,1e-10,1e-10
156,UNION,34.905479067752154,119.47564861832232,-0.3138978760929829,0.7501863466352832,0.012703152548146116,0.2250469102882422,0.019845407991965436,1e-07,-0.00816795186340967,1.0986122886681098,0.0002083796417251358,6.4904017619862445e-09,0.04422556305324715,0.0005000404664071976,44.0,2.0,1e-10,1e-10
157,CARMEN DEL PARANA,16.758873637755844,31.462154274487826,-0.25000000000000017,0.921659849779962,0.04451082452878446,1.7769073446031804,0.032180605392343686,1e-07,-0.007907100251462398,1e-08,0.0006326197830840231,4.805076070996812e-09,0.19380003526743406,0.01952964603733747,25.0,8.0,1e-10,1e-10
158,PASO YOBAI,5.076075396090033,3.1547819404104547,-0.41195213118140717,0.9489330775824008,0.055784412514515824,2.1649431489054067,0.05575801911922662,1e-07,-0.011546748346693572,0.916290731874155,1.985255664834442e-05,1.1822237019277496e-09,0.20685054828651694,0.01093885241086595,29.0,12.0,1e-10,1e-10
159,TACUARAS,26.660791246290216,0.033052559429597395,-0.2499999999999977,0.9567008480560953,0.026563530915595563,1.020739523036788,0.02124990157954798,1e-07,-0.0034909504314243707,1e-08,0.0006097696134642417,2.4974736744249564e-10,0.09488606430274993,0.0023017771611785354,26.0,1.0,1e-10,1e-10
160,YATAITY DEL NORTE,22.274861669468024,337.48970644983854,0.20977492752423818,0.6432946452016528,0.004734300991170633,-0.24552604979892517,0.01095193596989874,1e-07,-0.006387487412612875,0.276632236265196,0.0009882492159768925,1.413457433882599e-08,0.01630014772470429,0.0006400255313994897,172.0,4.0,1e-10,1e-10
161,25 DE DICIEMBRE,19.600837344181915,0.0007896373287018963,0.6875000000000038,0.855474928938297,0.029763719480558812,0.5673345776301718,0.014996433388118069,1e-07,-0.007786273303400813,0.6061358035703156,2.6719401030416313e-06,6.942065997416242e-09,0.09256524681242845,0.0026839903506331816,82.0,2.0,1e-10,1e-10
162,SANTA MARIA,11.929271828773357,0.010109173306998093,-0.24999999999999167,0.9553314554700506,0.055718171011528636,2.2659375869117757,0.036042228456307224,1e-07,-0.008230610172927295,1e-08,0.00035324541995318315,1.179438151839915e-09,0.22467787927847116,0.019468375306003108,29.0,8.0,1e-10,1e-10
163,SANTIAGO,14.908187115428792,0.002520622172171263,0.3923983059091313,0.8973059914507162,0.04831502041507759,1.706738208219583,0.025865086745244903,1e-07,-0.013947684282082984,1e-08,1.2939316381655574e-05,7.799253108878395e-09,0.17102389169191756,0.024159007097157535,31.0,6.0,1e-10,1e-10
164,MCAL. FRANCISCO SOLANO LOPEZ,19.88482654570225,48.01019254688193,-0.264924756251091,0.9122317390501142,0.039587785246192,1.5617428906954454,0.030480301921092745,1e-07,-0.007230856929774822,1e-08,0.0007223288540063313,4.501663406971211e-09,0.1418245556180538,0.005142345743649031,20.0,6.0,1e-10,1e-10
165,SAN JOSE OBRERO,23.134469076612266,0.0021182812862712242,0.5166666666666616,0.901223872283206,0.02731719162302252,0.6393572581578992,0.00941175096417135,1e-07,-0.004014901644814515,0.6931471805599453,0.0010227577099212854,1.8041087446967233e-09,0.09675662156546772,0.002393424881472212,23.0,1.0,1e-10,1e-10
166,ITURBE,13.409552868141805,21.797178676253154,0.04347636490421101,0.7803855775330201,0.026261219499455753,0.5766828580252726,0.020751155886543193,1e-07,-0.006598905533080044,0.6931471805599453,0.0012857075125887085,5.772954477901976e-09,0.11282457827528142,0.0067133451717349005,30.0,3.0,1e-10,1e-10
167,JOSE FALCON,25.92016588906169,1e-07,1e-08,0.9560360099406319,0.027647538568387576,1.0652456430526411,0.02190546820463357,1e-07,-0.0036623523128499697,1e-08,0.000644959822093039,2.698998119821917e-10,0.09878745275651657,0.0024949507924019935,98.0,1.0,1e-10,1e-10
168,NATALICIO TALAVERA,27.97125725326201,88.09047024815783,-0.5916687683703669,0.9065121929211515,0.03025204990536199,1.058474806218411,0.04315994437142934,1e-07,-0.009959695318666311,1e-08,2.9129527831349788e-06,2.2521589094831264e-09,0.1069877167539437,0.002926349870130714,31.0,10.0,1e-10,1e-10
169,ANTEQUERA,78.54561174176993,3425.492260805541,-0.38315633342173494,0.5671519723909972,0.005201009746772539,0.01660349776984022,0.02332191653661886,1e-07,-0.006374084629598376,1e-08,0.0007991545117768337,1.6920508044550808e-08,0.016684625092879823,7.116907394777539e-05,189.0,2.0,1e-10,1e-10
170,ITANARA,70.00350017500875,1e-07,1e-08,0.9873317242313915,0.010479291912669487,0.3913403917208824,0.020673547666913983,1e-07,-0.0009620733067359274,1e-08,1.1306806616588168e-07,3.6251101889032014e-12,0.03466224776146243,0.0003071650891635632,164.0,0.0,1e-10,1e-10
171,SAN COSME Y DAMIAN,11.961852735299942,11.55691083675755,-0.0968384311717355,0.9012377748234391,0.035071440032552,0.9373123596369597,0.008488151279407607,1e-07,-0.00441868636384611,0.3364722366212129,0.0004709949359031639,8.080647848170558e-10,0.1648116935799303,0.013465087414098475,33.0,26.0,1e-10,1e-10
172,TEBICUARYMI,51.88567376728285,266.73302224824863,-0.027777777777777887,0.9262868558084454,0.007989652447876845,0.03647903795119155,0.005192023602279439,1e-07,-0.002234784474934859,0.5108256237659907,0.00011655577917721437,4.3264888692694753e-10,0.026677364427493563,0.0001819467293027584,99.0,2.0,1e-10,1e-10
173,ITAPUA POTY,6.080505898090721,1e-07,1e-08,0.9673117684632095,0.05552640034709256,2.3252515888317196,0.042687765382930065,1e-07,-0.008130427327843852,1e-08,2.7986510860961304e-05,5.750513063234386e-10,0.20030982673833964,0.010258005335212093,29.0,7.0,1e-10,1e-10
