METRICA,SIL - HAC,SIL - KM,SIL - DB,CHZ - HAC,CHZ - KM,CHZ - DB,DUNN - HAC,DUNN - KM,DUNN - DB,DAVID - HAC,DAVID - KM,DAVID - DB
Euclidean Distance,0.836811907629542,0.8614294436424759,0.44633701918058,2228.4350235110123,2612.3014110202043,9.566138581423097,0.6940112368729272,0.8105534303645644,0.001842577705547823,0.3920215559029253,0.3105963443667769,1.066877144584272
Pearson Correlation,0.6321634379399039,0.6657574173634684,-0.1264993622943017,1582.1128153925538,1867.7796327729352,0.8524005708987102,5.039794930806593,5.039794930806593,0.9286907745370038,0.4771320691525632,0.4726169037359521,1.0235675875645949
Spearman Correlation,0.6130850558130821,0.5937189501039498,0.6351832808317028,335.1260529341045,346.66064544381095,185.22245143919224,0.0,0.0,0.0,0.5593642273585949,0.762184579794725,0.37707309576319314
Dynamic Time Warping,0.8344602938693481,0.856573556477509,0.3767881455135796,2202.8161375057366,2574.902450867238,11.921032153287257,0.6979352303097821,0.8234790709320191,0.003737265059509389,0.39204176741963787,0.3196882178904243,1.2175995388246181
