Dep-Prov-Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
"AMAZONAS, BAGUA, ARAMANGO",0.36722264151924533,7.012328358725441,-0.00036284470246732674,0.486359118563505,0.05555555555555555,0.663508303736696,0.6700482623529178,4.0,1e-07,0.98854909101475,97.73565895792241,0.01366383798246762,0.9731399999995001,94.70014595990268,5.0,1.0,1e-08,1e-08
"AMAZONAS, BAGUA, BAGUA",6.525470603981224,200.22042944754028,0.6732124777906151,0.7084682066196922,0.14364743337173363,-58.621023151677086,0.4126305523097854,3.0,1e-07,0.8265811675065329,52950.167701186896,1.131865426349951,3.8047599999995008,1683.9668204220297,15.0,9.0,1e-08,1e-08
"AMAZONAS, BAGUA, IMAZA",0.07857614767237071,0.3210893777282461,-0.009888558247965576,0.41349091467348287,2.088408736437977e-05,-0.5523110570749554,0.6796504109055665,3.0,1e-07,0.9188664922089316,0.19416072731096237,9.509553492937047e-06,0.2102339999995,4.419833475578977,10.0,2.0,1e-08,1e-08
"AMAZONAS, BAGUA, LA PECA",0.23438415564088977,2.856668485361898,-0.00036284470246735525,0.48635911856350433,0.0555555555555554,-0.4234919526918521,0.6700482623529177,1e-07,1.0,0.9885490910147502,14.568397647049636,0.002267607594849537,0.6211180124218594,38.578758535488205,5.0,1e-07,1e-08,1e-08
"AMAZONAS, BONGARA, FLORIDA",0.22093588441615575,2.538258580953179,-0.00036284470246734425,0.48635911856350433,0.055555555555555816,-0.3991932340947591,0.6700482623529178,1e-07,1.0,0.9885490910147502,11.501747409732156,0.0017902758019260664,0.5854800936763142,34.27869400912267,5.0,1e-07,1e-08,1e-08
"AMAZONAS, CHACHAPOYAS, CHACHAPOYAS",14.162137924535285,986.8041116586058,0.645469433954435,0.9711825769606042,0.41674853411407986,-126.84520567149556,0.8291400326659012,1e-07,1.0,0.6947953007114558,686234.8419274702,0.8230174412524219,7.7266999999994965,1959.604103276666,5.0,1e-07,1e-08,1e-08
"AMAZONAS, CONDORCANQUI, NIEVA",0.8245438880376125,6.876269748732733,0.7382161982166316,0.9431455082715219,0.17653886117121062,-8.725075997195056,0.5735405958259969,1e-07,4.0,0.6994044551854689,73.21991328487819,0.0001271344839300313,0.8045999999994997,20.230587494991653,10.0,1.0,1e-08,1e-08
"AMAZONAS, CONDORCANQUI, RIO SANTIAGO",0.14602528302867926,1.1088159305956404,-0.019593613933236567,0.20077980171005816,0.0007396449704142005,0.2638426308361368,0.3561701620139279,5.0,1.0,0.9885490910147502,2.194881174281997,0.003959211151333689,0.3869669999995,14.974345908861306,5.0,1.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, BAGUA GRANDE",29.71528524820022,8183.274848987012,0.8414413123941507,0.839046233071905,0.05656618906581363,-292.8449694828719,0.36425427043928205,1e-07,4.0,0.6990851015111819,123045983.92539924,1141.69968664645,29.401299999999505,102528.27257479378,15.0,5.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, CAJARURO",4.3768439622717965,150.9476025334268,0.36920895643771007,0.5777541923293682,0.0030956243214825827,12.410645085121622,0.31937767730957356,1e-07,4.0,0.8545113242789653,31579.075328407907,8.717494362913548,4.4179999999995,1951.8723999995582,10.0,4.0,1e-08,1e-08
