Dep-Prov-Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
"AMAZONAS, CONDORCANQUI, RIO SANTIAGO",2.1006894146981505,84.7596325737242,0.3725973445506874,0.5177788042571115,0.11450545655836272,22.93848209739268,0.6687996988893696,3.0,6.0,0.882113162255528,21936.484816315027,0.7659287870722161,3.4186086262885995,1117.2878426182,10.0,4.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, BAGUA GRANDE",4.4309359520899,116.0463317663211,0.7153930684742419,0.8963289660788267,0.2933105170017669,69.53153789597411,0.5553133257043683,3.0,2.0,0.6550831637182891,7944.549187852483,0.07626497909106517,3.524588643403881,872.0569493296218,15.0,11.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, CAJARURO",0.9656218848955392,12.366789711868538,0.7146961206652432,0.7578816340820435,0.030897028244121057,8.413613963137392,0.20113988083821077,1e-07,6.0,0.7595517785349711,427.3124287184919,0.007416476483767452,1.2197246907121677,153.83313252529268,15.0,4.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, CUMBA",0.21188011823891642,2.3344455940363926,-0.0003628447024673513,0.48635911856350444,0.055555555555555684,-0.38283101843561124,0.6700482623529179,1e-07,1.0,0.98854909101475,9.728807569487518,0.0015143132736953609,0.56148231330663,31.526238815616555,5.0,1e-07,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, EL MILAGRO",3.674217893122268,71.22786616895029,0.7242125926130314,0.8729145128672156,0.011043412183545178,-1.8918364716897729,0.3765122902821114,1e-07,5.0,0.6584287548462333,2177.138566269766,0.042259776944587574,1.5590894917363265,243.07600432426347,10.0,1.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, JAMALCA",3.6411384929867867,91.04441322273023,0.8163650803872102,0.8105694069262857,0.2599326157346347,-43.53389753403776,0.5965037962653191,3.0,1.0,0.6526473090149807,8206.488084543795,0.3320685037863732,1.8091906886980889,339.43995017036207,5.0,1.0,1e-08,1e-08
"AMAZONAS, UTCUBAMBA, YAMON",0.6494982626019564,21.936095641718715,-0.00036284470246736284,0.48635911856350433,0.055555555555555296,-1.1735319170985075,0.6700482623529178,1e-07,1.0,0.9885490910147502,859.0348078172439,0.1337109201464578,1.7211703958686888,296.2427531614788,5.0,1e-07,1e-08,1e-08
"ANCASH, CASMA, BUENA VISTA ALTA",3.513579986657641,212.56967567929294,0.4989042221688967,0.84434398772018,0.15667318162779187,16.962227871224883,0.6285403259928567,3.0,6.0,0.8963888217711199,75068.5621617058,2.185998378341994,4.655493482308623,1083.680978191136,5.0,1.0,1e-08,1e-08
"ANCASH, CASMA, CASMA",0.6196362735161305,3.147748087217601,0.6347953438825578,0.8849936526834364,0.25858578025891255,6.45028691266216,0.7568977873657461,6.0,2.0,0.7582536898352884,11.773236769881033,0.00037585938772005244,0.44782803403443056,20.054994806714312,5.0,1.0,1e-08,1e-08
"ANCASH, SANTA, CHIMBOTE",0.025735206210993806,0.011038373456686288,0.3022875670637644,0.3145192555026287,0.03787093002869233,-0.10857969869152649,0.3556556615247878,1.0,3.0,0.8873526649497004,0.0001262324167581241,2.473836306134944e-08,0.022808762213592175,0.06881170811815257,10.0,3.0,1e-08,1e-08
"ANCASH, SANTA, NUEVO CHIMBOTE",0.012418337025595524,0.00801918490011132,-0.01959361393323655,0.3672034454712545,0.047337278106508854,-0.10844938697268393,0.6804753437145465,2.0,1e-07,0.98854909101475,0.00011480281946904583,2.6992894365199785e-08,0.03290859309132814,0.10829754992506098,5.0,1.0,1e-08,1e-08
"AREQUIPA, CARAVELI, BELLA UNION",0.1937954450416713,1.9529470747812236,-0.0003628447024673463,0.4863591185635051,0.05555555555555555,0.350155117005837,0.670048262352918,4.0,1e-07,0.98854909101475,7.580703403815346,0.0010598128073957941,0.5135579293339289,26.374174678175276,5.0,1.0,1e-08,1e-08
"AYACUCHO, CANGALLO, CANGALLO",0.2847558787949279,4.216467346133998,-0.0003628447024673588,0.48635911856350444,0.055555555555555726,-0.5145050134575754,0.6700482623529177,1e-07,1.0,0.9885490910147499,31.73873274524331,0.004940213273117842,0.7546030787800605,56.94258065043475,5.0,1e-07,1e-08,1e-08
"AYACUCHO, HUAMANGA, AYACUCHO",0.06374155266016891,0.06771642557090445,0.6655345911949686,0.847405727316668,0.16025641025640985,-0.3375122258127332,0.6428489686283991,2.0,3.0,0.8139622835109328,0.0068933686551291866,5.692144974567773e-08,0.05630503817431588,0.42270097650815575,5.0,1e-07,1e-08,1e-08
"AYACUCHO, HUAMANGA, JESUS NAZARENO",0.10867368120035323,0.6141183871400516,-0.000362844702467346,0.4863591185635051,0.05555555555555555,0.19635469526357732,0.6700482623529177,4.0,1e-07,0.98854909101475,0.7496054897931393,0.00010479786060184419,0.28798525515443607,8.293550718636563,5.0,1.0,1e-08,1e-08
"AYACUCHO, HUAMANGA, SAN JUAN BAUTISTA",0.038844470246984,0.07846242913558066,-0.0003628447024673402,0.4863591185635049,0.055555555555555566,0.07018529263491217,0.6700482623529177,4.0,1e-07,0.98854909101475,0.01223635465598146,1.7106915663946723e-06,0.1029378461280076,1.059620016547337,5.0,1.0,1e-08,1e-08
"AYACUCHO, HUANTA, CANAYRE",68.3846701513454,27795.692569861894,0.7493108391496409,0.8886302641627875,0.33000817097176405,872.0305418491456,0.44955104327467477,5.0,1.0,0.7010733444008642,346289637.20029837,15195.044078570207,41.23711340206182,86894.73829233632,10.0,2.0,1e-08,1e-08
"AYACUCHO, HUANTA, HUANTA",0.04852736434792476,0.122455064658456,-0.0003628447024673451,0.486359118563505,0.05555555555555554,0.08768062084717197,0.6700482623529178,4.0,1e-07,0.98854909101475,0.029804515136833548,4.166791018936352e-06,0.12859751549550064,1.6537320991615523,5.0,1.0,1e-08,1e-08
"AYACUCHO, HUANTA, LLOCHEGUA",31.328793327636806,10149.800836134715,0.7686900005280357,0.9534500564713001,0.21927928392943763,463.92154386306527,0.638323582087108,1.0,2.0,0.7682252509903872,177839675.30584538,90.39454636089627,35.00746825989552,48301.9399627758,15.0,3.0,1e-08,1e-08
"AYACUCHO, HUANTA, SANTILLANA",0.404891084308136,8.52471308749423,-0.00036284470246732495,0.48635911856350444,0.05555555555555545,-0.731568716560207,0.6700482623529178,1e-07,1.0,0.98854909101475,129.73335272951144,0.02019332139896059,1.072961373390059,115.12461087870795,5.0,1e-07,1e-08,1e-08
"AYACUCHO, HUANTA, SIVIA",25.86305758860939,4186.781651564136,0.7113140933904928,0.8903162791739366,0.3360026649026266,327.7630870792907,0.4864470641317752,1.0,4.0,0.7486909190203194,17881958.747794475,166.57984651240739,18.25340014316393,19287.504139746572,10.0,2.0,1e-08,1e-08
"AYACUCHO, LA MAR, ANCHIHUAY",23.348842000454866,4428.786036466858,0.7317579255931385,0.9622276051358829,0.29562583561091793,193.97909527347494,0.6409814823534126,6.0,4.0,0.7050151043840247,23156953.863964736,65.9190171800544,14.558689717924885,10790.960872969601,5.0,1.0,1e-08,1e-08
"AYACUCHO, LA MAR, ANCO",4.112731202366938,374.83553059278216,0.546806986694857,0.5214581316055726,0.044969624594305826,55.88248950301183,0.3765267622970897,6.0,3.0,0.8862377345544439,548704.1299658644,45.69452892770522,10.14105282566559,9377.50833297068,15.0,3.0,1e-08,1e-08
"AYACUCHO, LA MAR, AYNA",34.678454096409354,11030.671751216998,0.8331913889067691,0.8873674467884105,0.026602865327951395,235.09379721090613,0.2708250903770836,4.0,5.0,0.6361449725517134,175086198.13091403,856.1401444129243,27.971341642947777,73038.0709873381,15.0,3.0,1e-08,1e-08
"AYACUCHO, LA MAR, CHUNGUI",0.2873579733314971,4.293879451234789,-0.00036284470246735395,0.4863591185635051,0.055555555555555566,0.5192065518077841,0.6700482623529177,4.0,1e-07,0.98854909101475,36.64614135315054,0.00512327786471088,0.7614986293019672,57.9880162428775,5.0,1.0,1e-08,1e-08
"AYACUCHO, LA MAR, SAMUGARI",37.469934194701516,16361.204545112287,0.6559165902999479,0.9591671000193913,0.19251314216302778,411.44054102149113,0.7962157831223236,6.0,1e-07,0.7886696230610827,537497764.5646647,258.35421610178355,45.28153300958081,67127.01096001477,10.0,2.0,1e-08,1e-08
"AYACUCHO, LA MAR, SANTA ROSA",43.421299344511915,10677.51995848363,0.7807104468461838,0.8104844306421298,0.013827102111564927,170.39611392995198,0.23533659152162134,4.0,5.0,0.6971374951009314,175346943.16967097,3603.602306417151,34.44475062000501,120328.31951726835,15.0,4.0,1e-08,1e-08
"AYACUCHO, LUCANAS, LUCANAS",0.47383034979137645,11.674790419444934,-0.000362844702467339,0.48635911856350433,0.055555555555555476,-0.8561301404246099,0.6700482623529177,1e-07,1.0,0.98854909101475,243.32699109323593,0.03787445581886981,1.255650426920646,157.66579946259986,5.0,1e-07,1e-08,1e-08
"AYACUCHO, PAUCAR DEL SARA SARA, SAN JAVIER DE ALPABAMBA",3.405762550244809,603.1593645262592,-0.000362844702467332,0.4863591185635051,0.05555555555555553,6.1536285544620215,0.6700482623529177,4.0,1e-07,0.98854909101475,723090.5854489245,101.09097039469933,9.025270758122245,8145.551225741648,5.0,1.0,1e-08,1e-08
"AYACUCHO, SUCRE, SAN PEDRO DE LARCAY",1.8811490058225617,184.0135222676186,-0.00036284470246733124,0.486359118563505,0.055555555555555566,3.3989134787355995,0.6700482623529178,4.0,1e-07,0.9885490910147499,67302.00986902574,9.409091508153807,4.985044865403288,2485.0672310083687,5.0,1.0,1e-08,1e-08
"CAJAMARCA, CAJAMARCA, MAGDALENA",0.19385517856012355,1.9541511730364145,-0.0003628447024673361,0.4863591185635051,0.055555555555555566,0.35026304522437385,0.6700482623529178,4.0,1e-07,0.98854909101475,7.590054118729207,0.001061120074927066,0.5137162231578274,26.390435793554275,5.0,1.0,1e-08,1e-08
"CAJAMARCA, CHOTA, CHOTA",0.038400172042582024,0.07667780703085854,-0.00036284470246732,0.4863591185635049,0.055555555555555566,0.06938252201394927,0.6700482623529176,4.0,1e-07,0.9885490910147499,0.011686054959427747,1.6337574568211321e-06,0.10176045588634237,1.0355190382196233,5.0,1.0,1e-08,1e-08
"CAJAMARCA, CHOTA, HUAMBOS",0.19674582407969543,2.0128638030209043,-0.00036284470246732397,0.4863591185635049,0.05555555555555555,0.3554859456901855,0.6700482623529177,4.0,1e-07,0.98854909101475,8.052993292112763,0.001125840832205367,0.5213764337846929,27.183338570604423,5.0,1.0,1e-08,1e-08
"CAJAMARCA, CUTERVO, CALLAYUC",0.18124807424902167,1.7082449495984176,-0.00036284470246736414,0.48635911856350444,0.055555555555555636,-0.3274841709095682,0.6700482623529178,1e-07,1.0,0.98854909101475,5.209456195176597,0.0008108649090595614,0.4803073967334089,23.0695195356825,5.0,1e-07,1e-08,1e-08
"CAJAMARCA, CUTERVO, CUTERVO",0.03524145862559026,0.0645819410784268,-0.0003628447024673394,0.486359118563505,0.05555555555555555,0.0636752688536188,0.6700482623529178,4.0,1e-07,0.98854909101475,0.008289927745255376,1.1589652211410259e-06,0.0933898653313142,0.8721666946601002,5.0,1.0,1e-08,1e-08
"CAJAMARCA, CUTERVO, QUEROCOTILLO",0.11010693586591477,0.6304239408260871,-0.00036284470246734403,0.48635911856350433,0.055555555555555254,-0.19894434052090992,0.6700482623529178,1e-07,1.0,0.98854909101475,0.709508323376003,0.0001104367482049212,0.29178338001817417,8.513754085483024,5.0,1e-07,1e-08,1e-08
"CAJAMARCA, CUTERVO, SANTO TOMAS",0.23418052040576373,2.8517068389071976,-0.0003628447024673199,0.486359118563505,0.05555555555555555,0.4231240187624924,0.6700482623529178,4.0,1e-07,0.98854909101475,16.163608076746254,0.0022597373806816008,0.6205783790487739,38.51175245428037,5.0,1.0,1e-08,1e-08
"CAJAMARCA, HUALGAYOC, HUALGAYOC",0.11006197590843984,0.629909204010775,-0.0003628447024673224,0.486359118563505,0.055555555555555566,0.19886310559215448,0.6700482623529178,4.0,1e-07,0.9885490910147499,0.7886502865727572,0.00011025648013685708,0.29166423613086556,8.506802663780132,5.0,1.0,1e-08,1e-08
"CAJAMARCA, JAEN, BELLAVISTA",0.7388985962706132,6.899948889235074,0.3144018323658103,0.46047763969968136,0.01278661157007948,3.353077176036571,0.37244367593794847,1e-07,1.0,0.8529582912769019,45.118182648369284,0.0029412991147264693,0.6454527851282694,55.54790637731173,15.0,7.0,1e-08,1e-08
"CAJAMARCA, JAEN, COLASAY",0.9370244600961262,23.320074118520907,0.4631450329620074,0.718718159896127,0.1054474307486321,-3.0192589843336743,0.6578925348542244,1e-07,2.0,0.9126125114564958,899.9475739196324,0.032696696938809264,1.4898688915370415,221.97093139696557,5.0,1e-07,1e-08,1e-08
"CAJAMARCA, JAEN, HUABAL",0.26511064393705347,3.6547499832176924,-0.00036284470246735455,0.48635911856350444,0.05555555555555576,-0.4790094448742065,0.6700482623529178,1e-07,1.0,0.9885490910147502,23.845555563551226,0.0037116204684504886,0.7025432064066932,49.356695686819876,5.0,1e-07,1e-08,1e-08
"CAJAMARCA, JAEN, JAEN",3.933028029815917,49.53486720429758,0.8968045206999513,0.9125072534394381,0.09053108737443402,29.000976250108927,0.2432489408829832,2.0,1.0,0.5363989334775305,1072.830179066379,0.006185940871088238,1.8252676236983802,91.4536019339545,15.0,13.0,1e-08,1e-08
"CAJAMARCA, JAEN, PUCARA",1.1861496479160838,23.859824323231106,0.14279268317576807,0.3425643515578318,0.03387323711931619,11.03098179059031,0.32451300413660134,1.0,2.0,0.912920388251947,857.8602181986618,0.1924424817622021,2.066685037199831,427.1187042985665,15.0,6.0,1e-08,1e-08
"CAJAMARCA, JAEN, SANTA ROSA",0.3263217663242689,5.537266548864115,-0.0003628447024673286,0.48635911856350456,0.05555555555555554,-0.5896074401885476,0.6700482623529178,1e-07,1.0,0.9885490910147499,54.7372480546735,0.008519989803757023,0.8647526807328111,74.77971988345817,5.0,1e-07,1e-08,1e-08
"CAJAMARCA, SAN IGNACIO, HUARANGO",0.36291449372538154,1.6134098894214646,0.7280515979976897,0.7402857718241103,0.11939647653933387,-4.0436326892706,0.5243725249362019,6.0,5.0,0.7487617994314696,3.549394604380881,0.000214887114082565,0.24043085208644122,7.707599284668201,5.0,1.0,1e-08,1e-08
"CAJAMARCA, SAN IGNACIO, LA COIPA",0.0895615157847289,0.4171057856090853,-0.0003628447024673492,0.48635911856350444,0.055555555555555504,-0.16182229169625348,0.6700482623529178,1e-07,1.0,0.9885490910147499,0.31058789658421254,4.834378428058187e-05,0.2373380168030316,5.632933421999611,5.0,1e-07,1e-08,1e-08
"CAJAMARCA, SAN IGNACIO, SAN IGNACIO",0.05136882333226454,0.13732069140194492,-0.00952555106324346,0.3184042742825006,0.01466173939953936,0.05819182795362223,0.4989623259238777,4.0,6.0,0.8183518373452854,0.03600596372848759,7.298797530773367e-06,0.13986405214081865,1.956195308124964,10.0,2.0,1e-08,1e-08
"CAJAMARCA, SAN IGNACIO, SAN JOSE DE LOURDES",0.2568229291609251,3.4298168807583957,-0.00036284470246735547,0.48635911856350456,0.055555555555555636,-0.46403496631165836,0.6700482623529178,1e-07,1.0,0.98854909101475,21.00070946571691,0.0032688130455673214,0.680580762249953,46.319017394472816,5.0,1e-07,1e-08,1e-08
"CALLAO, CALLAO, VENTANILLA",0.018610540759167037,0.006537398284226225,-0.05397975759051926,0.3697380683367649,0.06543272768407352,-0.19054763857265,0.34277612901846566,1e-07,5.0,0.9154390475310495,6.624797418778302e-05,4.1428686003660386e-08,0.02465896649289633,0.060806462849778364,5.0,3.0,1e-08,1e-08
"CUSCO, CALCA, YANATILE",0.2758871842224422,3.957914397458854,-0.00036284470246734934,0.48635911856350444,0.0555555555555557,-0.4984808040897532,0.6700482623529178,1e-07,1.0,0.9885490910147499,27.965648430958584,0.004352923246145497,0.7311010381629732,53.450872800297844,5.0,1e-07,1e-08,1e-08
"CUSCO, CUSCO, CUSCO",0.01549841428955429,0.012490443949396003,-0.01959361393323657,0.2566413902009652,0.026627218934911243,0.16801785195442678,0.36129524594331375,6.0,1e-07,0.98854909101475,0.00031008753367353225,3.9330677812860843e-07,0.041070797840818865,0.16868104352814117,5.0,1.0,1e-08,1e-08
"CUSCO, LA CONVENCION, ECHARATE",4.079481797995565,117.94947297000735,0.7723829181214598,0.977464656696734,0.3005113205614095,49.55758894134017,0.7342541218899578,2.0,6.0,0.7006831498874491,11163.640583823648,0.00403210521455743,3.1404714401827576,191.1084458581227,10.0,2.0,1e-08,1e-08
"CUSCO, LA CONVENCION, HUAYOPATA",0.3975542462867158,8.218567694097676,-0.00036284470246733443,0.486359118563505,0.05555555555555555,0.7183123091383334,0.6700482623529178,4.0,1e-07,0.98854909101475,134.2520204757748,0.018768972104538276,1.053518752633297,110.99017621500178,5.0,1.0,1e-08,1e-08
"CUSCO, LA CONVENCION, KIMBIRI",13.554969936036919,1038.9681383241689,0.84345433426135,0.9503349362372774,0.2352134414895118,168.91195849729547,0.612180529452451,6.0,2.0,0.6557961458183638,1004272.5937028823,1.1232909332735872,10.74988598605772,5663.043709516304,15.0,3.0,1e-08,1e-08
"CUSCO, LA CONVENCION, MARANURA",6.141662448827921,717.227774628399,0.610478529699006,0.5536209430506134,0.00018934454615129236,6.915238837423245,0.27947164017527226,1e-07,1.0,0.8664691997948365,771753.8300091475,151.14393987604788,9.76721471593634,11726.063573177036,10.0,2.0,1e-08,1e-08
"CUSCO, LA CONVENCION, MEGANTONI",7.353275545625996,348.80069912849507,0.7066295992464415,0.9645081028121564,0.35487301062980675,62.17665083595023,0.48902880660404235,6.0,1e-07,0.7102127411244898,118571.14101724389,0.5586605999485208,4.615147941130724,339.65396403008947,5.0,1.0,1e-08,1e-08
"CUSCO, LA CONVENCION, PICHARI",36.490231533741174,6711.783398994619,0.7866775445110997,0.9321349936523609,0.38673129760372005,598.4331084803943,0.5657501070504835,1.0,2.0,0.6199496516937885,14130372.5760336,128.74358008201372,18.81733076163144,31735.48985296551,15.0,3.0,1e-08,1e-08
"CUSCO, LA CONVENCION, QUELLOUNO",0.6067181905327252,3.967375042555068,0.6193833884454664,0.9298845198112318,0.23477839457213917,4.33926618281761,0.5667297131140154,1.0,5.0,0.7966239757691933,21.95019293564987,0.00018926680754144116,0.5359344016287406,9.574189428287342,5.0,1.0,1e-08,1e-08
"CUSCO, LA CONVENCION, SANTA ANA",13.920961378778467,834.3484295793934,0.8315243363189262,0.9431769070177366,0.3880212183547016,225.31401123708807,0.6942078283455815,6.0,1e-07,0.6127493690828931,277086.1344297235,0.6950524610658091,7.349823321554766,2457.9322170751702,15.0,2.0,1e-08,1e-08
"CUSCO, LA CONVENCION, SANTA TERESA",0.5690823263043568,8.25829469956519,0.4796522382537921,0.5496754548183793,0.08484162895927606,-7.176217283855578,0.7049001207170827,4.0,1e-07,0.8941543959965705,112.1195409081903,0.008927879014322678,0.7540340823400234,75.80898631071449,5.0,1.0,1e-08,1e-08
"CUSCO, LA CONVENCION, VILLA VIRGEN",1.006289308185912,52.65614493095609,-0.0003628447024673549,0.4863591185635052,0.05555555555555554,1.8181921168914716,0.6700482623529178,4.0,1e-07,0.98854909101475,5510.952626861238,0.7704533291672492,2.666666666666167,711.1111111108445,5.0,1.0,1e-08,1e-08
"CUSCO, PAUCARTAMBO, KOSÑIPATA",0.9745828785376125,27.016868611391814,0.40168042452823177,0.6964054256700472,0.09897502670939427,2.910383064173679,0.6595072463493208,4.0,6.0,0.9345676965947279,1350.5558689095055,0.06975771423193308,1.7217630853989487,271.74291120554886,5.0,1.0,1e-08,1e-08
"CUSCO, QUISPICANCHI, CAMANTI",26.31934675531952,3986.5466871169206,0.729764959169448,0.8326875672847821,0.17528665811886518,287.6426535863071,0.46348857216018513,3.0,1e-07,0.7054242530584527,9554675.691460926,163.09835363714564,16.294227188081436,15065.380474564347,15.0,4.0,1e-08,1e-08
"HUANUCO, HUAMALIES, MONZON",0.7941593007333952,6.828793491678509,0.7157780898208839,0.7298627988216211,0.00025202114922849914,1.0915925204641215,0.3076768624549816,1e-07,1.0,0.7579725160968268,47.94225631256288,0.0036787171590765776,0.8046023253002201,68.7846458245845,10.0,1.0,1e-08,1e-08
"HUANUCO, HUANUCO, AMARILIS",0.08414165416704138,0.11799696607138584,0.6655345911949687,0.8474057273166681,0.1602564102564104,-0.44553098877225095,0.6428489686283991,2.0,3.0,0.8139622835109328,0.02093076662776135,1.7283415995082783e-07,0.07432512783871989,0.7365632837656071,5.0,1e-07,1e-08,1e-08
"HUANUCO, HUANUCO, CHINCHAO",0.16048247452118145,1.3392404805120826,-0.0003628447024673431,0.48635911856350444,0.055555555555555414,-0.28996429524267636,0.6700482623529178,1e-07,1.0,0.98854909101475,3.2019108498193614,0.0004983854461545357,0.4252785574546323,18.086185143069365,5.0,1e-07,1e-08,1e-08
"HUANUCO, HUANUCO, HUANUCO",0.03576944988995802,0.04424443971266965,0.3631034112667908,0.5629254428300422,0.04130905766139616,0.11783785924904705,0.5310580274766394,4.0,6.0,0.9007671189515317,0.004721994305718488,2.3030832250277608e-07,0.06693171626256841,0.5973139522470622,10.0,2.0,1e-08,1e-08
"HUANUCO, HUANUCO, SANTA MARIA DEL VALLE",0.10626823165330265,0.5872327269429213,-0.0003628447024673326,0.48635911856350444,0.05555555555555552,-0.19200846066832447,0.6700482623529177,1e-07,1.0,0.98854909101475,0.6156198319559151,9.58227692779887e-05,0.28161081385475206,7.9304650479935805,5.0,1e-07,1e-08,1e-08
"HUANUCO, LAURICOCHA, JIVIA",0.7878047819848378,32.27309147412594,-0.00036284470246734885,0.486359118563505,0.055555555555555566,1.4234280664598464,0.6700482623529178,4.0,1e-07,0.98854909101475,2070.1875623351093,0.28942054258051964,2.0876826722333206,435.8418939943258,5.0,1.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, CASTILLO GRANDE",11.131165089730757,1164.8286045340433,0.8642014062707175,0.8658385139900879,0.021525752568886176,81.94113231435317,0.3357919280635875,1.0,2.0,0.6769899032895047,1997336.6454467166,19.206512163076088,11.346774897442124,8888.018777244117,15.0,3.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, DANIEL ALOMIA ROBLES",2.799810732803146,58.63527224319512,0.7407930582180505,0.9640383555105642,0.31551373463135113,-23.776254681852997,0.5993552687190584,3.0,2.0,0.693727421199608,3627.699781484988,0.011009212113261417,1.4838996883805717,73.39860950581519,5.0,1e-07,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, HERMILIO VALDIZAN",1.0202640121522548,26.680994974123493,0.7566352229732178,0.671582381367476,4.691360484327831e-05,0.40881188923252815,0.36763166412773607,5.0,1.0,0.791409456157924,1181.3111741851328,0.04973443078599275,1.406865503657356,263.90273938414,10.0,1.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, JOSE CRESPO Y CASTILLO",1.2125269622853316,24.521657028382535,0.8905793737970154,0.9261553859203484,0.13977420046039676,19.165911325386837,0.6086344957516152,1.0,2.0,0.7046835721755261,1615.3792441654036,0.0026850655299841303,1.9564250778118604,150.78420638245552,15.0,2.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, LUYANDO",10.119771550997104,866.8107498065995,0.792686611082587,0.843304034553499,0.0024434558452696583,16.81657298299502,0.3581209864394139,4.0,1e-07,0.6840612793686333,669826.5034779432,12.277866232144234,7.096392667060421,5735.306511915107,10.0,3.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, MARIANO DAMASO BERAUN",2.3219400354267874,80.56319100212951,0.8366091692783354,0.8079359631917032,0.022589505984823132,18.36189227926383,0.2152542441767903,1e-07,6.0,0.7213249974785707,14762.221081655753,0.15176527938332554,3.0076997112603276,1001.1191692114159,15.0,3.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, PUEBLO NUEVO",0.914024117854844,39.46160010165568,0.27710038165134454,0.6140736065577174,0.041700035771573704,2.6523641974615098,0.6270972952431659,4.0,6.0,0.9415946435779093,6096.891604785057,0.1103666732502864,2.992220227408237,795.8561679387554,10.0,2.0,1e-08,1e-08
"HUANUCO, LEONCIO PRADO, RUPA-RUPA",22.634282611022176,5871.032369432469,0.8896903568757526,0.903147656360855,0.04291184366184839,216.49339575213344,0.22908019714699668,6.0,3.0,0.6200015513100753,51380881.742290474,212.05457214461404,24.42135957718193,19999.66630317627,15.0,2.0,1e-08,1e-08
