,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
308,"PIURA, TALARA, LA BREA",0,4,0
309,"PIURA, TALARA, LOBITOS",0,4,1
310,"PIURA, TALARA, LOS ORGANOS",0,4,0
311,"PIURA, TALARA, MANCORA",0,4,0
312,"PIURA, TALARA, PARIÑAS",0,4,0
313,"SAN MARTIN, BELLAVISTA, ALTO BIAVO",0,4,1
314,"SAN MARTIN, BELLAVISTA, BAJO BIAVO",0,4,1
315,"SAN MARTIN, BELLAVISTA, BELLAVISTA",0,4,0
316,"SAN MARTIN, BELLAVISTA, HUALLAGA",0,4,0
317,"SAN MARTIN, EL DORADO, SAN JOSE DE SISA",0,4,0
318,"SAN MARTIN, HUALLAGA, ALTO SAPOSOA",0,4,0
319,"SAN MARTIN, HUALLAGA, EL ESLABON",0,4,0
320,"SAN MARTIN, HUALLAGA, PISCOYACU",0,4,0
321,"SAN MARTIN, HUALLAGA, SACANCHE",0,4,0
322,"SAN MARTIN, HUALLAGA, SAPOSOA",0,4,0
323,"SAN MARTIN, HUALLAGA, TINGO DE SAPOSOA",0,4,0
324,"SAN MARTIN, LAMAS, ALONSO DE ALVARADO",0,4,1
325,"SAN MARTIN, LAMAS, BARRANQUITA",0,4,0
326,"SAN MARTIN, LAMAS, CAYNARACHI",0,4,0
327,"SAN MARTIN, LAMAS, LAMAS",0,4,0
328,"SAN MARTIN, LAMAS, PINTO RECODO",0,4,0
329,"SAN MARTIN, LAMAS, RUMISAPA",0,4,0
330,"SAN MARTIN, LAMAS, SAN ROQUE DE CUMBAZA",0,4,0
331,"SAN MARTIN, LAMAS, SHANAO",0,4,0
332,"SAN MARTIN, LAMAS, TABALOSOS",0,4,1
333,"SAN MARTIN, MARISCAL CACERES, CAMPANILLA",0,4,0
334,"SAN MARTIN, MARISCAL CACERES, HUICUNGO",0,4,0
335,"SAN MARTIN, MARISCAL CACERES, JUANJUI",0,4,0
336,"SAN MARTIN, MARISCAL CACERES, PACHIZA",0,4,0
337,"SAN MARTIN, MARISCAL CACERES, PAJARILLO",0,4,0
338,"SAN MARTIN, MOYOBAMBA, CALZADA",0,4,0
339,"SAN MARTIN, MOYOBAMBA, JEPELACIO",0,4,0
