anio;semana;distrito_notif;tmax;tmin;tmed;td;pres_est;pres_nm;prcp;hr;helio;nub;vmax_d;vmax_f;vmed;id_estacion;casos
2010;18;SAN ROQUE;25.275;15.8;19.8;15.62857143;1006.871429;1016.475;0.8;79.03571429;6.414285714;4.5;17.07142857;4.946071429;3.106785714;86218;28
2010;18;SANTA RITA;23.5;19.2;20;18.8;983.5;1012.4;9.7;93;2.5;7;23;7.72;4.25;86246;1
2010;18;SANTA ROSA DEL AGUARAY;22.6;16.8;19.8;18.3;1007.4;1016.7;1.3;91;0;8;18;3.09;1.42;86185;1
2010;18;SANTISIMA TRINIDAD;26.80714286;15.6;20.19285714;15.425;1006.582143;1016.178571;2.085714286;76.71428571;7.057142857;3.571428571;19;4.321071429;2.581428571;86218;28
2010;18;VILLA ELISA;26.54;15.36;20.25;16.3;1006.08;1015.69;3.84;80.3;6.45;4.7;16.8;4.377;2.483;86218;10
2010;18;VILLA HAYES;23;17.8;19.7;17;1007.5;1017.2;0.8;85;0;8;14;4.12;1.93;86218;1
2010;18;VILLARRICA;26.57142857;14.85714286;19.78571429;15.68571429;996.0571429;1014.785714;0.8;79.14285714;6.757142857;3.428571429;21.28571429;2.282857143;1.547142857;86233;7
2010;18;VILLETA;29;13.8;19.5;15;1006.2;1015.8;0;79;10.4;2;33;2.06;0.51;86218;1
2010;18;YBY YAU;26.33333333;18.2;21.46666667;19;952.1333333;1014.266667;7.4;87;3.366666667;5.666666667;18.66666667;5.15;2.273333333;86097;3
2010;18;YGATIMI;26.53;17.36363636;21.44545455;17.77272727;994.6909091;1017.072727;0.454545455;80.72727273;0;3.909090909;0;0;0;86192;11
2010;18;YPACARAI;23.4;14.6;19.6;17.3;1004.9;1018.3;0;87;0;8;0;0;0;86221;2
2010;18;YPANE;29;13.8;19.5;15;1006.2;1015.8;0;79;10.4;2;33;2.06;0.51;86218;1
2010;19;ALTOS;20;8.2;14;8.4;1015.2;1025.1;0;72;10.3;1;17;7.72;3.73;86218;1
2010;19;BELLA VISTA;21.8;13.55;16.375;13.675;952.4;1015.8;0.075;86;6.625;3.5;19.75;6.305;4.31;86294;4
2010;19;CAACUPE;27.2;12;17.9;14.6;1001.3;1014.8;0;84;8.1;0;0;0;0;86221;1
2010;19;CAAGUAZU;24;19.5;19;18.4;969;??;9;97;0;8;25;5.15;2.83;86234;1
2010;19;CAPIATA;26.425;19.1;21.225;18.35;1001.975;1011.525;11.425;84.5;1.725;6;23.5;10.6825;5.3425;86218;4
2010;19;CARAPEGUA;27.2;12;17.9;14.6;1001.3;1014.8;0;84;8.1;0;0;0;0;86221;1
2010;19;COLONIA INDEPENDENCIA;21.8;15;16.5;13.1;1004.6;1021.5;0;82;7.5;5;18;8.24;4.89;86268;1
2010;19;CONCEPCION;26.79655172;15.92758621;20.79137931;17.13965517;1005.1;1014.47931;10.25862069;81.51724138;6.546551724;3.413793103;17.18965517;5.344482759;3.278103448;86134;58
2010;19;CORONEL OVIEDO;25.77777778;17.26666667;19.33333333;17.55555556;968.3333333;??;7.333333333;90.44444444;5.422222222;5.777777778;19;3.436666667;2.247777778;86234;9
2010;19;ENCARNACION;21.3;11;16.83333333;14.56666667;1004.033333;1014.9;8.333333333;87.33333333;??;4.333333333;10.66666667;2.92;1.803333333;86297;3
2010;19;ESCOBAR;23.2;15;19;17.8;1001.3;1014.8;3.6;93;0;8;18;4.12;1.29;86221;1
2010;19;FERNANDO DE LA MORA;23.6826087;15.19130435;18.23478261;14.40434783;1007.521739;1017.230435;3.117391304;80.2173913;6.782608696;4.173913043;18.13043478;8.727391304;5.194347826;86218;23
2010;19;GUARAMBARE;25.06666667;18.8;20.33333333;18.03333333;1003.133333;1012.766667;6.633333333;87.66666667;0;6.666666667;23;11.32666667;6.136666667;86218;3
2010;19;HERNANDARIAS;24.62;17.09333333;19.75333333;17.67333333;984.2;1013.22;2.726666667;89.2;4.086666667;4.866666667;15.13333333;5.664;2.949333333;86246;15
2010;19;HORQUETA;29.3;16.06666667;22.53333333;18.26666667;1002.7;1012;15.86666667;79;7.266666667;3;12.33333333;5.663333333;3.09;86134;3
2010;19;ITA;23.2;15;19;17.8;1001.3;1014.8;3.6;93;0;8;18;4.12;1.29;86221;1
2010;19;ITAKYRY;26.2;18.4;20.9;19.2;984;1013.1;1.1;91;1.3;6;7;7.21;3.34;86246;1
2010;19;JUAN LEON MALLORQUIN;24.5;15.6;19.3;16;984;1012.9;0;83;7.5;2;12;2.58;1.16;86246;1
2010;19;LA CATEDRAL;25.3125;13.875;18.7375;14.75;1004.2875;1013.9125;3.2375;80;8.7125;2;10.375;6.11375;2.895;86218;8
2010;19;LA ENCARNACION;24.01875;14.79375;18.49375;14.5875;1007.59375;1017.28125;4.24375;79.6875;6.56875;4.4375;16.8125;8.13875;5.245625;86218;16
2010;19;LAMBARE;24.52307692;17.43076923;19.44615385;16.59230769;1004.538462;1014.207692;4.592307692;85.15384615;3.215384615;5.384615385;21.38461538;10.21692308;5.338461538;86218;13
2010;19;LORETO;27.22;14.08;20.02;16.26;1003.74;1013.14;0.32;82;8.26;1.8;15.4;3.812;1.672;86134;5
2010;19;LUQUE;24.3;14.00909091;18.45454545;14.50909091;1006.836364;1016.509091;4.718181818;79.72727273;6.472727273;3.727272727;15.27272727;7.628181818;4.399090909;86218;11
2010;19;MARIANO ROQUE ALONSO;25.16923077;15.73076923;18.98461538;15.42307692;1003.507692;1013.146154;2.284615385;82.15384615;8.076923077;2.538461538;13.92307692;7.523846154;3.376923077;86218;13
2010;19;MINGA GUAZU;27.15555556;15.2;20.18888889;17.41111111;984.0666667;1012.877778;5.111111111;85.33333333;7.744444444;3.222222222;16.66666667;3.434444444;2.557777778;86246;9
2010;19;MINGA PORA;26.2;18.4;20.9;19.2;984;1013.1;1.1;91;1.3;6;7;7.21;3.34;86246;1
2010;19;PARAGUARI;23.2;15;19;17.8;1001.3;1014.8;3.6;93;0;8;18;4.12;1.29;86221;2
2010;19;PEDRO JUAN CABALLERO;25.13157895;16.49473684;19.4;16.15263158;951.5065789;1014.228947;14.11184211;83.59210526;6.468421053;4.434210526;22.21052632;7.056973684;4.566842105;86097;76
2010;19;PILAR;25.6;15.4;18.9;13.6;1004;1010.5;7;74;2.8;5;18;1.03;0.52;86255;1
2010;19;PIRAYU;27.2;12;17.9;14.6;1001.3;1014.8;0;84;8.1;0;0;0;0;86221;1
2010;19;RECOLETA;24.85;15.35769231;19.00384615;15.40384615;1004.965385;1014.615385;4.519230769;81.61538462;6.419230769;3.653846154;16.38461538;8.038846154;4.05;86218;26
2010;19;SAN ANTONIO;27.65;14.45;20.75;16.85;1001.95;1011.45;8;80;8.7;3;7.5;4.12;2.445;86218;2
2010;19;SAN JOAQUIN;24.5;17.2;19.7;17;993.9;1016.7;0;85;??;5;23;1.03;0.26;86192;1
2010;19;SAN JUAN BAUTISTA;22.2;14.8;17.85;15.75;1002.85;1013.6;0;87.5;9;0.5;15;2.575;0.9;86260;2
2010;19;SAN LORENZO;26.76363636;14.06363636;19.18181818;16.27272727;1004.990909;1014.372727;8.054545455;85.45454545;7.209090909;2.863636364;15.54545455;2.997272727;1.256363636;86185;22
2010;19;SAN ROQUE;23.72307692;16.73076923;18.83846154;15.41538462;1007.269231;1016.961538;5.046153846;81.76923077;3.438461538;5.769230769;20.76923077;10.45230769;6.812307692;86218;13
2010;19;SANTISIMA TRINIDAD;24.816;15.2;18.904;15.364;1004.84;1014.496;3.272;82.04;6.828;3.48;15.08;7.6604;3.9084;86218;25
2010;19;TEBICUARY;26;13.8;18.7;15.3;992.6;1011.4;0;83;9;3;36;2.06;0.51;86233;2
2010;19;VILLA ELISA;23.74545455;13.87272727;17.97272727;13.99090909;1007.627273;1017.327273;2.363636364;79.54545455;6.863636364;3.636363636;13.54545455;7.627272727;5.007272727;86218;11
2010;19;VILLARRICA;27.3;15.3;20.75;17.15;992.5;1011.15;18.45;81;7;3.5;20.5;2.32;1.025;86233;2
2010;19;YGATIMI;25.2;18.025;21;17.975;992.925;1015.475;10.5;83.5;??;4.25;7;0.9025;0.225;86192;8
2010;19;YPANE;25.8;12.5;18.4;14.3;1002.6;1012.2;0;80;10.5;0;2;4.12;1.67;86218;1
2010;19;YUTY;23.2;18;19.1;16.3;998.2;1014.9;0;86;7.1;6;25;4.12;2.06;86268;1
2010;20;BELEN;21.5;10;15.1;9.8;1013;1022.6;0;74;9;5;18;7.72;4.51;86134;1
2010;20;CAACUPE;22;9.8;14.7;11.6;1006.6;1020.3;0;84;6.7;5;18;2.06;0.51;86221;2
2010;20;CAAGUAZU;21.5;9.4;13.8;11.8;975;??;0;89;6.8;5;24;2.58;1.42;86234;1
2010;20;CAAZAPA;19.6;8.6;12.1;9.6;1006.1;1023.3;0;86;4;7;18;2.06;0.77;86268;1
2010;20;CAPIATA;26;12;19;12.7;1003.2;1012.8;0;70;7.6;4;2;8.75;4.38;86218;2
2010;20;CONCEPCION;23.61111111;12.51111111;16.75555556;12.34444444;1007.872222;1017.377778;0.138888889;78.55555556;6.477777778;4.277777778;16.61111111;5.950555556;3.447777778;86134;18
2010;20;CORONEL OVIEDO;20.6;9;13.4;11;977.5;??;0;87;9.8;1;24;5.15;2.83;86234;1
2010;20;CURUGUATY;22.2;10;15;10.3;997;1020.1;0;76;??;1;0;0;0;86192;1
2010;20;EMBOSCADA;21;10.4;14.3;11.4;1009.5;1019.3;0;85;7.9;4;18;3.09;1.93;86218;1
2010;20;ENCARNACION;19.5;9;13;9.6;1010.8;1021.8;0;82;??;2;18;2.58;1.42;86297;1
2010;20;EUSEBIO AYALA;18.4;8.5;12.8;10.5;1009.5;1023.4;0;87;3.5;2;18;2.06;0.51;86221;1
2010;20;FERNANDO DE LA MORA;23.4;12.81428571;17.37142857;11.82857143;1007.335714;1017.078571;3.542857143;72.35714286;7.264285714;3.714285714;13.28571429;6.29;3.705714286;86218;14
2010;20;HERNANDARIAS;20.3;11.8;15.65;13.45;987.35;1016.6;0.15;87;1.35;4.5;15;6.175;4.825;86246;2
2010;20;HORQUETA;21.32;9.62;14.48;9.2;1012.06;1021.64;0;73.8;9.68;2.6;19;6.59;4.276;86134;5
2010;20;ITACURUBI DE LA CORDILLERA;18.4;8.5;12.8;10.5;1009.5;1023.4;0;87;3.5;2;18;2.06;0.51;86221;1
2010;20;ITAUGUA;26;12;19;12.7;1003.2;1012.8;0;70;7.6;4;2;8.75;4.38;86218;1
2010;20;LA CATEDRAL;21.64;12.5;16.14;13.74;1008.04;1017.84;14.08;87;5.5;5.2;25.6;4.74;2.47;86218;5
2010;20;LA ENCARNACION;23.86666667;12.28333333;17.06666667;12.45;1006.783333;1016.516667;1.2;76.66666667;7.766666667;4;19.33333333;4.465;2.21;86218;6
2010;20;LAMBARE;20.55;9.3;14.25;9.85;1011.525;1021.35;0;77.25;8.575;2.5;19;5.4075;3.315;86218;4
2010;20;LIMPIO;22.6;15;17.8;13.16666667;1006.833333;1016.6;12.93333333;76.66666667;5;5;13.66666667;6.18;3.946666667;86218;3
2010;20;LUQUE;23.06666667;10.85333333;16.17333333;11.68;1008.226667;1017.986667;0.24;77.33333333;8.393333333;3.533333333;18.66666667;5.116;2.72;86218;15
2010;20;MARIANO ROQUE ALONSO;20.91428571;10.35714286;14.9;11.21428571;1010.285714;1020.1;5.028571429;80.71428571;7.471428571;3.428571429;21.42857143;5.224285714;3.015714286;86218;7
2010;20;MINGA GUAZU;20.4;9.4;14.2;11;991.7;1021.1;0;82;7.5;3;19;5.15;3.86;86246;1
2010;20;PEDRO JUAN CABALLERO;21.95384615;10.04615385;15.13846154;10.23846154;953.3846154;1017.6;0;75.76923077;8.023076923;4.615384615;14;5.861538462;3.703846154;86097;13
2010;20;RECOLETA;23.86666667;12.08888889;16.96666667;12.36666667;1007.077778;1016.822222;0.8;76.88888889;8.055555556;4;18.77777778;4.578888889;2.387777778;86218;9
2010;20;SAN ANTONIO;20.6;9.25;14.1;10.45;1010.55;1020.35;0;81;8.2;3;19;4.635;2.64;86218;2
2010;20;SAN JUAN BAUTISTA;19.1;15.4;16.55;15.25;1005.45;1016.15;14.5;92.5;0;8;14;4.635;2.7;86260;2
2010;20;SAN LORENZO;24.65263158;9.578947368;15.46315789;11.97894737;1007.889474;1017.421053;0.268421053;82.84210526;7.663157895;2.842105263;21.84210526;3.687894737;1.680526316;86185;19
2010;20;SAN ROQUE;23;11.96;16.54;13.34;1007.1;1016.86;7.04;83.6;6.9;4.8;21.8;4.636;2.29;86218;5
2010;20;SAN ROQUE GONZALEZ DE SANTACRUZ;21;10.4;14.3;11.4;1009.5;1019.3;0;85;7.9;4;18;3.09;1.93;86218;1
2010;20;SANTISIMA TRINIDAD;22.51428571;11.60714286;16.32142857;11.35;1008.771429;1018.55;2.771428571;75.07142857;7.8;3.5;15;6.032142857;3.667857143;86218;14
2010;20;VILLA ELISA;21.46666667;8.8;14.6;10.66666667;1010.566667;1020.366667;0;79.33333333;8.833333333;2.666666667;25;4.98;2.446666667;86218;3
2010;20;VILLA HAYES;22.5;10.3;15.15;12.2;1009;1018.8;0;84.5;8.7;4;26.5;2.835;1.285;86218;2
2010;20;VILLARRICA;24.4;11.2;16.6;13.4;997.7;1016.7;0;84;8.5;2;36;2.58;0.9;86233;1
2010;20;VILLETA;21;10.4;14.3;11.4;1009.5;1019.3;0;85;7.9;4;18;3.09;1.93;86218;1
2010;20;YPANE;24.7;11.65;17.975;11.775;1005.75;1015.425;0;70;8.05;3.5;6;8.1075;4.4425;86218;4
2010;21;BELLA VISTA;18.3;12.45;14.65;13.275;951.85;1015.95;46.55;92.5;2.85;6.25;17;3.7325;2.22;86294;8
2010;21;CAPITAN MIRANDA;17.2;10;12.9;10.9;??;??;0;89;1.5;7;32;1.54;1.16;86294;1
2010;21;CONCEPCION;23.21764706;11.76470588;16.92941176;13.53529412;1005.352941;1015.141176;6.776470588;83;5.417647059;5.705882353;25.82352941;3.967647059;1.871764706;86134;17
2010;21;CORONEL OVIEDO;25;10.4;15.9;13.4;973.5;??;0;87;8.8;2;2;5.15;1.8;86234;1
2010;21;CORPUS CHRISTI;26.2;14;19.4;16.1;977.1;1011.9;8.9;82;6.6;4;5;4.12;2.32;86210;1
2010;21;ENCARNACION;23.5;13.2;17.8;13.5;999.5;1010.4;29;79;??;8;5;1.03;0.26;86297;1
2010;21;FERNANDO DE LA MORA;24.16;11.32;17.16;14.44;1005.94;1015.72;0;86;7.6;3.2;9.8;3.088;1.31;86218;5
2010;21;HERNANDARIAS;23.36666667;14.6;18.33333333;16.23333333;985.2;1014.233333;24.66666667;88.33333333;3.333333333;5.666666667;6.666666667;5.493333333;2.92;86246;3
2010;21;J A SALDIVAR;23.93333333;14;19.86666667;16.4;1002.733333;1012.366667;24.4;81;3.233333333;6.333333333;19.33333333;8.066666667;4.203333333;86218;3
2010;21;LA CATEDRAL;20.56666667;10.4;15.93333333;14;1006.1;1015.916667;0;90;3.166666667;4.833333333;12;3.175;1.78;86218;6
2010;21;LA ENCARNACION;21.78;14.22;19.08;16.4;1001.96;1011.58;27.74;85.4;0.06;7.6;20.4;8.136;4.376;86218;5
2010;21;LAMBARE;19.475;15.375;16.225;15.275;1004.6;1014.35;21.675;94;2.375;6.75;22;3.085;1.64;86218;4
2010;21;LIMPIO;22.33333333;10.86666667;16.46666667;14.06666667;1006.233333;1016.1;0;87.33333333;6.333333333;3.666666667;12.33333333;2.916666667;1.543333333;86218;3
2010;21;LUQUE;19.25;13.65;15.9;14.725;1005.35;1015.15;14.45;93;2.375;6.25;19.75;2.9575;1.705;86218;8
2010;21;MARIANO ROQUE ALONSO;18.225;15.275;15.875;15.3;1004.85;1014.525;21.675;96;0;7.75;21.75;3.085;1.64;86218;4
2010;21;MINGA GUAZU;22.8;16.5;19.1;17.3;983.8;1012.7;37;90;0;8;3;6.18;3.09;86246;1
2010;21;PEDRO JUAN CABALLERO;19.73846154;11.35384615;14.69230769;12.73846154;951.7461538;1015.846154;36.6;89.92307692;5.307692308;5.230769231;12.76923077;4.556923077;3.068461538;86097;13
2010;21;RECOLETA;21.85555556;12.41111111;16.88888889;14.62222222;1006.211111;1016;7.277777778;87.33333333;5.288888889;4.777777778;16.11111111;3.315555556;1.728888889;86218;9
2010;21;SAN LORENZO;21.04444444;11.06666667;14.82222222;12.17777778;1006.666667;1016.211111;2.155555556;85.88888889;5.344444444;5.111111111;26.66666667;6.063333333;3.645555556;86185;9
2010;21;SAN ROQUE;18.5;10.5;14.46666667;12.88333333;1006.15;1015.916667;1.733333333;91.16666667;3.166666667;5.666666667;17.66666667;3.258333333;2.23;86218;6
2010;21;SANTISIMA TRINIDAD;19.23125;10.95625;15.35;13.725;1006.75;1016.58125;2.13125;90.875;2.96875;5.375;16;2.70125;1.72125;86218;16
2010;21;TEBICUARY;20;16.6;17.5;17.1;993.2;1012;51.9;97;0;8;32;3.09;1.42;86233;1
2010;21;VILLA ELISA;20.76666667;12.36666667;16.3;14.63333333;1004.633333;1014.433333;9.633333333;91.33333333;3.166666667;5.333333333;15;3.603333333;1.93;86218;3
2010;21;VILLA HAYES;18;11.6;15.2;14.1;1009.2;1018.8;0;93;0;7;15;1.54;0.77;86218;1
2010;21;VILLARRICA;17.6;13.3;14.35;13.8;993.45;1012.5;29.65;96.5;0;8;25;4.12;2.9;86233;2
2010;21;VILLETA;24.4;15;21.5;17.6;1000;1009.5;36.6;79;0.1;8;21;11.33;5.92;86218;1
2010;22;CAAGUAZU;25;14.2;19;16.4;967.9;??;16;86;0.1;8;8;5.15;2.83;86234;2
2010;22;CAAZAPA;22.25;10.2;16.4;13.7;1001.8;1018.7;0;85;5.4;4.5;10;2.575;1.285;86268;2
2010;22;CAPIATA;25;11;17.6;14.5;1008.7;1018.3;0;83;7.5;2;8;3.09;1.8;86218;1
2010;22;CAPITAN MEZA;23.2;16.4;19.2;18.2;983.6;1012.3;5.6;94;3.5;8;9;4.12;2.06;86285;1
2010;22;CARAPEGUA;22;18.6;19.5;18.5;998.8;1012.3;0;94;0.7;8;18;2.06;1.03;86221;1
2010;22;CONCEPCION;23.15;15.45;18.05;14.5;1008.25;1017.7;0;81.5;7.75;4;20.5;5.92;4.31;86134;2
2010;22;CORONEL OVIEDO;25;14.2;19;16.4;967.9;??;16;86;0.1;8;8;5.15;2.83;86234;1
2010;22;FERNANDO DE LA MORA;22;11.72;16.02;12.74;1007.04;1016.8;0;83.6;9.62;1.2;15.8;2.056;1.054;86218;5
2010;22;GUAZUCUA;24;14;18.3;15.5;1009.6;1016.5;0;85;0;7;9;2.06;1.54;86255;1
2010;22;HERNANDARIAS;22.9;14.23333333;17.43333333;15.26666667;989.5666667;1018.833333;0.6;88.33333333;6.233333333;5.666666667;14.66666667;5.663333333;3.046666667;86246;3
2010;22;ITAUGUA;23.2;14.06666667;17.8;14.8;1009.566667;1019.2;0;83.66666667;5.8;4.333333333;13;4.633333333;2.916666667;86218;3
2010;22;JUAN EULOGIO ESTIGARRIBIA;26.5;13.8;18.9;16.5;975.9;??;0;87;7;6;7;2.58;0.9;86234;1
2010;22;LA CATEDRAL;22.95;13.25;17.35;14.2;1007.925;1017.65;0;84;7.1;3;12.5;2.315;1.3175;86218;4
2010;22;LA ENCARNACION;23.08;15.08;18.24;15.82;1005.14;1014.78;0.84;87.4;5.04;4.8;13.6;4.634;2.908;86218;5
2010;22;LAMBARE;24.2;15.6;19.5;16.9;1010.5;1020.2;0;86;1.1;6;9;2.06;1.54;86218;1
2010;22;LIMPIO;25;11;17.6;14.5;1008.7;1018.3;0;83;7.5;2;8;3.09;1.8;86218;1
2010;22;LUQUE;21.33333333;14.16666667;16.73333333;14.21666667;1005.55;1015.25;0.7;87;6.8;3.5;19.5;4.631666667;2.916666667;86218;6
2010;22;MARIANO ROQUE ALONSO;22.06666667;15.13333333;18.16666667;15.6;1003.566667;1013.233333;4.1;86.33333333;3.6;5;18.66666667;4.29;2.96;86218;3
2010;22;MCAL. ESTIGARRIBIA;28;15;19.9;17.7;989.8;1009.3;1;89;0.5;8;21;6.18;1.93;86068;1
2010;22;MINGA GUAZU;20.4;15.4;16.9;15.4;987.4;1016.6;1.8;91;2.2;7;25;8.24;5.28;86246;2
2010;22;PEDRO JUAN CABALLERO;26.05;16.15;19.975;15.2;950.7;1013.15;3.95;76;6.25;5.25;10.25;7.0775;6.1125;86097;4
2010;22;RECOLETA;22.95;13.25;17.35;14.2;1007.925;1017.65;0;84;7.1;3;12.5;2.315;1.3175;86218;4
2010;22;SAN ESTANISLAO;25;15.2;19.4;13.8;996.8;1019.5;0;72;??;4;9;7.21;5.15;86192;2
2010;22;SAN LORENZO;25.3;14.4;18.325;15.4;1008.175;1017.575;0;85.25;7.975;3.25;13.5;2.835;1.64;86185;4
2010;22;SAN ROQUE;23;16.15;19.1;16.925;1003.45;1013.05;3.6;88;2.075;6.25;16;5.4075;3.7;86218;4
2010;22;SANTISIMA TRINIDAD;23;16;20;16.6;1002.3;1011.9;10.2;81;0;7;18;4.12;3.22;86218;3
2010;22;YPANE;25.2;16.2;19.7;16.1;1007.2;1016.8;0;82;6.5;6;3;4.12;2.19;86218;1
2010;23;CAAGUAZU;17.5;12;14;10.7;977.3;??;0;81;5.2;6;26;5.15;3.09;86234;1
2010;23;CAAZAPA;18.6;13.2;17;16.6;1002.7;1019.6;0.3;98;0;7;23;5.15;2.32;86268;3
2010;23;CAPIATA;20.2;13;15.7;12.33333333;1012.333333;1022.1;1.133333333;82;5.933333333;5.333333333;16;3.776666667;1.93;86218;3
2010;23;CONCEPCION;23.03333333;9.166666667;15.9;12.66666667;1010.066667;1019.6;3.7;83.33333333;5.333333333;4;16.66666667;2.233333333;1.626666667;86134;3
2010;23;FERNANDO DE LA MORA;20.2;15;18.1;14.6;1008.2;1017.9;3.4;80;0;8;14;3.09;2.19;86218;1
2010;23;GUAYAIBI;18.5;13.8;14.8;12.4;995.2;1018.4;0;87;??;3;9;2.58;0.64;86192;2
2010;23;HERNANDARIAS;18.9;10.1;14.25;11.45;993.3;1022.8;0;85;5.25;3.5;17;4.635;3.15;86246;2
2010;23;LA CATEDRAL;20.6;8.8;13;9.45;1012.7;1022.6;0;82.5;9.6;2;10;3.605;1.285;86218;2
2010;23;LA ENCARNACION;21.15;8.3;13.45;9.775;1012.2;1022.05;0;81.75;9.675;1.5;10;3.2175;1.2525;86218;4
2010;23;LAMBARE;20.74285714;11.34285714;15.6;12.31428571;1010.357143;1020.157143;1.285714286;82.71428571;5.2;4.428571429;11.14285714;3.825714286;2.151428571;86218;7
2010;23;LIMPIO;20.2;15;18.1;14.6;1008.2;1017.9;3.4;80;0;8;14;3.09;2.19;86218;1
2010;23;LUQUE;19.84;11.92;15.2;12.52;1010.58;1020.36;1.56;85.6;4.06;4.4;14.6;3.604;1.956;86218;5
2010;23;MARIANO ROQUE ALONSO;19.88;9.44;13.18;9.58;1013.84;1023.7;0;81.6;9.04;2.4;14.4;3.398;1.646;86218;5
2010;23;PEDRO JUAN CABALLERO;19.175;13.1;15.1375;13.2;955.875;1020.225;2.1625;89;1.8;6.75;17.5;5.15;3.6375;86097;8
2010;23;PILAR;18;7.6;11.6;9.7;1018.7;1025.3;0;88;8.8;0;14;2.06;1.03;86255;1
2010;23;RECOLETA;19.8;9.933333333;14;10.3;1013.7;1023.566667;0;80.66666667;7.9;3.333333333;14;4.12;2.746666667;86218;3
2010;23;SAN LORENZO;21.48;8.68;13.78;11.08;1012.32;1021.86;3.8;86.4;6.8;3.2;13.6;2.472;0.876;86185;5
2010;23;SAN ROQUE;20.48;9.04;13.56;9.9;1011.66;1021.52;0.68;81.4;7.9;2.4;10.6;2.986;1.234;86218;5
2010;23;SANTISIMA TRINIDAD;19.05;10.05;13.275;9.625;1014.875;1024.725;0;80.75;8.275;3;17.75;3.475;2.22;86218;4
2010;23;VILLA ELISA;20.2;15;18.1;14.6;1008.2;1017.9;3.4;80;0;8;14;3.09;2.19;86218;1
2010;23;YPANE;23.4;8.6;15.6;11.9;1009.7;1019.5;0;82;9.5;2;4;4.12;1.8;86218;1
2010;24;CAAGUAZU;25.5;8;14.7;12.1;976.6;??;0;86;8.5;0;18;2.58;1.16;86234;1
2010;24;CONCEPCION;26.72857143;12.05714286;18.72857143;14.55714286;1010.7;1020.057143;0;78.71428571;7.142857143;2.571428571;12.71428571;3.532857143;1.894285714;86134;7
2010;24;ENCARNACION;19.5;7.2;12.5;10.3;1010.2;1021.3;0;87;??;1;13;4.12;2.32;86297;1
2010;24;FERNANDO DE LA MORA;25.4;9.5;16.5;13.1;1011.1;1020.7;0;82;8.5;2;7;3.09;1.54;86218;1
2010;24;HERNANDARIAS;25.2;8.4;16.1;12.5;991.6;1021;0;81;9.8;1;17;2.06;0.9;86246;1
2010;24;HORQUETA;26.4;15.2;19.2;15.7;1010.9;1020.1;0;81;4.5;6;23;2.58;2.19;86134;1
2010;24;LA CATEDRAL;22.8;11.25;16.4;12.2;1011.5;1021.2;0;77.5;6.9;4.5;18;5.405;3.475;86218;4
2010;24;LA ENCARNACION;25.9;13.75;18.95;12.8;1008.45;1018;0;69;8.05;4;10;5.405;3.54;86218;2
2010;24;LAMBARE;24.26;12.56;18.46;12.72;1008.68;1018.26;0;70.8;7.22;3.6;7;4.94;4.092;86218;5
2010;24;LIMPIO;23.4;11.16666667;16.4;12.43333333;1011.5;1021.2;0;79.66666667;8.333333333;1.666666667;18.33333333;3.26;2.613333333;86218;3
2010;24;LUQUE;25.5;13.56;19.48;12.96;1007.46;1016.98;0;67.4;7.68;3.4;3.8;4.94;4.118;86218;5
2010;24;MARIANO ROQUE ALONSO;25.175;8.75;16.3;12.675;1010.725;1020.375;0;81.25;8.5;2;6.75;2.7025;1.315;86218;4
2010;24;MCAL. ESTIGARRIBIA;26.5;11;18.9;11.8;1000.7;1020.5;0;67;3.1;6;18;6.18;2.83;86068;1
2010;24;MINGA GUAZU;25.2;8.2;16.3;12.5;991.5;1020.9;0;81;9.5;2;16;4.12;2.58;86246;1
2010;24;PEDRO JUAN CABALLERO;26.2;15.2;19.4;13.1;956.3;1019.3;0;68;7.6;4;5;2.58;1.03;86097;2
2010;24;SAN ANTONIO;26;16.5;20.5;13.3;1006.2;1015.6;0;64;7.5;4;3;5.66;4.89;86218;1
2010;24;SAN LORENZO;27.86666667;13;19;14.7;1009.1;1018.466667;0;78;8.133333333;3.333333333;7.666666667;4.286666667;2.406666667;86185;3
2010;24;SAN ROQUE;25;11.8;20.2;13.5;1009.1;1018.7;0;66;7.4;3;4;6.18;5.28;86218;1
2010;24;SANTISIMA TRINIDAD;25.225;11.25;17.5;12.475;1009.5;1019.15;0;75.25;8.95;1.5;11.25;2.83;2.1525;86218;4
2010;24;VILLA ELISA;25.3;10.25;16.7;12.85;1011.1;1020.75;0;80.5;9.2;1;12.5;2.575;1.54;86218;2
2010;24;VILLARRICA;24;8.8;16.8;11.3;999.4;1018.4;0;72;9.5;0;5;2.06;0.51;86233;1
2010;25;BELLA VISTA;24.7;16.1;18.75;14.25;946.6;1007.9;0;77;4.15;6;24.5;7.465;4.505;86294;2
2010;25;CONCEPCION;30.46;18.34;23.52;15.26;1001.14;1010.38;0;61.4;4.94;3.6;17.4;9.262;5.818;86134;5
2010;25;FERNANDO DE LA MORA;25.8;17;21.1;13.8;1001;1010.6;0;64;0.7;6;4;7.72;6.18;86218;1
2010;25;HERNANDARIAS;23.2;17.6;17.8;16.7;981.9;1010.9;0;94;0;8;15;3.6;3.09;86246;1
2010;25;HORQUETA;32.5;18.9;24.75;17.05;1001.65;1010.8;0;64;9.25;2.5;20.5;7.21;3.93;86134;2
2010;25;ITA;20.8;15.8;16.4;15.1;1001.2;1014.8;0;92;0;8;18;4.12;1.54;86221;1
