anio;semana;distrito_notif;tmax;tmin;tmed;td;pres_est;pres_nm;prcp;hr;helio;nub;vmax_d;vmax_f;vmed;id_estacion;casos
2012;3;SAN ROQUE;34.5;21.06666667;27.83333333;16.73333333;999.8333333;1009.333333;0;53.66666667;12.5;1.666666667;12.33333333;2.5;1.69;86218;3
2012;3;SANTISIMA TRINIDAD;31.15;22.25;25.175;20.925;999.275;1008.85;0.4;79.75;7.025;5;18.5;4.0975;2.5;86218;4
2012;3;VILLA ELISA;34.35;23.5;28;20.55;997.6;1007.05;0;68;8.75;5;11.5;3.89;2.045;86218;2
2012;3;YPANE;34.35;23.5;28;20.55;997.6;1007.05;0;68;8.75;5;11.5;3.89;2.045;86218;2
2012;4;1RO DE MARZO;35.4;23.2;27.2;21;999.4;1008.9;0.1;71;6;5;25;3.89;1.74;86218;1
2012;4;CAACUPE;35.13333333;23.83333333;28.06666667;22.38333333;997.2833333;1010.466667;12;73.33333333;6.166666667;4.5;34.5;1.576666667;0.465;86221;6
2012;4;CAPIATA;36.55;21.5;29.15;19.725;999.45;1008.9;0.15;59.75;12.4;2.25;29;2.705;1.7175;86218;4
2012;4;FERNANDO DE LA MORA;36.4;23.23333333;28.53333333;20.7;999.1;1008.566667;0.35;65.33333333;8.533333333;4.333333333;26.33333333;2.823333333;1.505;86218;6
2012;4;HORQUETA;35.97727273;23.17272727;28.72727273;21.49545455;999.4181818;1007.936364;0;67.68181818;10.21818182;2.590909091;7.227272727;2.412272727;1.358181818;86134;22
2012;4;ITAUGUA;37;23.5;29.4;20.875;998.85;1008.275;0.55;63.25;9.7;4;28.5;2.6375;1.665;86218;4
2012;4;LA CATEDRAL;36.25;21.3;27.825;18.95;1000.025;1009.45;0.3;61.75;10.3;2.75;20.75;2.5;1.32;86218;4
2012;4;LA ENCARNACION;37;22.5;29.9;20.25;998.8;1008.25;0.15;58.5;12.2;3;33;2.635;1.665;86218;2
2012;4;LAMBARE;37.45714286;22.51428571;29.12857143;19.2;999.2;1008.614286;0.628571429;57.85714286;10.54285714;3.428571429;29.85714286;2.181428571;1.29;86218;7
2012;4;LIMPIO;36.27692308;21.67692308;28.23076923;19.46153846;999.7846154;1009.230769;0.276923077;62.07692308;10.61538462;2.923076923;20.38461538;2.178461538;1.227692308;86218;13
2012;4;LUQUE;35.75384615;21.81538462;27.75384615;19.83846154;999.8692308;1009.338462;0.138461538;65;9.676923077;3.307692308;16.61538462;2.243076923;1.142307692;86218;13
2012;4;MARIANO ROQUE ALONSO;35;18;26.5;17.5;1001.6;1011.1;0;62;13.2;0;14;2.22;1.32;86218;2
2012;4;PIRAYU;36;18.2;26.9;18.1;998.4;1011.7;0;62;11;1;18;0.56;0.14;86221;1
2012;4;RECOLETA;35.88;20.84;28;19.3;1000.04;1009.52;0.08;62.4;11.36;2.2;23.8;2.72;1.542;86218;5
2012;4;SAN ANTONIO;37.5;22.85;29.5;19.775;998.95;1008.375;0.625;58.75;10.6;3.5;34;2.5675;1.5975;86218;4
2012;4;SAN LORENZO;35.88888889;20.44444444;27.57777778;20.71111111;1000.044444;1009.266667;0.511111111;70.44444444;11.74444444;1.333333333;19.88888889;1.85;0.463333333;86185;9
2012;4;SAN ROQUE;36.75384615;21.52307692;28.93076923;19.16153846;999.5538462;1008.969231;0.238461538;58.30769231;12.04615385;2.461538462;24.84615385;2.263076923;1.366153846;86218;13
2012;4;SANTISIMA TRINIDAD;36.53333333;22.26666667;28.49166667;19.84166667;999.525;1008.966667;0.416666667;62.66666667;10.03333333;3.333333333;23.58333333;2.383333333;1.3825;86218;12
2012;4;VILLA ELISA;36.9;21.9;29.4;19.45;999.3;1008.65;0.15;57.5;12.5;2.5;22.5;2.36;1.455;86218;2
2012;4;VILLARRICA;36.4;21.8;29.2;21.6;990.7;1009.2;0;66;11.5;1;36;1.94;1.11;86233;2
2012;4;YPANE;35.3;21.4;27.2;19.95;1000.35;1009.85;0.25;68;9.5;3;10.5;1.805;1.005;86218;2
2012;5;AREGUA;33.6;24;27.9;19.6;1002.2;1011.7;0;64;9;6;17;3.89;2.85;86218;2
2012;5;CAACUPE;33.775;23.85;27.9875;21.05;998.225;1011.425;0;68.5;8.9625;4;10.875;2.0825;1.44125;86221;8
2012;5;CAAGUAZU;32.6;23;27.1;21.5;988.5;1006.6;0;75;8.2;7;36;1.67;1.53;86234;1
2012;5;CAPIATA;34.76666667;22.84;28.14666667;18.13333333;1000.886667;1010.36;0;57.26666667;10.84;3.2;9.933333333;3.131333333;2.208;86218;15
2012;5;FERNANDO DE LA MORA;34.86153846;23.58461538;28.16923077;20.16923077;1000.461538;1009.923077;0;64.84615385;8.315384615;5;14.84615385;3.441538462;2.331538462;86218;13
2012;5;HORQUETA;34.5;21.97272727;27.70909091;21.50454545;1000.140909;1008.695455;2.527272727;70.81818182;9.436363636;2.545454545;15.68181818;2.524545455;1.7;86134;22
2012;5;ITAUGUA;35.77142857;24.02857143;28.85714286;18.64285714;999.6571429;1009.085714;0;56.28571429;10.44285714;3.714285714;8;3.018571429;2.061428571;86218;7
2012;5;J A SALDIVAR;33.8;19.6;27.2;15.8;1001.7;1011.2;0;53;12.3;1;7;2.22;1.67;86218;1
2012;5;LA CATEDRAL;35.275;22.65;28.325;18.925;1000.275;1009.725;0;59.75;10.825;3.75;7.75;3.055;2.0675;86218;4
2012;5;LA ENCARNACION;35.3;23.7;28.1;19.25;1000.6;1010.05;0;61.5;7.2;4.5;21;3.615;2.535;86218;2
2012;5;LAMBARE;34.94615385;22.73846154;28.1;17.80769231;1000.992308;1010.453846;0;56.38461538;10.22307692;3.384615385;12.76923077;3.185384615;2.296923077;86218;13
2012;5;LIMPIO;36.20833333;22.78333333;28.59166667;19.36666667;999.6166667;1009.05;0;60;11.25833333;3.333333333;6.25;3.2175;2.071666667;86218;12
2012;5;LUQUE;35.18888889;22.37777778;28.18333333;17.8;1000.766667;1010.233333;0;55.83333333;11.72777778;2.611111111;8.055555556;3.118333333;2.175;86218;18
2012;5;MARIANO ROQUE ALONSO;35.2875;22.4;28.175;18.425;1000.25;1009.7125;0;58.125;10.825;2.625;8.625;2.9875;2.005;86218;8
2012;5;PARAGUARI;35.8;24.2;29.1;18.5;997.2;1010.4;0;54;11;1;2;2.22;1.94;86221;1
2012;5;PEDRO JUAN CABALLERO;31;20;25.1;19.2;946.5;1010;0;70;9.5;2;5;3.33;2.29;86097;1
2012;5;PIRAYU;35.8;24.2;29.1;18.5;997.2;1010.4;0;54;11;1;2;2.22;1.94;86221;1
2012;5;RECOLETA;35.08181818;21.72727273;28.02727273;18.36363636;1000.172727;1009.636364;0;58.72727273;10.99090909;2.454545455;6.909090909;2.701818182;1.788181818;86218;11
2012;5;SAN ANTONIO;34.41666667;24.23333333;28.25;19.76666667;1001.033333;1010.5;0;63.16666667;8.4;5.666666667;15.83333333;3.566666667;2.536666667;86218;6
2012;5;SAN LORENZO;35.24444444;22.15714286;26.3;22.27857143;1001.035714;1010.342857;0.757142857;81.21428571;10.66666667;4;18.57142857;2.142142857;0.604285714;86185;14
2012;5;SAN ROQUE;35.25555556;22.93333333;28.26666667;18.85555556;1000.288889;1009.755556;0;59.22222222;10.67777778;3;9.111111111;3.181111111;2.128888889;86218;9
2012;5;SANTISIMA TRINIDAD;35.5;22.61666667;28.2;19.4;999.9833333;1009.441667;0;61.58333333;10.075;3.166666667;9.916666667;3.1725;2.060833333;86218;12
2012;5;VILLA ELISA;35.225;22.75;28.175;17.925;1000.55;1010;0;56.5;9.75;3.25;13;3.0575;2.17;86218;4
2012;5;VILLARRICA;32.8;19.3;25.6;17.6;993.35;1012.05;0;64;11.25;1;11.5;1.53;1.11;86233;2
2012;5;VILLETA;34.6;24.7;28.25;21.2;1000.15;1009.6;0;68.5;5.55;6.5;20.5;3.475;2.365;86218;2
2012;5;YPANE;36.38;22.52;28.64;20.38;998.94;1008.36;0;63.8;10.74;3.8;4.4;2.998;1.808;86218;5
2012;6;ACAHAY;37;24.6;30.1;19;995.3;1008.4;0;52;10;2;3;2.78;1.81;86221;1
2012;6;ALTOS;36.6;24.3;28.9;23.2;1000.8;1010.3;3.2;74;11.5;3;36;3.06;1.32;86218;1
2012;6;AREGUA;32.92;23.88;27.17;23.11;999.33;1008.6;9.05;80.9;5.85;6.2;24.3;3.305;1.875;86218;10
2012;6;BENJAMIN ACEVAL;27;23;24.8;22.9;998.6;1008.1;0.9;90;0;8;18;2.78;1.81;86218;1
2012;6;CAACUPE;35.8;24.34545455;28.21818182;22.13636364;996.5909091;1009.818182;2.427272727;71.81818182;6.909090909;4.363636364;19.90909091;1.869090909;0.87;86221;11
2012;6;CAMBYRETA;37;22.5;29.6;21.1;992.1;1002.2;0;64;4;6;5;2.22;1.46;86297;1
2012;6;CAPIATA;35.04666667;24.28;28.3;22.77;999.4466667;1008.743333;8.233333333;74.93333333;8.476666667;4.966666667;28.4;3.407666667;1.860666667;86218;30
2012;6;CONCEPCION;35.4;24.73333333;28.76666667;23.1;1001;1009.5;0;74;10;4.666666667;15.33333333;3.33;1.67;86134;3
2012;6;CORONEL OVIEDO;36.2;20;27.7;18.9;984.4;1002.3;0;61;12.7;3;5;1.39;0.83;86234;1
2012;6;FERNANDO DE LA MORA;35.23529412;23.95;28.18823529;23.16764706;999.9558824;1009.167647;7.988235294;76.97058824;8.608823529;4.794117647;31.32352941;3.414705882;1.730882353;86218;34
2012;6;GUARAMBARE;35;23;28.1;23.5;999.8;1008.3;0;79;5.5;5;36;4.44;2.22;86218;1
2012;6;HORQUETA;34.24736842;24.58421053;28.43684211;23.64210526;999.1578947;1007.342105;4.042105263;76.68421053;7.831578947;5.263157895;12.73684211;2.761578947;1.591052632;86134;19
2012;6;ITAUGUA;35.06;24.21;28.54;22.41;999;1008.16;5.36;72.7;7.9;4.9;29.4;3.694;2.083;86218;10
2012;6;J A SALDIVAR;36.73333333;25.66666667;30.23333333;21.5;998.2333333;1007.633333;3.733333333;62;10.3;4.333333333;25;3.89;2.523333333;86218;3
2012;6;LA CATEDRAL;35.45;23.7625;28.125;23.3875;1000.1;1009.2;9.975;78.125;8.525;5;32.25;3.505;1.7425;86218;8
2012;6;LA ENCARNACION;32.86666667;23.43333333;27.26666667;23.2;999.7333333;1008.9;1.366666667;81;5.666666667;5.333333333;30;3.426666667;1.783333333;86218;3
2012;6;LAMBARE;34.2952381;24.4;28.02380952;22.34285714;998.7952381;1008.157143;9.371428571;74.42857143;7.614285714;5.428571429;25;3.347142857;1.958095238;86218;21
2012;6;LIMPIO;36.38333333;25.15833333;29.55833333;21.98333333;998.7;1008.041667;6.258333333;66.66666667;9.833333333;4.5;26.5;3.7275;2.2625;86218;12
2012;6;LUQUE;35.42758621;24.57931034;28.5137931;22.90689655;999.6103448;1008.965517;8.15862069;74.44827586;8.993103448;4.827586207;27;3.40137931;1.865172414;86218;29
2012;6;MARIANO ROQUE ALONSO;34.53846154;24.39230769;28.19230769;22.76153846;999.2461538;1008.546154;8;75.30769231;7.761538462;5.384615385;25.84615385;3.461538462;1.986923077;86218;13
2012;6;MBOCAYATY;34.8;22.2;28.8;18.8;989.8;1008.3;0;56;12;3;36;1.94;0.83;86233;1
2012;6;NUEVA ITALIA;37.8;25.6;30;22.7;998.1;1011.3;0;66;10;2;36;2.78;0.69;86221;1
2012;6;PEDRO JUAN CABALLERO;32.4;22.26666667;26.61666667;21.43333333;948.65;1011.95;0.016666667;74.33333333;8.966666667;3.5;14;1.945;1.281666667;86097;6
2012;6;RECOLETA;33.99285714;24.24642857;27.95714286;22.79285714;999.5607143;1009.028571;6.157142857;76.39285714;8.057142857;5.071428571;27.53571429;3.136785714;1.736785714;86218;28
2012;6;SAN ANTONIO;33.96;24.16;28.12;23;999.22;1008.28;2.42;76.6;6.02;5.6;25.8;3.888;2.25;86218;5
2012;6;SAN LORENZO;34.95555556;24.2;27.86111111;23.15;999.2944444;1008.6;2.2;78.44444444;6.422222222;5.722222222;13.5;1.11;0.51;86185;18
2012;6;SAN ROQUE;34.928;24.012;28.332;23.228;1000.18;1009.488;5.6;76.6;8.872;4.72;32.04;3.3224;1.7156;86218;25
2012;6;SANTISIMA TRINIDAD;33.50526316;24.26842105;27.41052632;22.82105263;999.1526316;1008.568421;10.57368421;78.68421053;6.868421053;5.842105263;22.89473684;3.158947368;1.806315789;86218;19
2012;6;VILLA ELISA;33.76;24.72;27.42;22.8;998.54;1007.8;12.32;78.4;5.68;6.4;16.2;3.556;2.154;86218;5
2012;6;VILLETA;35.8;23.9;29.2;23.3;1000.2;1009.15;0;73.5;8.65;4.5;36;4.025;2.15;86218;2
2012;6;YPACARAI;34;22.2;27.3;23.3;997.7;1011;0;80;4;5;36;2.22;0.97;86221;2
2012;6;YPANE;35.5;24.2;27.95;23.35;1000.15;1009.6;19.15;78.5;10.05;5.5;28.5;2.915;1.49;86218;2
2012;7;1RO DE MARZO;37.8;25.8;31.4;23.1;1000.1;1009.5;0;64;9;4;35;3.33;1.39;86218;1
2012;7;ALTOS;38.6;25.2;31.4;21.6;997.5;1006.8;0;60;11;3;2;3.33;1.18;86218;1
2012;7;AREGUA;35.57391304;23.69565217;29.24347826;19.56521739;999.7913043;1009.234783;0.730434783;59.56521739;9.443478261;3;23.04347826;3.210869565;1.718695652;86218;23
2012;7;ARROYOS Y ESTEROS;31.6;20;25.8;13.6;1002.2;1011.8;0;51;12.5;0;20;4.44;2.92;86218;1
2012;7;CAACUPE;35.93333333;22.93333333;28.43333333;21.5;997.7666667;1010.966667;0;68.33333333;8.233333333;2.666666667;19;0.74;0.186666667;86221;3
2012;7;CAAGUAZU;35;22.4;27.9;18.7;989.2;1007.2;0;61;11.5;4;18;1.67;1.67;86234;1
2012;7;CAPIATA;33.63076923;22.24615385;27.64615385;17.74615385;1000.861538;1010.376923;0.969230769;58.69230769;9.807692308;2.461538462;21.38461538;3.353076923;2.249230769;86218;13
2012;7;CONCEPCION;35.5;21.76666667;27.76666667;19.71666667;1001.25;1009.85;0;64.83333333;10.18333333;2;25.5;2.035;1.31;86134;6
2012;7;FERNANDO DE LA MORA;35.45652174;23.52608696;29.13913043;19.81956522;1000.043478;1009.493478;0.639130435;60.89130435;9.780434783;2.97826087;18.56521739;3.324782609;1.862826087;86218;46
2012;7;HORQUETA;36.72631579;21.84210526;28;20.31578947;1000.152632;1008.7;1.515789474;66.36842105;10.17894737;1.736842105;29.89473684;2.044736842;0.972631579;86134;19
2012;7;ITA;34;15.8;24.3;17.7;998.6;1011.9;0;70;10.5;0;21;1.11;0.28;86221;1
2012;7;ITAUGUA;36.67272727;24.81818182;30.29090909;21.18181818;999.4272727;1008.818182;0.381818182;61.63636364;9.945454545;3.272727273;15.63636364;3.507272727;1.698181818;86218;11
2012;7;J A SALDIVAR;34.76363636;22.36363636;28.32727273;17.94545455;1000.3;1009.781818;0.381818182;57.36363636;10.77272727;2.090909091;18.90909091;3.406363636;2.020909091;86218;11
2012;7;LA CATEDRAL;35.1;26.6;30;22.2;999.8;1009.2;2.1;65;6.35;5;27;3.335;1.875;86218;2
2012;7;LA ENCARNACION;34.275;22.725;28.2;18.2125;1000.8;1010.2875;0.525;58.375;10.7625;2.375;19;3.505;2.34375;86218;8
2012;7;LAMBARE;35.05882353;23.28235294;28.84705882;19.23529412;1000.429412;1009.894118;0.494117647;59.76470588;10.28823529;2.705882353;19.76470588;3.445294118;2.071176471;86218;17
2012;7;LIMPIO;34.1047619;22.47619048;28.00952381;18.39047619;1000.719048;1010.219048;0.8;59.80952381;10.00952381;2.523809524;17.9047619;3.436666667;2.192380952;86218;21
2012;7;LUQUE;35.03137255;22.4627451;28.53333333;18.31960784;1000.445098;1009.927451;0.247058824;57.88235294;10.85098039;2.215686275;21.43137255;3.325098039;2.004901961;86218;51
2012;7;MARIANO ROQUE ALONSO;34.45;24.66666667;29.01666667;20.75;1000.558333;1010.016667;1.4;64;8.008333333;3.75;20;3.725;2.095;86218;12
2012;7;MAURICIO JOSE TROCHE;32.6;18;24.8;14.3;988.9;1007.1;0;55;12.7;0;18;2.22;1.53;86234;1
2012;7;NUEVA ITALIA;32.2;18.8;24.8;16.3;1000.3;1013.7;0;61;10.5;0;11;2.22;1.11;86221;1
2012;7;PARAGUARI;33.4;22.6;27.3;20.1;1000;1013.2;0;68;10.5;2;15;1.67;0.97;86221;1
2012;7;PEDRO JUAN CABALLERO;32.33333333;21.26666667;25.4;19.26666667;947.2666667;1010.866667;3.566666667;71.33333333;8.066666667;4.333333333;15.66666667;1.39;1.016666667;86097;3
2012;7;PIRIBEBUY;38.2;25.2;31;23.2;995.4;1008.4;1.7;65;11;1;3;1.67;0.42;86221;1
2012;7;RECOLETA;34.56129032;23.18064516;28.50967742;19.44193548;1000.454839;1009.93871;1.083870968;61.58064516;8.95483871;3.161290323;21.67741935;3.232903226;1.96;86218;31
2012;7;SAN ANTONIO;36;22.68;29.16;18.9;999.92;1009.38;0;58;10.78;2.2;22;3.274;1.64;86218;5
2012;7;SAN LORENZO;35.97272727;21.61818182;27.55909091;18.72272727;1000.563636;1009.790909;0;63.04545455;9.454545455;2.590909091;24.68181818;1.816363636;0.702727273;86185;22
2012;7;SAN ROQUE;35.30909091;23.47272727;29.03636364;19.54242424;1000.130303;1009.584848;0.636363636;60.21212121;9.845454545;2.909090909;20.18181818;3.322727273;1.908787879;86218;33
2012;7;SANTA ROSA;32.7;21;26.1;18.8;996.6;1011.6;0;66;12;1;27;2.22;0.97;86260;1
2012;7;SANTISIMA TRINIDAD;35.01538462;22.7;28.6;17.92692308;1000.303846;1009.773077;0.161538462;56.23076923;11.17692308;2;21.07692308;3.491153846;2.065769231;86218;26
2012;7;TEBICUARY;32.6;24.4;26.7;22.7;992.4;1011;0;79;1.2;6;18;1.39;0.9;86233;1
2012;7;VILLA ELISA;35.2;24.04;29.22;19.47;1000.5;1009.95;0.42;59;10.2;2.8;24.1;3.637;2.119;86218;10
2012;7;VILLARRICA;35.2;22.3;28.2;18.3;992.15;1010.7;0;58;10.1;1.5;27;1.39;0.97;86233;2
2012;7;VILLETA;38.6;25.2;31.4;21.6;997.5;1006.8;0;60;11;3;2;3.33;1.18;86218;1
2012;7;YAGUARON;36.4;26.8;30.5;23.5;997.8;1011;0;67;5.5;3;0;0;0;86221;1
2012;7;YPANE;35.28;22.56;28.72;18.3;1000.62;1010.1;0;57;11.34;2.2;25.6;3.22;2.07;86218;5
2012;8;AREGUA;37.5826087;23.56521739;29.80434783;19.42173913;1000.904348;1010.330435;0;56.91304348;11.52173913;2.130434783;18.34782609;3.621304348;1.88826087;86218;23
2012;8;ARROYOS Y ESTEROS;37.2;25.4;30.7;20.8;1001.5;1010.9;0;58;9.8;4;36;2.78;1.88;86218;1
2012;8;CAACUPE;37.24;25.08;30.12;21.32;999.82;1012.88;0.44;61.4;9.4;1;36;1.668;0.53;86221;5
2012;8;CAAGUAZU;35.4;21.6;26.2;21.6;990.4;1008.6;0;77;11;3;5;2.22;1.94;86234;1
2012;8;CAPIATA;37.534375;23.9125;29.934375;19.634375;1000.975;1010.4;0;57.09375;11.296875;2.25;20.09375;3.609375;1.9453125;86218;32
2012;8;CONCEPCION;37.8;23.46666667;29.53333333;20.1;1001.8;1010.3;0;59.66666667;10.4;2.333333333;26.33333333;3.056666667;1.92;86134;3
2012;8;ENCARNACION;37.8;22.2;27.9;20.5;995;1005.2;5.2;65;8.7;2;5;2.78;1.6;86297;1
2012;8;FERNANDO DE LA MORA;37.47361111;23.66388889;29.83611111;19.51666667;1000.969444;1010.394444;0;57.05555556;11.21527778;2.402777778;19.51388889;3.409583333;1.806805556;86218;72
2012;8;HORQUETA;36.82631579;20.85263158;28.13684211;19.17894737;1001.3;1009.821053;0;61.89473684;10.78947368;2.105263158;21.21052632;3.201578947;1.758947368;86134;19
2012;8;ITA;37.08;25.12;29.82;20.92;999.32;1012.28;0.88;60.6;8.9;1.2;28.8;1.222;0.39;86221;5
2012;8;ITACURUBI DE LA CORDILLERA;37.3;23.6;29.65;20.7;999.15;1012.3;0;60.5;10.25;1.5;18;0.835;0.28;86221;2
2012;8;ITAUGUA;37.59032258;23.46451613;29.81935484;19.37741935;1000.925806;1010.345161;0;56.61290323;11.68064516;2.129032258;15.25806452;3.458064516;1.745483871;86218;31
2012;8;J A SALDIVAR;37.275;24.75;30.025;20.3;1001.575;1011;0;58.75;11.525;2.25;18.75;3.7475;2.15;86218;4
2012;8;LA CATEDRAL;37.37333333;23.84;29.84666667;19.75333333;1000.96;1010.393333;0;57.73333333;10.64666667;2.466666667;18.2;3.258666667;1.754666667;86218;15
2012;8;LA ENCARNACION;36.97777778;25.02222222;29.9;20.61111111;1001.666667;1011.111111;0;60.11111111;10.65555556;2.333333333;17;3.577777778;2.12;86218;9
2012;8;LAMBARE;37.84482759;22.34482759;29.49655172;18.68965517;1000.386207;1009.817241;0;55.96551724;11.5862069;2.103448276;19.03448276;3.522758621;1.679655172;86218;29
2012;8;LIMPIO;37.43333333;23.97083333;29.91041667;19.77291667;1001.05625;1010.483333;0;57.54166667;11.1;2.3125;17.72916667;3.436458333;1.849375;86218;48
2012;8;LOMA GRANDE;38.5;23.4;30.4;18.7;1000;1009.4;0;53;12.1;2;36;4.44;2.36;86218;1
2012;8;LUQUE;37.53606557;23.69508197;29.8557377;19.53278689;1001.021311;1010.442623;0;56.98360656;11.60327869;2.163934426;16.52459016;3.523442623;1.832131148;86218;61
2012;8;MARIANO ROQUE ALONSO;37.49285714;23.52857143;29.74285714;19.6;1000.992857;1010.421429;0;57.57142857;11.39285714;2.071428571;12.14285714;3.372142857;1.704285714;86218;14
2012;8;NUEVA ITALIA;38;23.6;30.1;19.3;997.6;1010.7;0;53;10.5;2;0;0;0;86221;1
2012;8;PEDRO JUAN CABALLERO;33;19.8;25.9;18.4;948.4;1011.8;1.3;65;10.3;1;7;3.33;1.88;86097;1
2012;8;PILAR;37;24.4;30;21.9;1004.9;1011.4;1;65;9;1;5;2.22;0.97;86255;1
2012;8;PIRAYU;36.4;26.8;29.4;21.3;999.5;1012.2;2.2;63;7;1;36;1.11;0.28;86221;1
2012;8;PIRIBEBUY;38.6;25.8;31.35;20.5;998.65;1011.75;0;54;10;0.5;36;2.225;0.555;86221;2
2012;8;RECOLETA;37.24583333;24.15;29.83333333;19.87916667;1001.2875;1010.716667;0;58;11.2;2.25;14.58333333;3.402083333;1.832916667;86218;24
2012;8;SAN ANTONIO;37.42777778;24.48333333;30.20833333;20.225;1001.388889;1010.8;0;58.02777778;11.175;2.916666667;25.75;3.363333333;1.971388889;86218;36
2012;8;SAN JUAN BAUTISTA;38.05;24;30.5;19.3;994.7;1009.4;0;53;10.35;1;36;1.945;1.085;86260;2
2012;8;SAN LORENZO;38.16571429;21.16;28.56571429;19.66571429;1001.725714;1010.945714;0.434285714;62.94285714;11.30857143;2.714285714;23;1.998;0.887714286;86185;35
2012;8;SAN ROQUE;37.67234043;23.82978723;30.03617021;19.58510638;1000.880851;1010.297872;0;56.57446809;11.44893617;2.234042553;19.55319149;3.568510638;1.888510638;86218;47
2012;8;SANTISIMA TRINIDAD;37.55294118;23.72941176;29.91176471;19.60588235;1001;1010.420588;0;57.08823529;11.40588235;2.352941176;19.17647059;3.462941176;1.837058824;86218;34
2012;8;VILLA ELISA;37.74090909;23.92727273;30.17727273;19.75;1000.845455;1010.259091;0;56.72727273;11.16818182;2.545454545;24.13636364;3.483636364;1.909545455;86218;22
2012;8;VILLARRICA;38;23.6;29.8;21.2;992.5;1010.9;2.2;63;10.3;2;5;1.11;0.49;86233;1
2012;8;VILLETA;37.56666667;23.5;29.85;19.45;1000.966667;1010.383333;0;56.66666667;11.65;2.166666667;13.5;3.333333333;1.665;86218;6
2012;8;YAGUARON;37.5;26.3;30.375;20.9;999.075;1011.975;1.1;58.5;8.5;0.75;36;1.6675;0.4175;86221;4
2012;8;YPANE;37.46;23.44;29.56;19.08;1000.76;1010.2;0;56.4;11.6;1.4;8.4;3.776;1.83;86218;5
2012;9;AREGUA;30.98888889;23.26666667;26.36111111;22.78333333;999.1611111;1008.672222;2.461111111;82.22222222;4.761111111;6.5;21.72222222;2.205555556;1.076111111;86218;18
2012;9;ARROYOS Y ESTEROS;30.6;22;25.4;22.1;999.5;1009.1;0;82;6;7;19;1.67;0.9;86218;1
2012;9;ATYRA;29.4;22.8;25.9;23.2;998.7;1008.2;0.9;86;6.1;5;3;0.83;0.35;86218;1
2012;9;AYOLAS;35.5;24;23.7;18.9;994.4;1009.5;8.9;78;5.6;5;27;2.78;1.39;86260;1
2012;9;BENJAMIN ACEVAL;36.8;24.4;28;22;998.5;1007.9;25.9;72;7.9;6;25;3.61;2.85;86218;1
2012;9;CAACUPE;32.68571429;23.2;27.3;22.14285714;997.1285714;1010.3;5.571428571;76.42857143;6.442857143;3.142857143;19;1.268571429;0.615714286;86221;7
2012;9;CAAGUAZU;31.25;22.45;25.7;23.05;985.4;1003.5;3.75;86;4.9;6.5;34;3.055;1.32;86234;4
2012;9;CAPIATA;31.8744186;23.3744186;26.77674419;22.58372093;998.7546512;1008.261628;3.329069767;79.76744186;6.002325581;5.965116279;24.1627907;2.486395349;1.277790698;86218;86
2012;9;CARAPEGUA;33.3;24.3;28.55;22.2;997.4;1010.6;0;72;6.1;3.5;16.5;1.11;0.415;86221;2
2012;9;COLONIA INDEPENDENCIA;32;22.3;26.5;23.3;993;1009.4;0;84;5.3;4;32;3.33;2.64;86268;1
2012;9;CONCEPCION;30.26666667;24.02222222;26.12222222;23.6;998.4666667;1007.055556;38.91111111;87.44444444;2.811111111;7.111111111;11.77777778;1.574444444;1.163333333;86134;9
2012;9;CORONEL OVIEDO;31.5;22.4;25.9;23.6;986.9;1005;5.5;88;4;6;32;3.33;1.39;86234;3
2012;9;EMBOSCADA;36.8;24.4;28;22;998.5;1007.9;25.9;72;7.9;6;25;3.61;2.85;86218;1
2012;9;FELIX PEREZ CARDOZO;30.5;22.8;24;22.8;991.7;1010.4;5.7;93;3;6;36;0.83;0.35;86233;1
2012;9;FERNANDO DE LA MORA;32.03058824;23.48;26.88117647;22.39176471;999.0870588;1008.596471;3.544705882;78.56470588;5.876470588;6.105882353;26.17647059;2.531882353;1.349294118;86218;85
2012;9;GUARAMBARE;36.8;24.4;28;22;998.5;1007.9;25.9;72;7.9;6;25;3.61;2.85;86218;1
2012;9;GUAYAIBI;36.4;24;29.6;19.6;990.5;1011.9;0;55;12;3;5;2.22;0.56;86192;2
2012;9;HORQUETA;30.6;23.02352941;25.67058824;22.47647059;999.9823529;1008.564706;10.08235294;84.23529412;3.7;6.529411765;13.52941176;2.288235294;1.305882353;86134;17
2012;9;ISLA PUCU;30.5;22.7;26;23.6;995.8;1009.1;5.7;88;4.7;5.5;1.5;0.835;0.415;86221;2
2012;9;ITA;29.95;22.6;25.475;23.075;996.9;1010.225;10.75;87.5;3.8;5.75;5.25;0.695;0.3475;86221;4
2012;9;ITAUGUA;33.11282051;23.67179487;27.14102564;22.40769231;998.7538462;1008.230769;8.88974359;77.51282051;6.530769231;5.897435897;23.92307692;2.71974359;1.655128205;86218;39
2012;9;J A SALDIVAR;33.46666667;23.2;26.8;22.56666667;998;1007.5;8.633333333;79;6.766666667;6.333333333;26.33333333;3.15;1.783333333;86218;3
2012;9;JOSE FASSARDI;33.8;22.4;26.3;22.1;993.3;1009.4;0;81;3.5;3;6;1.11;0.69;86268;1
2012;9;LA CATEDRAL;31.76;23.36;26.70666667;22.40666667;999.1;1008.62;3.326666667;79.26666667;5.853333333;6.133333333;25.6;2.425333333;1.291333333;86218;15
2012;9;LA ENCARNACION;33.0375;23.7625;27.15625;22.3625;998.76875;1008.2625;8.38125;77.375;6.3375;6;29.125;2.950625;1.736875;86218;16
