#,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Borja,9841.733835,9862.395152,9881.549928,9899.465938,9917.085806,9935.077662,9952.744767,9970.967959,9990.502799,10011.22206,10032.99675,10055.43257,10079.1325,10103.69507,10128.79882,10154.74638,10181.16966,10207.80612,10234.43167,10260.65539,10287.03331,10313.32851,10339.4855,10365.47646,10391.36,10417.96814
Mauricio Jose Troche,9587.791629,9662.426527,9736.102793,9809.063891,9882.229489,9956.264412,10030.47039,10105.73573,10182.83854,10261.6699,10342.11683,10423.78804,10507.32188,10592.31995,10678.45613,10766.05968,10854.75353,10944.26237,11034.34831,11124.5852,11215.5711,11307.0478,11398.95084,11491.24497,11583.99054,11678.11641
Coronel Martinez,4243.055414,4355.645547,4470.500311,4587.769265,4707.932528,4831.379487,4957.850775,5087.862732,5221.909439,5360.053691,5502.355166,5648.721349,5799.615366,5954.946485,6114.652159,6279.041501,6448.021004,6621.545586,6799.583516,6981.977108,7169.205647,7361.22095,7558.0937,7759.913953,7966.837045,8179.633627
Felix Perez Cardozo,4982.290777,5044.423454,5106.540728,5168.766915,5231.586254,5295.356294,5359.712583,5425.135761,5492.055699,5560.429565,5630.211327,5701.201644,5773.763141,5847.692495,5922.822824,5999.349115,6077.073862,6155.853796,6235.562943,6315.967096,6397.410891,6479.754412,6562.966896,6647.03441,6731.996498,6818.402911
General Eugenio A. Garay,7171.784258,7237.782542,7303.270617,7368.42845,7433.945101,7500.32128,7567.031951,7634.747916,7704.060187,7774.891123,7847.15947,7920.571939,7995.617239,8071.996229,8149.46403,8228.27501,8308.14319,8388.860738,8470.245196,8551.970559,8634.495658,8717.621406,8801.297799,8885.498222,8970.266742,9056.325706
Colonia Independencia,23551.82587,23739.93619,23925.76076,24109.89433,24294.59467,24481.49467,24668.87707,24858.92455,25053.55132,25252.49008,25455.46292,25661.50663,25872.19329,26086.54092,26303.7475,26524.62409,26748.23927,26973.91578,27201.06377,27428.63313,27658.09542,27888.81086,28120.61837,28353.43051,28587.39093,28824.79376
Itape,7126.191245,7165.973442,7204.859978,7243.035182,7281.179599,7319.780293,7358.320054,7397.447487,7437.725009,7479.063637,7521.372064,7564.357732,7608.476403,7653.430076,7698.976364,7745.34617,7792.260144,7839.516042,7886.938039,7934.219685,7981.784432,8029.443654,8077.14825,8124.871158,8172.650209,8221.138227
Iturbe,10197.41731,10138.32534,10077.88238,10016.40124,9954.86111,9893.936687,9832.92993,9772.715243,9714.014541,9656.675404,9600.548803,9545.237634,9491.29477,9438.320067,9385.995417,9334.587957,9283.747799,9233.225901,9182.820907,9132.184275,9081.818382,9031.515336,8981.230116,8930.941705,8880.70751,8831.233521
Jose Fassardi,6419.760833,6448.226854,6475.790435,6502.620039,6529.32877,6556.353792,6583.232121,6610.54428,6638.791512,6667.891911,6697.761841,6728.139099,6759.427531,6791.360219,6823.720751,6856.712653,6890.087572,6923.66604,6957.293243,6990.699431,7024.258928,7057.806441,7091.299767,7124.715873,7158.089703,7191.992554
Mbocayaty,6934.745415,7022.219788,7109.740483,7197.482801,7286.12254,7376.159111,7467.08505,7559.571963,7654.219852,7750.970437,7849.761285,7950.315933,8053.14096,8157.955151,8264.52614,8373.127159,8483.485017,8595.399909,8708.697976,8823.052148,8938.945136,9056.182849,9174.723088,9294.546777,9415.710624,9538.983775
