Metrica,SIL HAC 8,SIL KM 8,SIL DB 8,CHZ HAC 8,CHZ KM 8,CHZ DB 8,DAVIES HAC 8,DAVIES KM 8,DAVIES DB 8
Euclidean Distance,0.8368118845102844,0.8614294211950303,0.4463369064835646,2228.434952126974,2612.3011887778557,9.566139077117597,0.3920215630267398,0.3105963534455578,1.06687713947852
Pearson Correlation,0.6524770717562091,0.6646616268368652,0.3776484047793511,1670.3921739314321,1902.2292348729663,485.21250628087097,0.4588801332113407,0.47831145766664857,0.484932541025244
Spearman Correlation,0.4318404268040122,0.4334424021908189,0.7156020263272871,152.1756306624099,155.26745941989822,45.61881779252594,0.8268779093615706,0.8725778352429729,1.0072510675340651
Dynamic Time Warping,0.8344697431137237,0.8594248973899122,0.3878543960343437,2202.823020302989,2577.4849543430923,12.599769104464395,0.3920413947640101,0.31132254313457264,1.1985423045624772
