Metrica,SIL HAC 8,SIL KM 8,SIL DB 8,CHZ HAC 8,CHZ KM 8,CHZ DB 8,DAVIES HAC 8,DAVIES KM 8,DAVIES DB 8
Euclidean Distance,0.8369766894528083,0.8630193861766073,0.4463369064835646,2742.276479517824,3238.9815842670737,9.566139077117597,0.3951131445254929,0.3311495936791166,1.06687713947852
Pearson Correlation,0.6344583094314,0.65776177537447,0.3776484047793511,1884.549681367708,2250.273033710479,485.21250628087097,0.4528659808654485,0.4640018908448443,0.484932541025244
Spearman Correlation,0.42953476858245765,0.4524138284457876,0.7156020263272871,154.50651615741378,160.6980835802667,45.61881779252594,0.9059638287740799,0.8905704947659673,1.0072510675340651
Dynamic Time Warping,0.8270391712953102,0.8610639920618633,0.3878543960343437,2699.4201377837126,3164.9675082103136,12.599769104464395,0.34877169652112855,0.32984782742432733,1.1985423045624772
