,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
271,"LORETO, DATEM DEL MARAÑON, ANDOAS",0,2,0
272,"LORETO, DATEM DEL MARAÑON, BARRANCA",0,2,0
273,"LORETO, DATEM DEL MARAÑON, MANSERICHE",0,2,0
274,"LORETO, DATEM DEL MARAÑON, MORONA",0,2,0
275,"LORETO, DATEM DEL MARAÑON, PASTAZA",0,2,1
276,"LORETO, LORETO, NAUTA",0,2,0
277,"LORETO, LORETO, PARINARI",0,2,0
278,"LORETO, LORETO, TIGRE",0,2,0
279,"LORETO, LORETO, TROMPETEROS",0,2,0
280,"LORETO, LORETO, URARINAS",0,2,0
281,"LORETO, MARISCAL RAMON CASTILLA, PEBAS",0,2,0
282,"LORETO, MARISCAL RAMON CASTILLA, RAMON CASTILLA",5,5,0
283,"LORETO, MARISCAL RAMON CASTILLA, SAN PABLO",0,2,0
284,"LORETO, MARISCAL RAMON CASTILLA, YAVARI",0,2,0
285,"LORETO, MAYNAS, ALTO NANAY",0,2,0
286,"LORETO, MAYNAS, BELEN",0,2,0
287,"LORETO, MAYNAS, FERNANDO LORES",0,2,0
288,"LORETO, MAYNAS, INDIANA",0,2,0
289,"LORETO, MAYNAS, IQUITOS",0,2,0
290,"LORETO, MAYNAS, LAS AMAZONAS",0,2,1
291,"LORETO, MAYNAS, MAZAN",0,2,0
292,"LORETO, MAYNAS, NAPO",0,2,0
293,"LORETO, MAYNAS, PUNCHANA",0,2,0
294,"LORETO, MAYNAS, SAN JUAN BAUTISTA",0,2,0
295,"LORETO, MAYNAS, TORRES CAUSANA",0,2,0
296,"LORETO, PUTUMAYO, PUTUMAYO",0,2,0
297,"LORETO, PUTUMAYO, TENIENTE MANUEL CLAVERO",0,2,0
298,"LORETO, PUTUMAYO, YAGUAS",0,2,0
299,"LORETO, REQUENA, ALTO TAPICHE",0,2,0
300,"LORETO, REQUENA, CAPELO",0,2,0
301,"LORETO, REQUENA, EMILIO SAN MARTIN",0,2,0
302,"LORETO, REQUENA, JENARO HERRERA",0,2,0
303,"LORETO, REQUENA, MAQUIA",0,2,1
304,"LORETO, REQUENA, PUINAHUA",0,2,-1
305,"LORETO, REQUENA, REQUENA",0,2,0
306,"LORETO, REQUENA, SAQUENA",0,2,0
307,"LORETO, REQUENA, SOPLIN",0,2,0
308,"LORETO, REQUENA, TAPICHE",0,2,0
309,"LORETO, REQUENA, YAQUERANA",0,2,0
310,"LORETO, UCAYALI, CONTAMANA",0,2,0
311,"LORETO, UCAYALI, INAHUAYA",0,2,0
312,"LORETO, UCAYALI, PADRE MARQUEZ",0,2,0
313,"LORETO, UCAYALI, PAMPA HERMOSA",0,2,0
314,"LORETO, UCAYALI, SARAYACU",0,2,0
315,"LORETO, UCAYALI, VARGAS GUERRA",0,2,0
316,"MADRE DE DIOS, MANU, HUEPETUHE",0,2,0
317,"MADRE DE DIOS, MANU, MADRE DE DIOS",0,2,0
318,"MADRE DE DIOS, MANU, MANU",0,2,0
319,"MADRE DE DIOS, TAHUAMANU, IBERIA",0,2,0
320,"MADRE DE DIOS, TAHUAMANU, IÑAPARI",2,1,0
321,"MADRE DE DIOS, TAHUAMANU, TAHUAMANU",0,2,0
322,"MADRE DE DIOS, TAMBOPATA, INAMBARI",0,2,0
323,"MADRE DE DIOS, TAMBOPATA, LABERINTO",0,2,0
324,"MADRE DE DIOS, TAMBOPATA, LAS PIEDRAS",3,4,0
325,"MADRE DE DIOS, TAMBOPATA, TAMBOPATA",0,2,0
326,"MOQUEGUA, MARISCAL NIETO, MOQUEGUA",0,2,1
327,"PASCO, OXAPAMPA, CONSTITUCION",0,2,0
328,"PASCO, OXAPAMPA, OXAPAMPA",0,2,0
329,"PASCO, OXAPAMPA, PALCAZU",0,2,0
330,"PASCO, OXAPAMPA, POZUZO",0,2,1
331,"PASCO, OXAPAMPA, PUERTO BERMUDEZ",0,2,0
332,"PASCO, OXAPAMPA, VILLA RICA",0,2,0
333,"PIURA, AYABACA, AYABACA",0,2,0
334,"PIURA, AYABACA, FRIAS",0,2,1
335,"PIURA, AYABACA, JILILI",0,2,0
336,"PIURA, AYABACA, PACAIPAMPA",0,2,0
337,"PIURA, AYABACA, PAIMAS",0,2,0
338,"PIURA, AYABACA, SAPILLICA",0,2,0
339,"PIURA, AYABACA, SUYO",0,2,0
340,"PIURA, HUANCABAMBA, CANCHAQUE",0,2,0
341,"PIURA, HUANCABAMBA, EL CARMEN DE LA FRONTERA",0,2,0
342,"PIURA, HUANCABAMBA, HUANCABAMBA",0,2,0
343,"PIURA, HUANCABAMBA, HUARMACA",0,2,1
344,"PIURA, HUANCABAMBA, LALAQUIZ",0,2,0
345,"PIURA, HUANCABAMBA, SAN MIGUEL DE EL FAIQUE",0,2,0
346,"PIURA, HUANCABAMBA, SONDOR",0,2,0
347,"PIURA, HUANCABAMBA, SONDORILLO",0,2,1
348,"PIURA, MORROPON, BUENOS AIRES",0,2,0
349,"PIURA, MORROPON, CHALACO",0,2,0
350,"PIURA, MORROPON, CHULUCANAS",0,2,0
351,"PIURA, MORROPON, LA MATANZA",0,2,0
352,"PIURA, MORROPON, MORROPON",0,2,0
353,"PIURA, MORROPON, SALITRAL",0,2,0
354,"PIURA, MORROPON, SAN JUAN DE BIGOTE",0,2,0
355,"PIURA, MORROPON, SANTA CATALINA DE MOSSA",0,2,0
356,"PIURA, MORROPON, SANTO DOMINGO",0,2,0
357,"PIURA, MORROPON, YAMANGO",0,2,0
358,"PIURA, PAITA, AMOTAPE",0,2,0
359,"PIURA, PAITA, ARENAL",0,2,0
360,"PIURA, PAITA, COLAN",0,2,0
361,"PIURA, PAITA, LA HUACA",0,2,0
362,"PIURA, PAITA, PAITA",0,2,0
363,"PIURA, PAITA, TAMARINDO",0,2,0
364,"PIURA, PAITA, VICHAYAL",0,2,0
365,"PIURA, PIURA, CASTILLA",0,2,0
366,"PIURA, PIURA, CATACAOS",0,2,0
367,"PIURA, PIURA, CURA MORI",0,2,0
368,"PIURA, PIURA, EL TALLAN",0,2,0
369,"PIURA, PIURA, LA ARENA",0,2,0
370,"PIURA, PIURA, LA UNION",0,2,0
371,"PIURA, PIURA, LAS LOMAS",0,2,0
372,"PIURA, PIURA, PIURA",0,2,0
373,"PIURA, PIURA, TAMBO GRANDE",0,2,0
374,"PIURA, PIURA, VEINTISEIS DE OCTUBRE",0,2,0
375,"PIURA, SECHURA, BELLAVISTA DE LA UNION",0,2,0
376,"PIURA, SECHURA, BERNAL",0,2,0
377,"PIURA, SECHURA, CRISTO NOS VALGA",0,2,0
378,"PIURA, SECHURA, RINCONADA LLICUAR",0,2,0
379,"PIURA, SECHURA, SECHURA",0,2,0
380,"PIURA, SECHURA, VICE",0,2,0
381,"PIURA, SULLANA, BELLAVISTA",0,2,0
382,"PIURA, SULLANA, IGNACIO ESCUDERO",0,2,0
383,"PIURA, SULLANA, LANCONES",4,0,0
384,"PIURA, SULLANA, MARCAVELICA",0,2,0
385,"PIURA, SULLANA, MIGUEL CHECA",0,2,0
386,"PIURA, SULLANA, QUERECOTILLO",0,2,0
387,"PIURA, SULLANA, SALITRAL",0,2,0
388,"PIURA, SULLANA, SULLANA",0,2,0
389,"PIURA, TALARA, EL ALTO",0,2,0
390,"PIURA, TALARA, LA BREA",0,2,0
391,"PIURA, TALARA, LOBITOS",0,2,0
392,"PIURA, TALARA, LOS ORGANOS",0,2,0
393,"PIURA, TALARA, MANCORA",0,2,0
394,"PIURA, TALARA, PARIÑAS",0,2,0
395,"PUNO, CARABAYA, AYAPATA",0,2,0
396,"PUNO, CARABAYA, OLLACHEA",0,2,0
397,"PUNO, CARABAYA, SAN GABAN",0,2,0
398,"SAN MARTIN, BELLAVISTA, ALTO BIAVO",0,2,0
399,"SAN MARTIN, BELLAVISTA, BAJO BIAVO",0,2,0
400,"SAN MARTIN, BELLAVISTA, BELLAVISTA",0,2,0
401,"SAN MARTIN, BELLAVISTA, HUALLAGA",0,2,0
402,"SAN MARTIN, BELLAVISTA, SAN PABLO",0,2,0
403,"SAN MARTIN, BELLAVISTA, SAN RAFAEL",0,2,0
404,"SAN MARTIN, EL DORADO, AGUA BLANCA",0,2,0
405,"SAN MARTIN, EL DORADO, SAN JOSE DE SISA",0,2,0
406,"SAN MARTIN, EL DORADO, SAN MARTIN",0,2,0
407,"SAN MARTIN, EL DORADO, SANTA ROSA",0,2,0
408,"SAN MARTIN, EL DORADO, SHATOJA",0,2,0
409,"SAN MARTIN, HUALLAGA, ALTO SAPOSOA",0,2,0
410,"SAN MARTIN, HUALLAGA, EL ESLABON",0,2,0
411,"SAN MARTIN, HUALLAGA, PISCOYACU",0,2,0
412,"SAN MARTIN, HUALLAGA, SACANCHE",0,2,0
413,"SAN MARTIN, HUALLAGA, SAPOSOA",0,2,0
414,"SAN MARTIN, HUALLAGA, TINGO DE SAPOSOA",4,0,0
415,"SAN MARTIN, LAMAS, ALONSO DE ALVARADO",0,2,1
416,"SAN MARTIN, LAMAS, BARRANQUITA",0,2,0
417,"SAN MARTIN, LAMAS, CAYNARACHI",0,2,0
