,Dep-Prov-Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KLScore,ChangeIdx,Semanas no Nulas,Semana del MAX
261,"LIMA, LIMA, SANTA ANITA",0.0077541434169555706,0.0031265904787328887,-0.019593613933236567,0.34906843113943054,0.03624260355029586,-0.09807284655473644,0.6990854243202562,5.0,1e-07,0.9885490910147499,1.7451553851536644e-05,5.185842497255841e-09,0.020548480028432257,0.04222400314788794,5.0,1.0,1e-08,1e-08,1.0,5.0
262,"LIMA, LIMA, SANTIAGO DE SURCO",0.006787538552293789,0.0017881416282796577,0.21019426792454812,0.2881573689544693,0.0013467075602139737,-0.021121917632491383,0.3330504690268873,1e-07,6.0,0.9179744981192721,5.200971005247025e-06,7.398624591947712e-10,0.014088237448289253,0.022377530291287532,15.0,3.0,1e-08,1e-08,4.0,14.0
263,"LIMA, LIMA, VILLA EL SALVADOR",0.0038553885495069594,0.0007729290811092017,-0.0003628447024673323,0.48635911856350433,0.05555555555555566,-0.0069660255685235605,0.6700482623529178,1e-07,1.0,0.98854909101475,1.0665258721595282e-06,1.6600742417971126e-10,0.01021677962969344,0.010438258600171883,5.0,1e-07,1e-08,1e-08,1.0,1e-07
264,"LIMA, LIMA, VILLA MARIA DEL TRIUNFO",4.680490044698811,243.0202931608754,0.6569684828573658,0.9143750606936671,0.22567612554768962,-54.869012452524785,0.5548011886183374,1e-07,5.0,0.7889846412909487,89127.64189679938,0.36925373990119387,5.834299999999498,1347.3783470158342,10.0,1.0,1e-08,1e-08,13.0,1e-07
265,"LORETO, ALTO AMAZONAS, BALSAPUERTO",0.47901984808698095,5.864430061119032,0.18379792790310845,0.6797810199744561,0.03721220290953964,4.316112710051843,0.5992581258889348,1e-07,1.0,0.8955799656651803,128.39713504522445,0.0007557359343669151,1.134751773049145,88.52673406764612,15.0,5.0,1e-08,1e-08,8.0,158.0
266,"LORETO, ALTO AMAZONAS, JEBEROS",17.4274891967437,2331.0720004804443,0.8809799280012749,0.9719466401805895,0.3099000220771383,-150.10581125257212,0.6583852785698439,2.0,1e-07,0.6291475159663544,5836432.604300693,14.074188073000007,10.367577756832677,2961.065249145076,5.0,1e-07,1e-08,1e-08,7.0,1.0
267,"LORETO, ALTO AMAZONAS, LAGUNAS",4.7205516407247385,585.3420043429228,0.3768349444190087,0.6966482680454325,0.017438006779450427,-45.616364266909116,0.6751813128210193,2.0,1e-07,0.9114166608019217,1835678.1741564786,12.935514288411799,15.607599999999518,21584.03708181282,21.0,4.0,1e-08,1e-08,26.0,2.0
268,"LORETO, ALTO AMAZONAS, SANTA CRUZ",24.785515886792464,783.492259016563,0.8022626233410848,0.8570506275971057,0.537741008257178,-166.25241405743037,0.3237597986439089,6.0,1.0,0.5319806428864233,180272.09755819445,30.493963902294265,5.004315000000002,1200.7110548133328,2.0,12.0,1e-08,1e-08,53.0,6.0
269,"LORETO, ALTO AMAZONAS, TENIENTE CESAR LOPEZ ROJAS",8.938203750835342,1017.7054797508887,0.6104969910625084,0.6660282368823044,0.0002709738011453455,1.4250108096538736,0.295362004324652,1e-07,3.0,0.8277521183794179,1530307.5244183966,234.15348197308876,12.253024965537868,15013.66208060942,10.0,1.0,1e-08,1e-08,20.0,53.0
270,"LORETO, ALTO AMAZONAS, YURIMAGUAS",11.46877581902704,502.7635524079938,0.713337112610754,0.8600391104365275,0.1364010995681216,153.3724094817236,0.4292017612199074,4.0,1e-07,0.687794697341199,342818.8592293871,0.5778859734423909,7.246203582505025,4045.1299739859064,28.0,39.0,1e-08,1e-08,227.0,272.0
271,"LORETO, DATEM DEL MARAÑON, ANDOAS",7.000275604804504,1210.136505265498,0.6166081605939365,0.6793915406630273,0.06072643167958641,-125.80629893140745,0.3857563259383249,4.0,1e-07,0.837843683351443,8449023.146477837,83.18607392983526,18.831149999999504,27815.20270425,26.0,9.0,1e-08,1e-08,32.0,36.0
272,"LORETO, DATEM DEL MARAÑON, BARRANCA",14.061877459779568,2202.0507760548808,0.8284596104713946,0.8835789086887944,0.03641258157728491,-134.86130058575844,0.6949789880759669,2.0,1e-07,0.7621292119949098,20723844.722064327,13.791050368827475,21.520107000000053,22964.378085916658,31.0,7.0,1e-08,1e-08,108.0,2.0
273,"LORETO, DATEM DEL MARAÑON, MANSERICHE",1.0079450038608133,19.65784527613697,0.8543717611999708,0.7892036424383176,0.027935423506599267,-11.424349207903564,0.3013427027528979,5.0,1.0,0.7525985532567188,1284.804430991071,0.009820871350975455,1.9564249999995065,278.3565228608522,21.0,3.0,1e-08,1e-08,21.0,50.0
274,"LORETO, DATEM DEL MARAÑON, MORONA",14.375832659623311,2822.356027009748,0.5871750337507455,0.8941289029304326,0.19172362545509453,86.05714446970018,0.6125214060965,2.0,6.0,0.8202330987702046,12283263.655243954,102.14887919487327,13.955944477971734,10774.623170453808,5.0,1.0,1e-08,1e-08,6.0,52.0
275,"LORETO, DATEM DEL MARAÑON, PASTAZA",0.2819478720849351,4.039652584767962,0.24861396632273317,0.2943184247554653,0.0008335289085956953,0.8945780243762491,0.29931573125498334,6.0,1e-07,0.9227294500218144,71.12314249031805,0.00272590346488062,0.7774840615762376,76.61564309996153,21.0,4.0,1e-08,1e-08,5.0,159.0
276,"LORETO, LORETO, NAUTA",12.540174006244,1189.1277656960413,0.7844277638482943,0.918609004311164,0.04528665296441823,-100.70451807251996,0.5242467957248518,3.0,2.0,0.7192193235677277,2423708.049083087,1.38916678477087,12.523224999999996,9622.454259573336,31.0,8.0,1e-08,1e-08,149.0,3.0
277,"LORETO, LORETO, PARINARI",19.074287198688907,6319.944359542115,0.7666191799481216,0.7717137890606467,0.07256940557365887,-351.2756402497328,0.3682245953617391,1e-07,1.0,0.7921951988293392,142351819.71061638,999.6675488716312,40.1418999999995,170433.05947157872,26.0,6.0,1e-08,1e-08,51.0,51.0
278,"LORETO, LORETO, TIGRE",7.392833374191485,720.1883621190258,0.6930343040573704,0.7932947983367813,0.041484765542327745,-95.88354384230837,0.3996255081294723,1.0,5.0,0.770263299593029,948603.2477746969,6.275440659124681,11.058449999999503,9842.415985340955,31.0,9.0,1e-08,1e-08,53.0,35.0
279,"LORETO, LORETO, TROMPETEROS",5.363231808928491,920.6879114152329,0.28703481999813735,0.7036726555146935,0.003676452995977267,8.445018568041078,0.5944531225979169,1e-07,4.0,0.9209625522390629,5940236.39430833,14.090295864034347,23.234199999999483,38707.66570339002,31.0,9.0,1e-08,1e-08,43.0,1e-07
280,"LORETO, LORETO, URARINAS",7.28873132773458,537.8973944696211,0.7287047286483566,0.7245919812137928,0.0005475089391796919,16.37105197010948,0.3270012849800382,1.0,1e-07,0.7580963383488898,846553.5110382239,3.4950189941976872,9.50321143006897,6443.1172997339145,31.0,9.0,1e-08,1e-08,77.0,215.0
281,"LORETO, MARISCAL RAMON CASTILLA, PEBAS",1.2511957092567825,64.824816743315,0.5011819490158395,0.46674459535435275,0.005320748519992762,7.993790350651334,0.3681382537526051,6.0,2.0,0.9254164423083382,21464.000797269953,1.1757664481052217,4.1132918086726695,1749.4651459187576,15.0,3.0,1e-08,1e-08,12.0,106.0
282,"LORETO, MARISCAL RAMON CASTILLA, RAMON CASTILLA",28.340486572899152,20198.43372839959,0.6367558151470422,0.7692949159722302,0.030081676579588598,-456.5790199425745,0.47940435581745944,6.0,1e-07,0.8011994349691751,2012695996.0928946,5105.290849160081,62.91799999999952,310816.33157307067,31.0,8.0,1e-08,1e-08,72.0,49.0
283,"LORETO, MARISCAL RAMON CASTILLA, SAN PABLO",10.088441301783378,1601.8774464510152,0.7625152719328797,0.8488949812818012,0.07630226353416329,-188.3640243117515,0.5056114701774355,1e-07,1.0,0.730170516984331,4779153.101690136,13.414544128884408,16.2942499999995,20867.789352250005,31.0,5.0,1e-08,1e-08,46.0,51.0
284,"LORETO, MARISCAL RAMON CASTILLA, YAVARI",0.7603907128281023,9.429258872347619,0.624552732615624,0.6497168820939188,0.0029097407252525317,3.066703984357808,0.3705313849677867,1e-07,2.0,0.8405727852134511,258.83974029491924,0.006429878392613109,1.2819691045440804,174.61600840682652,15.0,4.0,1e-08,1e-08,13.0,106.0
285,"LORETO, MAYNAS, ALTO NANAY",3.051487891291361,142.57237128507242,0.5775620677139295,0.615429783101431,0.004868102085841959,16.818792838875325,0.24368242385799654,1e-07,1.0,0.8144292626226544,65120.521028441566,0.7729096872791135,5.428881650379525,2947.275597382748,26.0,6.0,1e-08,1e-08,23.0,212.0
286,"LORETO, MAYNAS, BELEN",7.499232978316585,465.7731118448017,0.7939447772009136,0.7204118470349001,0.00016054484802355528,-3.9441388642729263,0.3373132808980228,1.0,2.0,0.7830349292957703,1247641.5207597332,4.706780593776738,10.9927499999995,13037.421338998704,27.0,42.0,1e-08,1e-08,188.0,54.0
287,"LORETO, MAYNAS, FERNANDO LORES",7.834117995147315,583.9478223117186,0.6771311675092831,0.8299333279169248,0.011556383936425461,-17.106709580236636,0.432440524844534,1e-07,4.0,0.7657703438720571,642345.5975277902,1.102126554694444,9.490249999999506,3324.870701916097,31.0,8.0,1e-08,1e-08,82.0,1e-07
288,"LORETO, MAYNAS, INDIANA",5.96055385191278,202.5349168531021,0.7522393459652256,0.8488839586345969,0.02036378704969147,57.01731159889824,0.5374108012665786,2.0,4.0,0.7415218405131474,97281.24073813832,0.037939796189289866,5.4644999999995,2659.4544925196565,31.0,6.0,1e-08,1e-08,87.0,1e-07
289,"LORETO, MAYNAS, IQUITOS",7.723616053385346,339.531141013604,0.867634996916853,0.8544775128181314,0.09220306100237649,103.48345223875995,0.2212291764091181,1e-07,4.0,0.6951179085514647,291286.92921064567,0.5950518590115321,8.420966960136063,2991.5911887886205,23.0,40.0,1e-08,1e-08,248.0,269.0
290,"LORETO, MAYNAS, LAS AMAZONAS",1.1320240236493777,10.016931418448866,0.6372832658302579,0.6812137098534641,0.04389616559891899,-8.900867516407347,0.3558390127724652,1e-07,2.0,0.778473602703743,136.9466247996964,0.0011483643842118882,1.0120433154534068,136.56422298052183,26.0,6.0,1e-08,1e-08,41.0,212.0
291,"LORETO, MAYNAS, MAZAN",4.463519915109773,340.73998369043113,0.6911711543558998,0.7468373486095792,0.009343402897468897,33.04990178538496,0.2531775805981191,5.0,6.0,0.7924004108562784,420267.1874056148,3.780967838440111,10.209290454312924,9195.427042074758,31.0,7.0,1e-08,1e-08,46.0,267.0
292,"LORETO, MAYNAS, NAPO",8.475401400362312,785.8288762326459,0.8651431085119519,0.9606085483367465,0.18698228036137615,-177.52326964009995,0.5219510778079044,4.0,3.0,0.6074434108622799,91186.07973997225,0.22513186944993321,6.968915999999993,1955.1797195700026,26.0,5.0,1e-08,1e-08,54.0,1e-07
293,"LORETO, MAYNAS, PUNCHANA",9.385161802746326,602.7602088696731,0.6946392898394624,0.8479581356074284,0.0534632002236796,80.9403702579445,0.414103446472293,5.0,1.0,0.7625458697913109,606244.6506292503,0.805758144850012,8.51063829787234,5239.311019680676,31.0,23.0,1e-08,1e-08,187.0,317.0
294,"LORETO, MAYNAS, SAN JUAN BAUTISTA",9.708196882349684,810.368438680561,0.6122538877664745,0.7106505437473529,0.0038766624388930017,35.11328389590791,0.31847699072280156,1e-07,2.0,0.8186193160900463,3382649.763268435,38.54171851583996,17.77029999999951,31578.356208998226,31.0,40.0,1e-08,1e-08,201.0,53.0
295,"LORETO, MAYNAS, TORRES CAUSANA",3.89147058014963,154.1972650965378,0.8619639921565266,0.8718127629193223,0.10102185321159145,-62.986653494315576,0.29615792439774313,1e-07,2.0,0.6757114614270533,26959.013813589965,0.08124553072611489,3.364049999999498,544.0923680929257,21.0,6.0,1e-08,1e-08,28.0,30.0
296,"LORETO, PUTUMAYO, PUTUMAYO",6.534816641706357,463.1263472442471,0.5312979885373679,0.7346806294011932,0.007951799409185065,52.955941911517904,0.39564159990453207,1e-07,1.0,0.8345014873648551,372857.21258977,3.5558442248251207,8.383233532933634,6156.354908532935,26.0,8.0,1e-08,1e-08,32.0,214.0
297,"LORETO, PUTUMAYO, TENIENTE MANUEL CLAVERO",20.553918229660983,10706.568137926448,0.7897492459378527,0.7066884818813984,0.009847120935398404,137.44624965061814,0.2709928948810424,4.0,6.0,0.7990256335076003,339620847.62610316,12413.682853740907,47.65957446808461,185423.26844726136,15.0,5.0,1e-08,1e-08,16.0,100.0
298,"LORETO, PUTUMAYO, YAGUAS",1.576267713318244,129.20023500893487,-0.00036284470246733145,0.48635911856350433,0.055555555555555726,-2.8480452958828284,0.6700482623529179,1e-07,1.0,0.98854909101475,29800.167622686495,4.638470754721495,4.177109440266839,1744.824327596631,5.0,1e-07,1e-08,1e-08,1.0,1e-07
299,"LORETO, REQUENA, ALTO TAPICHE",1.3314416372419537,101.8822409569879,-0.017564010655208233,0.29191810623872383,0.016603876814427022,-15.02889672877377,0.3925066389048687,1e-07,6.0,0.9498404534856325,27861.015626784807,7.798066593353744,4.662004662004167,2173.428746854854,10.0,2.0,1e-08,1e-08,2.0,7.0
300,"LORETO, REQUENA, CAPELO",5.489350157519129,663.7523391887748,0.8268502058787159,0.750525624977372,0.01711160877149436,-33.82080563630355,0.35717720844961787,1e-07,3.0,0.7663409717453005,1641367.801289871,16.25391535621973,9.748700173309725,7939.317892603183,15.0,2.0,1e-08,1e-08,11.0,56.0
301,"LORETO, REQUENA, EMILIO SAN MARTIN",0.5358174994876407,11.72621025558333,0.37171878952662424,0.49187672840649965,0.005693958144006726,3.983564535010463,0.352045775918459,5.0,1e-07,0.9173692630694108,733.5936165984317,0.027918537925560125,2.007494646680448,403.0034756450635,21.0,3.0,1e-08,1e-08,7.0,159.0
302,"LORETO, REQUENA, JENARO HERRERA",18.065549554920732,2988.993383745133,0.6798116926324819,0.7789922213407672,0.028835539601990177,158.18516288400392,0.3433602076890355,5.0,3.0,0.7675405992809616,16009635.431954077,141.29329106715647,24.137314500267706,46672.731351214905,26.0,6.0,1e-08,1e-08,67.0,220.0
303,"LORETO, REQUENA, MAQUIA",0.3628389294655465,3.9136423492085655,0.6544623089788082,0.5531083317103367,2.151146630652343e-05,0.032414040346612605,0.3686374875607441,2.0,3.0,0.8501446140969809,29.3209338330774,0.002429387118333532,0.597014925372636,47.52357614902564,10.0,5.0,1e-08,1e-08,10.0,53.0
304,"LORETO, REQUENA, PUINAHUA",2.4320311320820753,24.31238584903453,0.31435322682184386,0.510672340563161,0.023195575810261326,-0.814188418589125,0.5281970765821693,1e-07,2.0,0.8531029839740304,4.8039918294460096,0.2713715570085151,1.0969999999995,107.80538044160025,5.0,2.0,1e-08,1e-08,18.0,34.0
305,"LORETO, REQUENA, REQUENA",11.559092265103464,4655.454168308759,0.5932062588677652,0.9001689145571055,0.04813025776714552,-197.15080125632352,0.7012902684057114,4.0,1.0,0.8405321083586311,153687375.51906446,154.3252867825893,45.2488499999995,124648.39692604337,31.0,6.0,1e-08,1e-08,74.0,4.0
306,"LORETO, REQUENA, SAQUENA",0.6664515295955108,13.011310524785449,0.2741693858085331,0.4243830494716747,0.00757111393714171,-1.7165151313773541,0.4249965984690698,2.0,1.0,0.8190809887702795,275.9035264427835,0.008774152415751578,1.023331968890209,139.62777580702794,21.0,4.0,1e-08,1e-08,7.0,159.0
307,"LORETO, REQUENA, SOPLIN",2.683915295643086,374.5768683349283,-0.019593613933236585,0.3412979536575873,0.04347468770545678,-32.12710555051764,0.686615330929583,3.0,1e-07,0.98854909101475,250480.55015216712,67.36211718077932,7.112375533427669,5058.588572850047,5.0,1.0,1e-08,1e-08,1.0,3.0
308,"LORETO, REQUENA, TAPICHE",6.305070853243151,750.3552110134907,0.4990003748594075,0.8236963801648123,0.14435104998018658,-27.88711018885301,0.640752335863982,1e-07,3.0,0.8843570096843452,872763.3867074753,21.26643689112431,8.35421888053417,4652.864873591576,5.0,1e-07,1e-08,1e-08,3.0,1e-07
309,"LORETO, REQUENA, YAQUERANA",0.6247102612566723,20.029990137444766,-0.014647682868476597,0.19615788519694732,0.020619113402339732,6.2521396943985,0.3801252428779244,6.0,1e-07,0.8929457644926264,1128.0759459026385,0.0695183687721782,1.6616816218007628,276.1185812230413,21.0,5.0,1e-08,1e-08,6.0,202.0
310,"LORETO, UCAYALI, CONTAMANA",20.54227872998228,3501.0128196838805,0.8753813132795348,0.8825403158721363,0.10532278750617645,296.03557672863286,0.26198885846219266,1e-07,6.0,0.6227840216434115,17896075.20268167,84.2821946359532,15.53369332051139,21033.573937538265,21.0,4.0,1e-08,1e-08,79.0,174.0
311,"LORETO, UCAYALI, INAHUAYA",29.86765643318462,13405.86686023118,0.5719611419274463,0.706599886844825,0.0007905433173790436,43.58318463308471,0.3149362966720981,1e-07,1.0,0.796126788980997,290606288.86020565,37682.82942008375,45.248868778280055,124648.61413490638,10.0,1.0,1e-08,1e-08,13.0,57.0
312,"LORETO, UCAYALI, PADRE MARQUEZ",7.2281963675870164,870.8337809440254,0.4905640685420731,0.608619563838833,9.723075456432376e-05,7.614264625422579,0.2982909912264332,1e-07,1.0,0.8732264309072543,1486566.491639847,310.30202772002315,12.559492332098921,15774.084764005158,10.0,1.0,1e-08,1e-08,14.0,53.0
313,"LORETO, UCAYALI, PAMPA HERMOSA",0.887345276026629,12.607261054179851,0.7436673616340687,0.7300758637645894,0.0005249379715682272,0.5528951832940678,0.31639842373353366,1e-07,1.0,0.7784627574708444,227.81257623779152,0.008927489943828925,0.9442870632667382,118.89040771372152,10.0,1.0,1e-08,1e-08,7.0,53.0
314,"LORETO, UCAYALI, SARAYACU",7.408647839037409,532.417613556408,0.6880805500036441,0.7218754010063863,0.005657178558248634,24.580345174813488,0.25652533636249386,5.0,1e-07,0.7767675054922298,727019.0966413661,15.463028641721003,10.488647581440764,10176.402067625637,21.0,6.0,1e-08,1e-08,54.0,92.0
315,"LORETO, UCAYALI, VARGAS GUERRA",1.5470269388847058,25.978671591446034,0.7326357626622104,0.7746562636621545,0.01955536121220198,12.14671674091038,0.35487137905498545,1.0,2.0,0.7407004645833424,932.7474418018556,0.016354424612837103,1.682180105416121,282.97299070577884,15.0,2.0,1e-08,1e-08,16.0,106.0
316,"MADRE DE DIOS, MANU, HUEPETUHE",26.272001032341848,8299.21536109928,0.5282196806525149,0.6779867796480104,0.045304339074411545,354.7792950743699,0.28937547351159143,6.0,4.0,0.8352501875304061,389933371.11669797,4265.653994532577,56.52054039150765,319457.14861480467,31.0,8.0,1e-08,1e-08,121.0,264.0
317,"MADRE DE DIOS, MANU, MADRE DE DIOS",22.093660425939376,4169.151484052056,0.844291596909454,0.8789367120851993,0.050579889515815546,-240.81710379408068,0.35959729653896133,2.0,3.0,0.6667157835877762,26030669.0688791,64.64508095894338,23.552922703589534,38816.52965339994,31.0,8.0,1e-08,1e-08,100.0,214.0
318,"MADRE DE DIOS, MANU, MANU",7.14251188591579,345.1385665415553,0.7243933577489252,0.7929581378871519,0.010379397965668204,-10.923278430259595,0.39320367140682955,4.0,5.0,0.6920511288708929,74753.44783229359,4.711019883648187,5.053057099544727,2712.9222679462528,10.0,1.0,1e-08,1e-08,18.0,53.0
319,"MADRE DE DIOS, TAHUAMANU, IBERIA",20.553278435628368,2078.162705180606,0.7657309423525686,0.816293422559683,0.021231526049375855,148.59056928347505,0.2520779050108165,2.0,3.0,0.6839806802969756,4625807.713984322,21.20059416360528,17.075442409189193,14163.537006922043,31.0,8.0,1e-08,1e-08,117.0,227.0
320,"MADRE DE DIOS, TAHUAMANU, IÑAPARI",47.23469486986219,39536.04542802789,0.7542787047440948,0.7616879367015111,0.01632283371018119,473.84376904722507,0.3100759309421617,3.0,1.0,0.7933400306326259,9767570185.4686,25693.691777579017,100.0588581518536,810641.9972833099,31.0,8.0,1e-08,1e-08,76.0,217.0
321,"MADRE DE DIOS, TAHUAMANU, TAHUAMANU",16.223126842947742,4639.196435705044,0.6956416419945679,0.6838518898831312,0.020349378976653308,180.41164415227627,0.3509817700719914,1e-07,1.0,0.8093193169993954,130178083.46098596,508.17752560782196,32.05984504408178,81370.16508650056,31.0,10.0,1e-08,1e-08,70.0,214.0
322,"MADRE DE DIOS, TAMBOPATA, INAMBARI",42.756418023371,15813.251929057287,0.6922918586640006,0.763062773234204,0.10734404863100154,728.8101101732855,0.27481912854062474,1e-07,1.0,0.7629012006140232,642587787.8209375,4824.095940975498,59.24384949348715,332159.4518526589,31.0,10.0,1e-08,1e-08,137.0,259.0
323,"MADRE DE DIOS, TAMBOPATA, LABERINTO",28.357351977727017,10960.599011503058,0.7926165267548076,0.774706399792678,0.04941713559549246,431.32662074257064,0.24804196746875318,1.0,2.0,0.7769517848826868,431356178.77265054,1709.768103358677,41.31489132387232,119602.72920951265,31.0,6.0,1e-08,1e-08,82.0,232.0
324,"MADRE DE DIOS, TAMBOPATA, LAS PIEDRAS",69.94159458189968,64670.30068582941,0.8865458418137084,0.8283739500858555,0.05700056374398295,1124.600057590963,0.28761935085477564,1e-07,6.0,0.7378078664546645,20466901797.111477,57618.83852441557,127.1186440677966,1291200.8647899427,22.0,26.0,1e-08,1e-08,172.0,252.0
325,"MADRE DE DIOS, TAMBOPATA, TAMBOPATA",30.585920423560847,3428.124928240759,0.7394663513761085,0.8103424536917285,0.04696890667734546,235.03883802865317,0.2438251095652757,5.0,1.0,0.6842571355944599,15776951.148646465,63.43007713604645,18.319188761239047,25010.90292701172,31.0,37.0,1e-08,1e-08,259.0,225.0
326,"MOQUEGUA, MARISCAL NIETO, MOQUEGUA",0.031489051109298775,0.051561137634980984,-0.0003628447024673171,0.4863591185635051,0.05555555555555554,0.056895312324166315,0.670048262352918,4.0,1e-07,0.9885490910147499,0.005284130554057615,7.387426916509008e-07,0.08344598541314176,0.6963232481570266,5.0,1.0,1e-08,1e-08,1.0,52.0
327,"PASCO, OXAPAMPA, CONSTITUCION",19.19587050528775,3143.5164636816558,0.8336528590730538,0.818928056107825,0.0012457477243733414,33.358902511021086,0.42153270187324166,3.0,4.0,0.745648982384068,33720512.12551019,178.82706766052894,22.009194952557465,43082.113436537475,21.0,2.0,1e-08,1e-08,80.0,161.0
328,"PASCO, OXAPAMPA, OXAPAMPA",11.844890018255919,1758.1906153673947,0.7929346906327804,0.9326650710651833,0.1010804343252194,-140.56527923988952,0.4392327818271867,1.0,6.0,0.7454135302816509,8499794.433115236,3.2553402277273418,15.952599999999503,9694.663175696056,21.0,3.0,1e-08,1e-08,42.0,1.0
329,"PASCO, OXAPAMPA, PALCAZU",18.26060740992096,2256.832169590028,0.5904320052116885,0.77518710131143,0.05446118659916978,-127.77751477379667,0.41520010011030684,2.0,1e-07,0.7538967665323598,11041833.326644482,102.92671021032804,14.643899999999501,21444.38072099853,15.0,3.0,1e-08,1e-08,64.0,53.0
330,"PASCO, OXAPAMPA, POZUZO",0.22552566009272532,2.5689969774472763,0.3342105044149322,0.3437537427115587,0.0008515829073033923,0.6366357217245635,0.3584980226691984,1e-07,2.0,0.9204267419345428,20.067286588387148,0.001524690602807492,0.601322910402388,48.21189900997285,15.0,5.0,1e-08,1e-08,7.0,106.0
331,"PASCO, OXAPAMPA, PUERTO BERMUDEZ",9.786831272243026,693.0651776804268,0.8034821746853161,0.822042004576744,0.00365173305635906,-26.466504794919757,0.31010188995767096,1e-07,1.0,0.7143004392461574,921813.4638990773,3.492642095999841,9.844299999999517,5036.811870249292,26.0,4.0,1e-08,1e-08,73.0,65.0
332,"PASCO, OXAPAMPA, VILLA RICA",4.034464297097738,205.90212649544964,0.7566875750490806,0.7725181597009059,0.011000235656871233,-18.350851465307116,0.3508794709130675,1.0,2.0,0.7705141303172911,118570.20578865633,1.6738141548944445,5.2853999999995,3302.79107342184,15.0,2.0,1e-08,1e-08,21.0,56.0
333,"PIURA, AYABACA, AYABACA",13.428255619198765,2363.766972458607,0.3151435527890319,0.4592651233003703,0.016952100008560463,-73.14542832894878,0.2966608661410455,1e-07,4.0,0.895895308854724,6541592.305422097,2507.8550187220935,15.869749999999504,25184.89650624841,10.0,4.0,1e-08,1e-08,30.0,19.0
334,"PIURA, AYABACA, FRIAS",0.46053025454412855,2.285838576456924,0.3307235946312402,0.38104608482589264,0.003568596352103804,1.8953369536757663,0.2845545413698519,1e-07,5.0,0.8859823911069312,3.220740358283289,0.0043534852374246535,0.4068017248388133,16.548764333183353,5.0,2.0,1e-08,1e-08,5.0,33.0
335,"PIURA, AYABACA, JILILI",1.3386253656216798,45.69390567120449,0.499260081391047,0.725308038341782,0.10897435897435845,-4.786943816088199,0.6583558525490516,1.0,2.0,0.8941543959965705,3432.5519513483628,0.08997041245319144,1.7736786094354768,419.4581079425258,5.0,1e-07,1e-08,1e-08,2.0,1e-07
336,"PIURA, AYABACA, PACAIPAMPA",0.22475193006663308,0.8418905010696959,0.3122012578616352,0.4903010931965287,0.0455840455840456,-0.039480794676304276,0.46699072967734756,1.0,2.0,0.8917939582367514,0.4060775245795767,0.0003775428743602414,0.19853087155002608,5.255267594455061,5.0,1.0,1e-08,1e-08,3.0,1e-07
337,"PIURA, AYABACA, PAIMAS",1.1984681573226497,19.762638443071964,0.6270489188441455,0.7199409379820392,0.014283818049985684,6.48767119759783,0.2928182484981017,1e-07,3.0,0.7805045192057126,923.5487484642058,0.0093770902129478,1.4293882218405574,204.31506887364955,21.0,7.0,1e-08,1e-08,28.0,139.0
338,"PIURA, AYABACA, SAPILLICA",0.6093798798090637,4.548962014323037,0.4780515979976896,0.4678437517872698,0.02520495377638233,0.4702379188059629,0.4091441039092727,1.0,2.0,0.8033818901653977,9.213261093613783,0.006803432880458373,0.4037141703668816,21.73135084733576,5.0,1.0,1e-08,1e-08,4.0,1e-07
339,"PIURA, AYABACA, SUYO",12.462111730047894,1415.7397512567086,0.526964801996175,0.6062896636715907,0.024277860099363325,-75.54844161304618,0.5181603196343582,1e-07,3.0,0.86476654846265,6620420.557854374,99.48776966642579,15.630449999999497,23358.676365558877,15.0,6.0,1e-08,1e-08,50.0,31.0
340,"PIURA, HUANCABAMBA, CANCHAQUE",1.4520323726041404,73.84316146527891,0.2731765837754737,0.4262978232154869,0.0014347111335142506,-5.955056902968667,0.35731447032829455,4.0,1e-07,0.9542342184816601,26588.683005331153,2.925394566664296,4.9850449999995075,2485.067365202002,15.0,5.0,1e-08,1e-08,10.0,52.0
341,"PIURA, HUANCABAMBA, EL CARMEN DE LA FRONTERA",0.26799125813478175,1.8313925179982542,0.49926008139104705,0.725308038341782,0.10897435897435867,-0.9583406446656796,0.6583558525490516,1.0,2.0,0.8941543959965705,5.513957679346437,0.00014452601262607802,0.35508841701533694,16.811704519794375,5.0,1e-07,1e-08,1e-08,2.0,1e-07
342,"PIURA, HUANCABAMBA, HUANCABAMBA",0.8994351958884187,10.96341063808729,0.15885168660882268,0.5630648338446818,0.009912698042549564,5.356451613252792,0.5903883900040375,1e-07,1.0,0.8927729355238314,179.14461511091054,0.01042809221021338,1.3430049999995008,180.3662430023657,10.0,2.0,1e-08,1e-08,14.0,1e-07
343,"PIURA, HUANCABAMBA, HUARMACA",0.2633469116461876,2.6329317763865046,0.42476819549280176,0.3907560361589638,0.012859558168810785,-2.8087706657063696,0.3804661206545046,1e-07,4.0,0.9339148818730683,34.190652769729375,0.0022348607254101603,0.8274949999995018,68.47488944657475,15.0,6.0,1e-08,1e-08,8.0,25.0
344,"PIURA, HUANCABAMBA, LALAQUIZ",0.40161610320908564,8.387365706138542,-0.01959361393323655,0.1839622160891452,0.0029585798816568055,1.451302775296103,0.25976418193994855,2.0,4.0,0.98854909101475,125.58658722918113,0.30056697944081706,1.0642826734775768,113.26976090645765,5.0,1.0,1e-08,1e-08,1.0,32.0
