,METRICA,SIL - HAC,SIL - KM,SIL - DB,CHZ - HAC,CHZ - KM,CHZ - DB,DUNN - HAC,DUNN - KM,DUNN - DB,DAVID - HAC,DAVID - KM,DAVID - DB
0,Euclidean Distance,0.9743063019469776,0.9755804533122745,0.5868658620865592,271902.7675058832,280626.60814333556,2.173199714562989,,,,0.21922666214391132,0.2686364224657509,1.688509602025378
1,Pearson Correlation,0.7619508526706482,0.7762813937606966,0.641832729008746,2495.6748722225116,2929.280313997885,297.0370512155746,1.1946597262530467,0.9041992991527124,0.8272988283827968,0.6950820277675667,0.7052289053092751,1.0965129868268797
2,Spearman Correlation,0.3674633793621981,0.3915849751939238,0.48271001081003845,377.74002020173486,401.56170575263906,39.05708610502611,1.3387183350708467,1.3387183350708467,0.8106870120146062,0.9407338366624137,0.9384065410879603,1.4894755387081269
3,Dynamic Time Warping,0.9742896212527966,0.9755688331550002,0.5817512960429402,271849.1150048496,280645.2624295244,2.5735400066232867,,,,0.21923732072582006,0.26861114630754185,1.6855591135547163
