,Metrica,SIL HAC 8,SIL KM 8,SIL DB 8,CHZ HAC 8,CHZ KM 8,CHZ DB 8,DAVIES HAC 8,DAVIES KM 8,DAVIES DB 8
0,Euclidean,0.8785265047829188,0.8578706100444677,-0.5569416925728353,6338.754832377213,6607.269465368838,0.41189990940884863,0.25587212362993556,0.30505960809159094,1.6384171477273881
1,Pearson,0.5875777137491371,0.5806454194695692,0.17114048500760087,1366.4267369809547,1531.255910796374,105.01375796229746,0.5980819998302872,0.6339729635599659,1.0923175997157908
2,Spearman,0.39150265115246163,0.4219568365266967,-0.09514507091259121,349.0975169127851,380.7790756633296,5.473580581686799,1.020594235349151,0.9666775219049598,1.165594854474498
3,DTW,0.8740112363147372,0.8541791803301831,-0.6344809884942453,6294.693930453884,6368.578708931667,0.2050395000274255,0.2528272369528758,0.2946527109310228,1.654019614814473
