,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,127.65783543619317,129.21063875671064,357.9729945942239,183.4319333805389,153.321106934814,153.9260890792056,380.99416772962127,209.03483870456319,14.063389252549806,45.30276848486094,144.3395198574949,6.05847978599786
