,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,1.3210959264222557,1.1612255425822546,0.8068430906346579,1.4885267513823017,1.0529171324168685,1.0788099064252845,0.7767903476442793,1.2541056917481959,0.8242625172308747,1.0603773972255155,1.2842207739070886,0.7918151950776809
