,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,271902.7769572157,2902.747553810812,397.49312878944346,271848.43005180516,280626.61821472604,3269.2827489101483,435.8023469566383,280645.01464657777,2.170603997602644,83.26830067757291,114.4114524614099,2.4897056045269865
