,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,0.9743063124742487,0.7768429495672636,0.3759036924174693,0.9742891735348621,0.9755804621076235,0.7816213384706683,0.3999449453915611,0.9755684746829583,0.586864449283346,0.5174534017748228,0.43814351599156376,0.5754322295829931
