,EUCLIDEAN-HAC,CORRELATION-HAC,SPEARMAN-HAC,DTW-HAC,EUCLIDEAN-KM,CORRELATION-KM,SPEARMAN-KM,DTW-KM,EUCLIDEAN-DB,CORRELATION-DB,SPEARMAN-DB,DTW-DB
0,0.2143083792177311,0.2109167596354485,0.4751384497945144,0.18175473405447864,0.2723009789604566,0.2644037336926828,0.4861226260872223,0.24229907550613553,0.003166897657419427,0.5747289935645268,0.3515116891343668,0.019524191329705745
