Metrica,SIL HAC RB,SIL KM RB,SIL DB RB,CHZ HAC RB,CHZ KM RB,CHZ DB RB,DUNN HAC RB,DUNN KM RB,DUNN DB RB,DAVIES HAC RB,DAVIES KM RB,DAVIES DB RB
Euclidean,0.534851752387855,0.6420110883502711,-0.08679084486943357,1622.2190119339145,1888.1791866961803,16.331312851482576,0.07117307326397436,0.1032978845426554,0.013431494370827848,0.6097520536333082,0.5967450351658529,1.0363044202057627
Pearson,0.28383014918924665,0.3207647807971665,-0.06781940163140159,199.09999407186524,226.5387451522159,40.312686714312676,0.7649964468928894,0.7067503754018208,0.5305973970530503,1.2259684237302093,1.1645464184166199,1.3498596682582946
Spearman,0.3113289065144307,0.3605793000600041,0.10716648717940967,290.76537388620625,349.95876900387736,82.57050654716264,0.6241110638746884,0.6666036965984464,0.5790492103199218,1.326173865788506,1.1861414479488033,1.1512476371395222
DTW,0.5182755794424393,0.5531784927882855,-0.39291554297960773,894.3305417768833,941.5628360682331,2.370289517639551,0.12343182946528086,0.12692566430758323,0.00022952199693957186,0.8320309232030402,0.8280531817649589,1.2740975435877915
