Dep-Prov-Distrito,Distrito,Semana,Incidencia semanal,Casos,Año
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,24,1.24886,1.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,27,1.24886,1.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,21,1.24886,1.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,53,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,52,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,51,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,50,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,49,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,48,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,47,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,46,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,45,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,44,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,43,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,42,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,41,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,40,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,39,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,38,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,37,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,36,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,35,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,34,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,33,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,32,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,31,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,30,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,29,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,28,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,26,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,25,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,23,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,22,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,20,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,19,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,18,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,17,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,16,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,15,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,14,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,13,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,12,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,11,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,10,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,9,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,8,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,7,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,6,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,5,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,4,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,3,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,2,0.0,0.0,2015
"LAMBAYEQUE, LAMBAYEQUE, LAMBAYEQUE",LAMBAYEQUE,1,0.0,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,1,0.0,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,2,0.0,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,3,0.0,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,4,0.0,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,5,0.0,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,6,4.70433,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,7,4.70433,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,8,4.70433,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,9,4.70433,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,10,18.8173,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,18,18.8173,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,12,18.8173,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,13,28.226,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,14,28.226,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,15,28.226,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,16,18.8173,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,17,56.452,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,20,51.7477,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,25,51.7477,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,27,23.5217,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,28,51.7477,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,31,47.0433,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,32,32.9303,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,38,37.6347,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,41,79.9737,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,44,94.0867,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,45,75.2693,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,46,65.8607,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,47,42.339,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,53,61.1563,0.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,21,89.3823,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,19,159.947,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,23,98.791,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,11,244.625,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,29,122.313,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,30,112.904,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,26,79.9737,2.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,24,79.9737,3.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,35,221.104,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,36,197.582,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,39,206.991,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,42,263.443,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,40,258.738,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,43,150.539,1.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,48,174.06,2.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,34,211.695,2.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,33,428.094,2.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,22,164.652,10.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,37,75.2693,2.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,49,437.503,4.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,50,296.373,4.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,52,338.712,19.0,2015
"CUSCO, LA CONVENCION, PICHARI",PICHARI,51,329.303,15.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,1,26.9687,1.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,9,0.0,1.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,2,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,3,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,10,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,16,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,13,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,14,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,15,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,12,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,11,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,5,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,4,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,53,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,52,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,51,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,50,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,49,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,48,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,47,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,46,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,45,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,43,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,44,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,41,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,42,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,40,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,39,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,38,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,37,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,36,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,35,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,34,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,33,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,32,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,31,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,30,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,29,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,28,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,27,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,26,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,25,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,24,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,22,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,23,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,21,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,19,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,20,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,18,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,17,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,6,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,7,0.0,0.0,2015
"LORETO, MAYNAS, ALTO NANAY",ALTO NANAY,8,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,13,0.550303,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,12,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,11,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,10,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,17,0.0,1.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,16,0.0,1.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,49,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,50,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,51,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,41,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,42,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,43,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,44,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,39,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,40,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,38,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,35,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,36,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,37,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,34,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,33,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,30,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,31,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,32,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,29,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,14,0.0,1.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,18,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,19,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,20,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,21,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,22,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,23,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,24,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,25,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,26,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,27,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,28,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,52,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,53,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,48,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,47,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,46,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,45,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,15,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,9,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,8,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,7,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,6,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,5,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,4,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,3,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,2,0.0,0.0,2015
"SAN MARTIN, MOYOBAMBA, CALZADA",CALZADA,1,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,14,108.578,1.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,15,72.3851,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,16,36.1925,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,17,36.1925,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,23,72.3851,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,18,36.1925,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,19,36.1925,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,20,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,21,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,22,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,24,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,25,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,26,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,27,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,28,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,29,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,30,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,31,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,32,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,33,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,34,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,35,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,36,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,37,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,38,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,39,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,40,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,41,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,42,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,43,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,44,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,45,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,46,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,47,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,48,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,49,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,50,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,51,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,52,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,53,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,13,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,12,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,11,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,10,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,9,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,8,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,7,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,6,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,5,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,4,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,3,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,2,0.0,0.0,2015
"PIURA, SULLANA, IGNACIO ESCUDERO",IGNACIO ESCUDERO,1,0.0,0.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,38,43.5256,10.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,46,0.0,7.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,50,0.0,14.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,51,0.0,12.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,36,0.0,8.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,49,0.0,8.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,37,0.0,4.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,43,0.0,5.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,41,0.0,4.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,48,0.0,3.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,33,0.0,4.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,34,0.0,4.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,35,0.0,3.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,44,0.0,3.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,47,0.0,3.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,52,0.0,3.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,39,0.0,2.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,9,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,11,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,14,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,17,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,19,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,22,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,26,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,27,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,32,0.0,1.0,2015
"JUNIN, SATIPO, MAZAMARI",MAZAMARI,5,0.0,2.0,2015
